"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":295}]","295","Instructions","SWBQ","instructions","744","346127","0.0-706.0","","",""
"","438.3149999998859","SWBQ_01","SWBQ","html-slider-response","745","346567","0.0-707.0","<div class='justified'>1. Siento amor por otras personas.</div></br>","50","1"
"","388.4500000003609","SWBQ_02","SWBQ","html-slider-response","746","346957","0.0-708.0","<div class='justified'>2. Siento una relación personal con lo Divino / Dios.</div></br>","50","1"
"","371.36000000010245","SWBQ_03","SWBQ","html-slider-response","747","347330","0.0-709.0","<div class='justified'>3. Siento lástima hacia los demás.</div></br>","50","1"
"","378.9449999999488","SWBQ_04","SWBQ","html-slider-response","748","347710","0.0-710.0","<div class='justified'>4. Siento una conexión con la naturaleza.</div></br>","50","1"
"","362.5749999996624","SWBQ_05","SWBQ","html-slider-response","749","348074","0.0-711.0","<div class='justified'>5. Tengo un sentido de identidad.</div></br>","50","1"
"","372.3300000001327","SWBQ_06","SWBQ","html-slider-response","750","348448","0.0-712.0","<div class='justified'>6. Adoro al Divino / Creador.</div></br>","50","1"
"","371.95499999966705","SWBQ_07","SWBQ","html-slider-response","751","348821","0.0-713.0","<div class='justified'>7. Siento asombro por una vista impresionante.</div></br>","50","1"
"","369.51499999983935","SWBQ_08","SWBQ","html-slider-response","752","349192","0.0-714.0","<div class='justified'>8. Me siento confiado entre las personas.</div></br>","50","1"
"","376.11499999958323","SWBQ_09","SWBQ","html-slider-response","753","349570","0.0-715.0","<div class='justified'>9. Siento autoconciencia.</div></br>","50","1"
"","359.949999999546","SWBQ_10","SWBQ","html-slider-response","754","349932","0.0-716.0","<div class='justified'>10. Siento unidad con la naturaleza.</div></br>","50","1"
"","347.30500000022585","SWBQ_11","SWBQ","html-slider-response","755","350281","0.0-717.0","<div class='justified'>11. Siento unidad con lo Divino / Dios.</div></br>","50","1"
"","378.4700000000885","SWBQ_12","SWBQ","html-slider-response","756","350660","0.0-718.0","<div class='justified'>12. Siento armonía con el medio ambiente.</div></br>","50","1"
"","363.44000000006054","SWBQ_13","SWBQ","html-slider-response","757","351025","0.0-719.0","<div class='justified'>13. Siento paz con lo Divino / Dios.</div></br>","50","1"
"","365.42499999993015","SWBQ_14","SWBQ","html-slider-response","758","351392","0.0-720.0","<div class='justified'>14. Siento alegría en la vida.</div></br>","50","1"
"","379.41999999975087","SWBQ_15","SWBQ","html-slider-response","759","351773","0.0-721.0","<div class='justified'>15. Siento que la oración enriquece mi vida.</div></br>","50","1"
"","362.69499999977415","SWBQ_16","SWBQ","html-slider-response","760","352137","0.0-722.0","<div class='justified'>16. Siento paz interior.</div></br>","50","1"
"","377.980000000156","SWBQ_17","SWBQ","html-slider-response","761","352517","0.0-723.0","<div class='justified'>17. Siento respeto por los demás.</div></br>","50","1"
"","362.95499999960884","SWBQ_18","SWBQ","html-slider-response","762","352881","0.0-724.0","<div class='justified'>18. Siento que la vida tiene sentido.</div></br>","50","1"
"","369.7249999999767","SWBQ_19","SWBQ","html-slider-response","763","353252","0.0-725.0","<div class='justified'>19. Siento amabilidad hacia otras personas.</div></br>","50","1"
"","366.5200000000186","SWBQ_20","SWBQ","html-slider-response","764","353620","0.0-726.0","<div class='justified'>20. Siento 'magia' en el medio ambiente.</div></br>","50","1"
"","371.84000000025844","SWBQ_21","SWBQ","html-slider-response","765","353994","0.0-727.0","<div class='justified'>21. Siento una conexión entre mí y los demás.</div></br>","50","1"
"","364.590000000142","SWBQ_22","SWBQ","html-slider-response","766","354360","0.0-728.0","<div class='justified'>22. Siento asombro hacia naturaleza.</div></br>","50","1"
"","380.3649999999907","SWBQ_23","SWBQ","html-slider-response","767","354741","0.0-729.0","<div class='justified'>23. Siento que vivo en armonía con los demás.</div></br>","50","1"
"","495.60000000020955","SWBQ_24","SWBQ","html-slider-response","768","355238","0.0-730.0","<div class='justified'>24. Me siento en armonía con la naturaleza.</div></br>","50","1"
"","364.52000000007683","SWBQ_25","SWBQ","html-slider-response","769","355604","0.0-731.0","<div class='justified'>25. Siento fuerza interior.</div></br>","50","1"
"","371.909999999858","SWBQ_26","SWBQ","html-slider-response","770","355978","0.0-732.0","<div class='justified'>26. Siento que confío en las personas.</div></br>","50","1"
