"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":256}]","256","Instructions","PWb","instructions","541","257214","0.0-498.0","","",""
"","390.37999999983003","PWb_01","PWb","html-slider-response","542","257606","0.0-499.0","<div class='justified'>1.- Cuando repaso la historia de mi vida estoy contento/a con cómo han resultado las cosas.</div></br>","50","1"
"","359.52499999984866","PWb_02","PWb","html-slider-response","543","257967","0.0-500.0","<div class='justified'>2.- A menudo me siento solo/a porque tengo pocos amigos íntimos con quien compartir mis preocupaciones.</div></br>","50","1"
"","370.00999999963096","PWb_03","PWb","html-slider-response","544","258338","0.0-501.0","<div class='justified'>3.- No tengo miedo de expresar mis opiniones, incluso cuando son opuestas a las opiniones de la mayoría de la gente.</div></br>","50","1"
"","367.14500000016415","PWb_04","PWb","html-slider-response","545","258707","0.0-502.0","<div class='justified'>4.- Me preocupa cómo otra gente evalúa las elecciones que he hecho en mi vida.</div></br>","50","1"
"","363.8249999998952","PWb_05","PWb","html-slider-response","546","259072","0.0-503.0","<div class='justified'>5.- Me resulta difícil dirigir mi vida hacia un camino que me satisfaga.</div></br>","50","1"
"","370.25000000040745","PWb_06","PWb","html-slider-response","547","259443","0.0-504.0","<div class='justified'>6.- Disfruto haciendo planes para el futuro y trabajar para hacerlos realidad.</div></br>","50","1"
"","351.21499999970547","PWb_07","PWb","html-slider-response","548","259796","0.0-505.0","<div class='justified'>7.- En general, me siento seguro/a y positivo/a conmigo mismo/a.</div></br>","50","1"
"","340.44499999983236","PWb_08","PWb","html-slider-response","549","260138","0.0-506.0","<div class='justified'>8.- No tengo muchas personas que quieran escucharme cuando necesito hablar.</div></br>","50","1"
"","355.7750000000233","PWb_09","PWb","html-slider-response","550","260495","0.0-507.0","<div class='justified'>9.- Tiendo a preocuparme sobre lo que otra gente piensa de mí.</div></br>","50","1"
"","355.0350000000908","PWb_10","PWb","html-slider-response","551","260851","0.0-508.0","<div class='justified'>10.- Me juzgo por lo que yo creo que es importante, no por los valores que otros piensan que son importantes.</div></br>","50","1"
"","391.05999999993946","PWb_11","PWb","html-slider-response","552","261244","0.0-509.0","<div class='justified'>11.- He sido capaz de construir un hogar y un modo de vida a mi gusto.</div></br>","50","1"
"","376.2750000000815","PWb_12","PWb","html-slider-response","553","261622","0.0-510.0","<div class='justified'>12.- Soy una persona activa al realizar los proyectos que propuse para mí mismo/a.</div></br>","50","1"
"","417.4450000000652","PWb_13","PWb","html-slider-response","554","262040","0.0-511.0","<div class='justified'>13.- Si tuviera oportunidad, hay muchas cosas de mi mismo/a que cambiaría.</div></br>","50","1"
"","349.4049999999115","PWb_14","PWb","html-slider-response","555","262391","0.0-512.0","<div class='justified'>14.- Siento que mis amistades me aportan muchas cosas.</div></br>","50","1"
"","360.83499999996275","PWb_15","PWb","html-slider-response","556","262753","0.0-513.0","<div class='justified'>15.- Tiendo a estar influenciado/a por la gente con fuertes convicciones.</div></br>","50","1"
"","361.10000000009313","PWb_16","PWb","html-slider-response","557","263115","0.0-514.0","<div class='justified'>16.- En general, siento que soy responsable de la situación en la que vivo.</div></br>","50","1"
"","360.210000000312","PWb_17","PWb","html-slider-response","558","263477","0.0-515.0","<div class='justified'>17.- Me siento bien cuando pienso en lo que he hecho en el pasado y lo que espero hacer en el futuro.</div></br>","50","1"
"","347.20999999990454","PWb_18","PWb","html-slider-response","559","263825","0.0-516.0","<div class='justified'>18.- Mis objetivos en la vida han sido más una fuente de satisfacción que de frustración para mí.</div></br>","50","1"
"","363.4099999999744","PWb_19","PWb","html-slider-response","560","264190","0.0-517.0","<div class='justified'>19.- Me gusta la mayor parte de los aspectos de mi personalidad.</div></br>","50","1"
"","363.8599999999278","PWb_20","PWb","html-slider-response","561","264555","0.0-518.0","<div class='justified'>20.- Me parece que la mayoría de las personas tienen más amigos que yo.</div></br>","50","1"
"","346.660000000149","PWb_21","PWb","html-slider-response","562","264903","0.0-519.0","<div class='justified'>21.- Tengo confianza en mis opiniones incluso si son contrarias al consenso general.</div></br>","50","1"
"","342.33999999967637","PWb_22","PWb","html-slider-response","563","265247","0.0-520.0","<div class='justified'>22.- Las demandas de la vida diaria a menudo me deprimen.</div></br>","50","1"
"","353.71500000020023","PWb_23","PWb","html-slider-response","564","265602","0.0-521.0","<div class='justified'>23.- Tengo clara la dirección y el objetivo de mi vida.</div></br>","50","1"
"","363.23500000021886","PWb_24","PWb","html-slider-response","565","265967","0.0-522.0","<div class='justified'>24.- En general, con el tiempo siento que sigo aprendiendo más sobre mí mismo/a.</div></br>","50","1"
"","360.81999999983236","PWb_25","PWb","html-slider-response","566","266329","0.0-523.0","<div class='justified'>25.- En muchos aspectos, me siento decepcionado/a de mis logros en la vida.</div></br>","50","1"
"","373.22500000026776","PWb_26","PWb","html-slider-response","567","266704","0.0-524.0","<div class='justified'>26.- No he experimentado muchas relaciones cercanas y de confianza.</div></br>","50","1"
"","373.36000000004424","PWb_27","PWb","html-slider-response","568","267078","0.0-525.0","<div class='justified'>27.- Es difícil para mí expresar mis propias opiniones en asuntos polémicos.</div></br>","50","1"
"","354.6949999999488","PWb_28","PWb","html-slider-response","569","267435","0.0-526.0","<div class='justified'>28.- Soy bastante bueno/a manejando muchas de mis responsabilidades en la vida diaria.</div></br>","50","1"
"","355.30999999988126","PWb_29","PWb","html-slider-response","570","267791","0.0-527.0","<div class='justified'>29.- No tengo claro qué es lo que intento conseguir en la vida.</div></br>","50","1"
"","367.6249999998836","PWb_30","PWb","html-slider-response","571","268160","0.0-528.0","<div class='justified'>30.- Hace mucho tiempo que dejé de intentar hacer grandes mejoras o cambios en mi vida.</div></br>","50","1"
"","349.0249999999651","PWb_31","PWb","html-slider-response","572","268510","0.0-529.0","<div class='justified'>31.- En su mayor parte, me siento orgulloso/a de quien soy y la vida que llevo.</div></br>","50","1"
"","367.5549999998184","PWb_32","PWb","html-slider-response","573","268879","0.0-530.0","<div class='justified'>32.- Sé que puedo confiar en mis amigos, y ellos saben que pueden confiar en mí.</div></br>","50","1"
"","347.67499999998836","PWb_33","PWb","html-slider-response","574","269228","0.0-531.0","<div class='justified'>33.- A menudo cambio mis decisiones si mis amigos o mi familia están en desacuerdo.</div></br>","50","1"
"","361.8950000000186","PWb_34","PWb","html-slider-response","575","269591","0.0-532.0","<div class='justified'>34.- No quiero intentar nuevas formas de hacer las cosas; mi vida está bien como está.</div></br>","50","1"
"","376.2699999997276","PWb_35","PWb","html-slider-response","576","269969","0.0-533.0","<div class='justified'>35.- Pienso que es importante tener nuevas experiencias que desafíen lo que uno piensa sobre si mismo/a y sobre el mundo.</div></br>","50","1"
"","368.23999999981606","PWb_36","PWb","html-slider-response","577","270339","0.0-534.0","<div class='justified'>36.- Cuando pienso en ello, realmente con los años no he mejorado mucho como persona.</div></br>","50","1"
"","374.8249999998952","PWb_37","PWb","html-slider-response","578","270715","0.0-535.0","<div class='justified'>37.- Tengo la sensación de que con el tiempo me he desarrollado mucho como persona.</div></br>","50","1"
"","367.3949999997858","PWb_38","PWb","html-slider-response","579","271083","0.0-536.0","<div class='justified'>38.- Para mí, la vida ha sido un proceso continuo de estudio, cambio y crecimiento.</div></br>","50","1"
"","361.59499999985565","PWb_39","PWb","html-slider-response","580","271446","0.0-537.0","<div class='justified'>39.- Si me sintiera infeliz con mi situación de vida daría los pasos más eficaces para cambiarla</div></br>","50","1"
