"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":237}]","237","Instructions","ERQ","instructions","155","80862","0.0-167.0","","",""
"","392.3100000001723","ERQ_01","ERQ","html-slider-response","156","81256","0.0-168.0","<div class='justified'>1. Cuando quiero sentir una emoción más positiva (como la alegría o la diversión), cambio lo que estoy pensando.</div></br>","50","1"
"","391.89499999974214","ERQ_02","ERQ","html-slider-response","157","81649","0.0-169.0","<div class='justified'>2. Mantengo mis emociones para mí mismo.</div></br>","50","1"
"","372.8550000000687","ERQ_03","ERQ","html-slider-response","158","82023","0.0-170.0","<div class='justified'>3. Cuando quiero sentir una emoción menos negativa (como tristeza o enojo), cambio lo que estoy pensando.</div></br>","50","1"
"","339.1200000000972","ERQ_04","ERQ","html-slider-response","159","82363","0.0-171.0","<div class='justified'>4. Cuando siento emociones positivas, tengo cuidado de no expresarlas.</div></br>","50","1"
"","360.67000000002736","ERQ_05","ERQ","html-slider-response","160","82725","0.0-172.0","<div class='justified'>5. Cuando me enfrento a una situación estresante, me hago pensar en ello de una manera que me ayuda a mantener la calma.</div></br>","50","1"
"","385.53999999976077","ERQ_06","ERQ","html-slider-response","161","83111","0.0-173.0","<div class='justified'>6. Controlo mis emociones al no expresarlas.</div></br>","50","1"
"","365.5800000001327","ERQ_07","ERQ","html-slider-response","162","83478","0.0-174.0","<div class='justified'>7. Cuando quiero sentir una emoción más positiva, cambio la forma en que estoy pensando en la situación.</div></br>","50","1"
"","354.7549999998446","ERQ_08","ERQ","html-slider-response","163","83833","0.0-175.0","<div class='justified'>8. Controlo mis emociones cambiando la forma en que pienso acerca de la situación en la que estoy.</div></br>","50","1"
"","365.46499999986554","ERQ_09","ERQ","html-slider-response","164","84200","0.0-176.0","<div class='justified'>9. Cuando estoy sintiendo emociones negativas, me aseguro de no expresarlas.</div></br>","50","1"
"","389.65999999982887","ERQ_10","ERQ","html-slider-response","165","84591","0.0-177.0","<div class='justified'>10. Si quiero sentir una emoción menos negativa, cambio la forma en que pienso en la situación.</div></br>","50","1"
