"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":265}]","265","Instructions_01","SRSav","instructions","743","345501","0.0-706.0","",""
"","688","SRSav_01","SRSav","survey-multi-choice-vertical","744","346198","0.0-707.0","{""Q0"":""1. ¿Con qué frecuencia asiste a los servicios de la iglesia?""}","{""Q0"":""Varias veces al mes""}"
"","711","SRSav_02","SRSav","survey-multi-choice-vertical","745","346914","0.0-708.0","{""Q0"":""2. ¿Con qué frecuencia participas en otras actividades religiosas? (actividades grupales, es decir, clases de escuela dominical para adultos, grupos de estudio bíblico, grupos de oración, etc.)""}","{""Q0"":""Raramente""}"
"[{""page_index"":0,""viewing_time"":244}]","244","Instructions_02","SRSav","instructions","746","347159","0.0-709.0","",""
"","779","SRSav_03","SRSav","survey-multi-choice-vertical","747","347944","0.0-710.0","{""Q0"":""3. ¿Con qué frecuencia rezas en privado?""}","{""Q0"":""Dos veces al día""}"
"","630","SRSav_04","SRSav","survey-multi-choice-vertical","748","348580","0.0-711.0","{""Q0"":""4. ¿Con qué frecuencia lees la Biblia u otros religiosos? literatura (revistas, periódicos, libros) en casa?""}","{""Q0"":""Varias veces al día""}"
"","655","SRSav_05","SRSav","survey-multi-choice-vertical","749","349240","0.0-712.0","{""Q0"":""5. ¿Con qué frecuencia escuchas o ves programas religiosos en radio o televisión?""}","{""Q0"":""Varias veces al día""}"
"[{""page_index"":0,""viewing_time"":230}]","230","Instructions_03","SRSav","instructions","750","349471","0.0-713.0","",""
"","623","SRSav_06","SRSav","survey-multi-choice-vertical","751","350100","0.0-714.0","{""Q0"":""6. Mi fe involucra toda mi vida.""}","{""Q0"":""Tiende a no ser cierto""}"
"","619","SRSav_07","SRSav","survey-multi-choice-vertical","752","350727","0.0-715.0","{""Q0"":""7. En mi vida, experimento la presencia de lo divino (es decir, de Dios).""}","{""Q0"":""Inseguro""}"
"","608","SRSav_08","SRSav","survey-multi-choice-vertical","753","351340","0.0-716.0","{""Q0"":""8. Aunque soy una persona religiosa, me niego a dejar que consideraciones religiosas influyan en mis asuntos cotidianos.""}","{""Q0"":""Inseguro""}"
"","597","SRSav_09","SRSav","survey-multi-choice-vertical","754","351942","0.0-717.0","{""Q0"":""9. Nada es tan importante para mí como servir a Dios como mejor se hacerlo.""}","{""Q0"":""Inseguro""}"
"","585","SRSav_10","SRSav","survey-multi-choice-vertical","755","352535","0.0-718.0","{""Q0"":""10. Mi fe a veces restringe mis acciones.""}","{""Q0"":""Tiende a ser verdad""}"
"","604","SRSav_11","SRSav","survey-multi-choice-vertical","756","353144","0.0-719.0","{""Q0"":""11. Mis creencias religiosas son lo que realmente se encuentra detrás de todo mi enfoque de vida.""}","{""Q0"":""Tiende a ser verdad""}"
"","591","SRSav_12","SRSav","survey-multi-choice-vertical","757","353739","0.0-720.0","{""Q0"":""12. Me esfuerzo por llevar mi religión a todos los demás aspectos de mi vida.""}","{""Q0"":""Inseguro""}"
"","575","SRSav_13","SRSav","survey-multi-choice-vertical","758","354320","0.0-721.0","{""Q0"":""13. Uno debe buscar la guía de Dios al tomar decisiones importantes.""}","{""Q0"":""Definitivamente en desacuerdo""}"
"","563","SRSav_14","SRSav","survey-multi-choice-vertical","759","354887","0.0-722.0","{""Q0"":""14. Aunque creo en la religión, siento que hay muchas cosas más importantes en la vida.""}","{""Q0"":""Tiende a estar en desacuerdo""}"
"","586","SRSav_15","SRSav","survey-multi-choice-vertical","760","355479","0.0-723.0","{""Q0"":""15. No importa tanto lo que yo crea siempre y cuando lleve una vida moral.""}","{""Q0"":""Inseguro""}"
