"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","question_order","slider_start"
"[{""page_index"":0,""viewing_time"":592}]","592","Instructions_01","COVIDCONTROL","instructions","51","55216","0.0-65.0","","","",""
"","1316.9000000022352","COVIDCONTROL_01","COVIDCONTROL","survey-multi-select","52","56537","0.0-66.0","{""Q0"":""Quién más vive en su casa además de usted actualmente? (puede marcar más de una alternativa)""}","{""Q0"":[""&nbsp;Hermano/a(s)/otro familiar menor de 60 años""]}","[0]",""
"","1069","COVIDCONTROL_02","COVIDCONTROL","survey-multi-choice-vertical","53","57610","0.0-67.0","{""Q0"":""Si tuviera que elegir aquella situación que más lo(a) representa durante la pandemia del COVID-19, ¿cuál sería?""}","{""Q0"":"" Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo""}","",""
"","1049","COVIDCONTROL_03","COVIDCONTROL","survey-multi-choice-vertical","54","58663","0.0-68.0","{""Q0"":""De forma general, ¿cómo describiría su estado de salud en este último tiempo? Usted diría que es:""}","{""Q0"":"" Muy malo""}","",""
"","1491.1000000014901","COVIDCONTROL_04","COVIDCONTROL","survey-multi-select","55","60159","0.0-69.0","{""Q0"":""A su alrededor, ¿ha habido diagnósticos de COVID-19? (Marque todas las alternativas que se ajusten a su realidad)""}","{""Q0"":[""&nbsp;Dentro de mis conocidos""]}","[0]",""
"","1016","COVIDCONTROL_05","COVIDCONTROL","survey-multi-choice-vertical","56","61178","0.0-70.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Infectarse con COVID-19""}","{""Q0"":"" Muy bajo riesgo""}","",""
"","1214","COVIDCONTROL_06","COVIDCONTROL","survey-multi-choice-vertical","57","62398","0.0-71.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Muy bajo riesgo""}","",""
"","1081","COVIDCONTROL_07","COVIDCONTROL","survey-multi-choice-vertical","58","63482","0.0-72.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Morir de COVID-19""}","{""Q0"":"" Muy alto riesgo""}","",""
"","951","COVIDCONTROL_08","COVIDCONTROL","survey-multi-choice-vertical","59","64438","0.0-73.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Infectarse con COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}","",""
"","1173","COVIDCONTROL_09","COVIDCONTROL","survey-multi-choice-vertical","60","65614","0.0-74.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Muy alto riesgo""}","",""
"","1103","COVIDCONTROL_10","COVIDCONTROL","survey-multi-choice-vertical","61","66721","0.0-75.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Morir de COVID-19""}","{""Q0"":"" Alto riesgo""}","",""
"","977","COVIDCONTROL_11","COVIDCONTROL","survey-multi-choice-vertical","62","67702","0.0-76.0","{""Q0"":""Cuando compara la situación financiera de su hogar antes y después de la pandemia por COVID-19, ¿considera que ahora es mejor, peor o que se ha mantenido igual que antes?""}","{""Q0"":"" Mejor""}","",""
"","1138","COVIDCONTROL_12","COVIDCONTROL","survey-multi-choice-vertical","63","68842","0.0-77.0","{""Q0"":""¿Cuál de las siguientes frases describe mejor su situación laboral durante la pandemia por COVID-19?""}","{""Q0"":"" Perdí mi trabajo de forma permanente""}","",""
"","723.6000000014901","COVIDCONTROL_13","COVIDCONTROL","html-slider-response","64","69569","0.0-78.0","<div class=""justified"">¿En qué medida considera que las consecuencias de la pandemia han afectado su calidad de vida?</div></br>","10","","5"
