"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","question_order","slider_start"
"[{""page_index"":0,""viewing_time"":302}]","302","Instructions_01","COVIDCONTROL","instructions","81","353173","0.0-93.0","","","",""
"","1234.199999999255","COVIDCONTROL_01","COVIDCONTROL","survey-multi-select","82","354411","0.0-94.0","{""Q0"":""Quién más vive en su casa además de usted actualmente? (puede marcar más de una alternativa)""}","{""Q0"":[""&nbsp;Hermano/a(s)/otro familiar menor de 60 años""]}","[0]",""
"","914","COVIDCONTROL_02","COVIDCONTROL","survey-multi-choice-vertical","83","355329","0.0-95.0","{""Q0"":""Si tuviera que elegir aquella situación que más lo(a) representa durante la pandemia del COVID-19, ¿cuál sería?""}","{""Q0"":"" Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud)""}","",""
"","1028","COVIDCONTROL_03","COVIDCONTROL","survey-multi-choice-vertical","84","356359","0.0-96.0","{""Q0"":""De forma general, ¿cómo describiría su estado de salud en este último tiempo? Usted diría que es:""}","{""Q0"":"" Ni bueno ni malo""}","",""
"","1143.8999999985099","COVIDCONTROL_04","COVIDCONTROL","survey-multi-select","85","357508","0.0-97.0","{""Q0"":""A su alrededor, ¿ha habido diagnósticos de COVID-19? (Marque todas las alternativas que se ajusten a su realidad)""}","{""Q0"":[""&nbsp;En mi hogar""]}","[0]",""
"","885","COVIDCONTROL_05","COVIDCONTROL","survey-multi-choice-vertical","86","358396","0.0-98.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Infectarse con COVID-19""}","{""Q0"":"" Muy alto riesgo""}","",""
"","875","COVIDCONTROL_06","COVIDCONTROL","survey-multi-choice-vertical","87","359274","0.0-99.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Muy alto riesgo""}","",""
"","1036","COVIDCONTROL_07","COVIDCONTROL","survey-multi-choice-vertical","88","360312","0.0-100.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Morir de COVID-19""}","{""Q0"":"" Muy alto riesgo""}","",""
"","1039","COVIDCONTROL_08","COVIDCONTROL","survey-multi-choice-vertical","89","361354","0.0-101.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Infectarse con COVID-19""}","{""Q0"":"" Alto riesgo""}","",""
"","1092","COVIDCONTROL_09","COVIDCONTROL","survey-multi-choice-vertical","90","362448","0.0-102.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Bajo riesgo""}","",""
"","1111","COVIDCONTROL_10","COVIDCONTROL","survey-multi-choice-vertical","91","363563","0.0-103.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Morir de COVID-19""}","{""Q0"":"" Bajo riesgo""}","",""
"","788","COVIDCONTROL_11","COVIDCONTROL","survey-multi-choice-vertical","92","364354","0.0-104.0","{""Q0"":""Cuando compara la situación financiera de su hogar antes y después de la pandemia por COVID-19, ¿considera que ahora es mejor, peor o que se ha mantenido igual que antes?""}","{""Q0"":"" Igual""}","",""
"","1018","COVIDCONTROL_12","COVIDCONTROL","survey-multi-choice-vertical","93","365375","0.0-105.0","{""Q0"":""¿Cuál de las siguientes frases describe mejor su situación laboral durante la pandemia por COVID-19?""}","{""Q0"":"" No lo sé / Prefiero no responder""}","",""
"","622.0999999977648","COVIDCONTROL_13","COVIDCONTROL","html-slider-response","94","366000","0.0-106.0","<div class=""justified"">¿En qué medida considera que las consecuencias de la pandemia han afectado su calidad de vida?</div></br>","1","","50"
