"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","condition_within","slider_start","response"
"[{""page_index"":0,""viewing_time"":365}]","365","Instructions_01","HRPVB","instructions","701","565302","0.0-764.0","","","","",""
"[{""page_index"":0,""viewing_time"":308}]","308","Instructions_02","HRPVB","instructions","702","565610","0.0-765.0","","","","",""
"","426.8999999985099","HRPVB_02_00","HRPVB","html-button-response","703","566040","0.0-766.0-0.0","Lesión en el cerebro del bebe por falta de oxígeno","0","Lesión en el cerebro del bebe por falta de oxígeno","",""
"","666.3000000007451","HRPVB_02_02","HRPVB","html-slider-response","704","566710","0.0-766.0-1.0","vaginal","","Lesión en el cerebro del bebe por falta de oxígeno; vaginal","50","48.3"
"","573","HRPVB_02_01","HRPVB","html-slider-response","705","567289","0.0-766.0-2.0","cesarea","","Lesión en el cerebro del bebe por falta de oxígeno; cesarea","50","50.8"
"","355.8999999985099","HRPVB_04_00","HRPVB","html-button-response","706","567646","0.0-766.0-0.1","Dificultades para inicio temprano de lactancia materna","0","Dificultades para inicio temprano de lactancia materna","",""
"","720.3000000007451","HRPVB_04_02","HRPVB","html-slider-response","707","568369","0.0-766.0-1.1","vaginal","","Dificultades para inicio temprano de lactancia materna; vaginal","50","52.9"
"","572","HRPVB_04_01","HRPVB","html-slider-response","708","568943","0.0-766.0-2.1","cesarea","","Dificultades para inicio temprano de lactancia materna; cesarea","50","50.3"
"","338","HRPVB_03_00","HRPVB","html-button-response","709","569283","0.0-766.0-0.2","Hospitalización en cuidados intensivos neonatales","0","Hospitalización en cuidados intensivos neonatales","",""
"","662.1999999992549","HRPVB_03_01","HRPVB","html-slider-response","710","569947","0.0-766.0-1.2","cesarea","","Hospitalización en cuidados intensivos neonatales; cesarea","50","48.2"
"","612.4000000022352","HRPVB_03_02","HRPVB","html-slider-response","711","570561","0.0-766.0-2.2","vaginal","","Hospitalización en cuidados intensivos neonatales; vaginal","50","45.8"
"","309.30000000074506","HRPVB_01_00","HRPVB","html-button-response","712","570872","0.0-766.0-0.3","Problemas respiratorios del recién nacido","0","Problemas respiratorios del recién nacido","",""
"","616.2000000029802","HRPVB_01_01","HRPVB","html-slider-response","713","571491","0.0-766.0-1.3","cesarea","","Problemas respiratorios del recién nacido; cesarea","50","46.8"
"","655.8000000007451","HRPVB_01_02","HRPVB","html-slider-response","714","572151","0.0-766.0-2.3","vaginal","","Problemas respiratorios del recién nacido; vaginal","50","54.2"
"[{""page_index"":0,""viewing_time"":303}]","303","Instructions_02","HRPVB","instructions","715","572456","0.0-767.0","","","","",""
"","339.19999999925494","HRPVB_08_00","HRPVB","html-button-response","716","572797","0.0-768.0-0.0","Infección de la herida","0","Infección de la herida","",""
"","665.3000000007451","HRPVB_08_02","HRPVB","html-slider-response","717","573465","0.0-768.0-1.0","vaginal","","Infección de la herida; vaginal","50","48.3"
"","635.5999999977648","HRPVB_08_01","HRPVB","html-slider-response","718","574102","0.0-768.0-2.0","cesarea","","Infección de la herida; cesarea","50","50.8"
"","299.8999999985099","HRPVB_11_00","HRPVB","html-button-response","719","574405","0.0-768.0-0.1","Depresión post parto","0","Depresión post parto","",""
"","712","HRPVB_11_01","HRPVB","html-slider-response","720","575119","0.0-768.0-1.1","cesarea","","Depresión post parto; cesarea","50","52.9"
"","610","HRPVB_11_02","HRPVB","html-slider-response","721","575733","0.0-768.0-2.1","vaginal","","Depresión post parto; vaginal","50","50.3"
"","380.3999999985099","HRPVB_10_00","HRPVB","html-button-response","722","576117","0.0-768.0-0.2","Hospitalización de la madre en cuidados intensivos","0","Hospitalización de la madre en cuidados intensivos","",""
"","650","HRPVB_10_01","HRPVB","html-slider-response","723","576770","0.0-768.0-1.2","cesarea","","Hospitalización de la madre en cuidados intensivos; cesarea","50","48.2"
"","694.0999999977648","HRPVB_10_02","HRPVB","html-slider-response","724","577468","0.0-768.0-2.2","vaginal","","Hospitalización de la madre en cuidados intensivos; vaginal","50","45.8"
"","305.4000000022352","HRPVB_09_00","HRPVB","html-button-response","725","577775","0.0-768.0-0.3","Lesión de la vagina","0","Lesión de la vagina","",""
"","576.8999999985099","HRPVB_09_01","HRPVB","html-slider-response","726","578354","0.0-768.0-1.3","cesarea","","Lesión de la vagina; cesarea","50","46.8"
"","747.5","HRPVB_09_02","HRPVB","html-slider-response","727","579104","0.0-768.0-2.3","vaginal","","Lesión de la vagina; vaginal","50","54.2"
"","309.8999999985099","HRPVB_05_00","HRPVB","html-button-response","728","579416","0.0-768.0-0.4","Complicaciones de la anestesia","0","Complicaciones de la anestesia","",""
"","578.5","HRPVB_05_02","HRPVB","html-slider-response","729","579997","0.0-768.0-1.4","vaginal","","Complicaciones de la anestesia; vaginal","50","50.3"
"","638.8000000007451","HRPVB_05_01","HRPVB","html-slider-response","730","580639","0.0-768.0-2.4","cesarea","","Complicaciones de la anestesia; cesarea","50","48.1"
"","442.1000000014901","HRPVB_07_00","HRPVB","html-button-response","731","581083","0.0-768.0-0.5","Histerectomía (extracción del útero)","0","Histerectomía (extracción del útero)","",""
