"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","question_order","slider_start"
"[{""page_index"":0,""viewing_time"":510}]","510","Instructions_01","COVIDCONTROL","instructions","82","301836","0.0-93.0","","","",""
"","1096.2000000029802","COVIDCONTROL_01","COVIDCONTROL","survey-multi-select","83","302939","0.0-94.0","{""Q0"":""Quién más vive en su casa además de usted actualmente? (puede marcar más de una alternativa)""}","{""Q0"":[""&nbsp;Vivo solo(a)""]}","[0]",""
"","1031","COVIDCONTROL_02","COVIDCONTROL","survey-multi-choice-vertical","84","303976","0.0-95.0","{""Q0"":""Si tuviera que elegir aquella situación que más lo(a) representa durante la pandemia del COVID-19, ¿cuál sería?""}","{""Q0"":"" Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc""}","",""
"","885","COVIDCONTROL_03","COVIDCONTROL","survey-multi-choice-vertical","85","304863","0.0-96.0","{""Q0"":""De forma general, ¿cómo describiría su estado de salud en este último tiempo? Usted diría que es:""}","{""Q0"":"" Bastante bueno""}","",""
"","1400.3999999985099","COVIDCONTROL_04","COVIDCONTROL","survey-multi-select","86","306268","0.0-97.0","{""Q0"":""A su alrededor, ¿ha habido diagnósticos de COVID-19? (Marque todas las alternativas que se ajusten a su realidad)""}","{""Q0"":[""&nbsp;Dentro de mis amigos cercanos""]}","[0]",""
"","1077","COVIDCONTROL_05","COVIDCONTROL","survey-multi-choice-vertical","87","307350","0.0-98.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Infectarse con COVID-19""}","{""Q0"":"" Bajo riesgo""}","",""
"","1018","COVIDCONTROL_06","COVIDCONTROL","survey-multi-choice-vertical","88","308375","0.0-99.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Muy bajo riesgo""}","",""
"","1232","COVIDCONTROL_07","COVIDCONTROL","survey-multi-choice-vertical","89","309611","0.0-100.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Morir de COVID-19""}","{""Q0"":"" Alto riesgo""}","",""
"","976","COVIDCONTROL_08","COVIDCONTROL","survey-multi-choice-vertical","90","310589","0.0-101.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Infectarse con COVID-19""}","{""Q0"":"" Bajo riesgo""}","",""
"","1146","COVIDCONTROL_09","COVIDCONTROL","survey-multi-choice-vertical","91","311739","0.0-102.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}","",""
"","1106","COVIDCONTROL_10","COVIDCONTROL","survey-multi-choice-vertical","92","312849","0.0-103.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Morir de COVID-19""}","{""Q0"":"" Bajo riesgo""}","",""
"","968","COVIDCONTROL_11","COVIDCONTROL","survey-multi-choice-vertical","93","313821","0.0-104.0","{""Q0"":""Cuando compara la situación financiera de su hogar antes y después de la pandemia por COVID-19, ¿considera que ahora es mejor, peor o que se ha mantenido igual que antes?""}","{""Q0"":"" Mejor""}","",""
"","955","COVIDCONTROL_12","COVIDCONTROL","survey-multi-choice-vertical","94","314779","0.0-105.0","{""Q0"":""¿Cuál de las siguientes frases describe mejor su situación laboral durante la pandemia por COVID-19?""}","{""Q0"":"" Perdí mi trabajo de forma permanente, pero obtuve otro""}","",""
"","654.6999999992549","COVIDCONTROL_13","COVIDCONTROL","html-slider-response","95","315436","0.0-106.0","<div class=""justified"">¿En qué medida considera que las consecuencias de la pandemia han afectado su calidad de vida?</div></br>","1","","50"
