"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":251}]","251","Instructions","OTRASRELIG","instructions","454","195963","0.0-406.0","","",""
"","403.71999999979744","OTRASRELIG_01","OTRASRELIG","html-slider-response","455","196369","0.0-407.0","<div class=""justified"">¿Qué tan importante considera que es Dios en su vida? </div></br>","50","1"
"","417","OTRASRELIG_02","OTRASRELIG","survey-multi-choice-vertical","456","196789","0.0-408.0","{""Q0"":""¿Cree usted en Dios?""}","","{""Q0"":"" Sí""}"
"","426","OTRASRELIG_03","OTRASRELIG","survey-multi-choice-vertical","457","197217","0.0-409.0","{""Q0"":""¿Cree usted en la vida después de la muerte?""}","","{""Q0"":"" No""}"
"","578","OTRASRELIG_04","OTRASRELIG","survey-multi-choice-vertical","458","197797","0.0-410.0","{""Q0"":""¿Cree usted en el Infierno?""}","","{""Q0"":"" Sí""}"
"","388","OTRASRELIG_05","OTRASRELIG","survey-multi-choice-vertical","459","198187","0.0-411.0","{""Q0"":""¿Cree usted en el Cielo?""}","","{""Q0"":"" Sí""}"
"","622","OTRASRELIG_06","OTRASRELIG","survey-multi-choice-vertical","460","198813","0.0-412.0","{""Q0"":""Fui criado(a)""}","","{""Q0"":"" Religioso(a), Protestante (evangélico(a))""}"
"","584","OTRASRELIG_08","OTRASRELIG","survey-multi-choice-vertical","461","199402","0.0-414.0","{""Q0"":""¿Cuál de los siguientes corresponde a su preferencia y/o afiliación religiosa?""}","","{""Q0"":"" Católico(a)""}"
"","553","OTRASRELIG_10","OTRASRELIG","survey-multi-choice-vertical","462","199960","0.0-416.0","{""Q0"":""¿Su familia y/o amigos pertenecen a su mismo grupo religioso?""}","","{""Q0"":"" Algunos sí, otros no (aproximadamente mitad sí y mitad no)""}"
"","732","OTRASRELIG_11","OTRASRELIG","survey-multi-choice-vertical","463","200697","0.0-417.0","{""Q0"":""Sin considerar matrimonios y funerales, y sin considerar el periodo de pandemia, ¿qué tan seguido asiste a servicios religiosos?""}","","{""Q0"":"" Una vez al mes""}"
