"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":264}]","264","Instructions","SWBQ","instructions","783","388494","0.0-748.0","","",""
"","441.89999999979045","SWBQ_01","SWBQ","html-slider-response","784","388938","0.0-749.0","<div class='justified'>1. Siento amor por otras personas.</div></br>","50","1"
"","397.33999999950174","SWBQ_02","SWBQ","html-slider-response","785","389337","0.0-750.0","<div class='justified'>2. Siento una relación personal con lo Divino / Dios.</div></br>","50","1"
"","397.10000000009313","SWBQ_03","SWBQ","html-slider-response","786","389736","0.0-751.0","<div class='justified'>3. Siento lástima hacia los demás.</div></br>","50","1"
"","414.1350000008824","SWBQ_04","SWBQ","html-slider-response","787","390151","0.0-752.0","<div class='justified'>4. Siento una conexión con la naturaleza.</div></br>","50","1"
"","383.0749999997788","SWBQ_05","SWBQ","html-slider-response","788","390536","0.0-753.0","<div class='justified'>5. Tengo un sentido de identidad.</div></br>","50","1"
"","371.41999999951804","SWBQ_06","SWBQ","html-slider-response","789","390910","0.0-754.0","<div class='justified'>6. Adoro al Divino / Creador.</div></br>","50","1"
"","368.9099999992177","SWBQ_07","SWBQ","html-slider-response","790","391280","0.0-755.0","<div class='justified'>7. Siento asombro por una vista impresionante.</div></br>","50","1"
"","371.84500000148546","SWBQ_08","SWBQ","html-slider-response","791","391653","0.0-756.0","<div class='justified'>8. Me siento confiado entre las personas.</div></br>","50","1"
"","387.1750000016764","SWBQ_09","SWBQ","html-slider-response","792","392042","0.0-757.0","<div class='justified'>9. Siento autoconciencia.</div></br>","50","1"
"","359.70499999896856","SWBQ_10","SWBQ","html-slider-response","793","392403","0.0-758.0","<div class='justified'>10. Siento unidad con la naturaleza.</div></br>","50","1"
"","380.24000000039814","SWBQ_11","SWBQ","html-slider-response","794","392785","0.0-759.0","<div class='justified'>11. Siento unidad con lo Divino / Dios.</div></br>","50","1"
"","391.2799999997951","SWBQ_12","SWBQ","html-slider-response","795","393177","0.0-760.0","<div class='justified'>12. Siento armonía con el medio ambiente.</div></br>","50","1"
"","384.06500000023516","SWBQ_13","SWBQ","html-slider-response","796","393563","0.0-761.0","<div class='justified'>13. Siento paz con lo Divino / Dios.</div></br>","50","1"
"","380.1149999999325","SWBQ_14","SWBQ","html-slider-response","797","393944","0.0-762.0","<div class='justified'>14. Siento alegría en la vida.</div></br>","50","1"
"","386.8849999998929","SWBQ_15","SWBQ","html-slider-response","798","394333","0.0-763.0","<div class='justified'>15. Siento que la oración enriquece mi vida.</div></br>","50","1"
"","386.4549999998417","SWBQ_16","SWBQ","html-slider-response","799","394721","0.0-764.0","<div class='justified'>16. Siento paz interior.</div></br>","50","1"
"","382.26000000030035","SWBQ_17","SWBQ","html-slider-response","800","395104","0.0-765.0","<div class='justified'>17. Siento respeto por los demás.</div></br>","50","1"
"","377.3649999984773","SWBQ_18","SWBQ","html-slider-response","801","395483","0.0-766.0","<div class='justified'>18. Siento que la vida tiene sentido.</div></br>","50","1"
"","385.65500000002794","SWBQ_19","SWBQ","html-slider-response","802","395870","0.0-767.0","<div class='justified'>19. Siento amabilidad hacia otras personas.</div></br>","50","1"
"","369.9400000005262","SWBQ_20","SWBQ","html-slider-response","803","396242","0.0-768.0","<div class='justified'>20. Siento 'magia' en el medio ambiente.</div></br>","50","1"
"","385.0349999993341","SWBQ_21","SWBQ","html-slider-response","804","396628","0.0-769.0","<div class='justified'>21. Siento una conexión entre mí y los demás.</div></br>","50","1"
"","383.7050000001909","SWBQ_22","SWBQ","html-slider-response","805","397013","0.0-770.0","<div class='justified'>22. Siento asombro hacia naturaleza.</div></br>","50","1"
"","386.96499999967637","SWBQ_23","SWBQ","html-slider-response","806","397401","0.0-771.0","<div class='justified'>23. Siento que vivo en armonía con los demás.</div></br>","50","1"
"","374.23499999934575","SWBQ_24","SWBQ","html-slider-response","807","397777","0.0-772.0","<div class='justified'>24. Me siento en armonía con la naturaleza.</div></br>","50","1"
"","374.7600000005914","SWBQ_25","SWBQ","html-slider-response","808","398153","0.0-773.0","<div class='justified'>25. Siento fuerza interior.</div></br>","50","1"
"","365.1050000007381","SWBQ_26","SWBQ","html-slider-response","809","398520","0.0-774.0","<div class='justified'>26. Siento que confío en las personas.</div></br>","50","1"
