"trialid","procedure","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id"
"BART_01","BART","{""explodeRounds"":62}","{""status"":""safe"",""rounds"":0,""roundMoney"":0,""totalMoney"":0}","audio-button-response","8","21313","0.0-15.0"
"BART_02","BART","{""explodeRounds"":79}","{""status"":""safe"",""rounds"":2,""roundMoney"":100,""totalMoney"":100}","audio-button-response","9","23739","0.0-16.0"
"BART_03","BART","{""explodeRounds"":83}","{""status"":""safe"",""rounds"":2,""roundMoney"":100,""totalMoney"":200}","audio-button-response","10","26206","0.0-17.0"
"BART_04","BART","{""explodeRounds"":31}","{""status"":""safe"",""rounds"":6,""roundMoney"":300,""totalMoney"":500}","audio-button-response","11","32403","0.0-18.0"
"BART_05","BART","{""explodeRounds"":27}","{""status"":""safe"",""rounds"":9,""roundMoney"":450,""totalMoney"":950}","audio-button-response","12","39611","0.0-19.0"
"BART_06","BART","{""explodeRounds"":128}","{""status"":""safe"",""rounds"":3,""roundMoney"":150,""totalMoney"":1100}","audio-button-response","13","43487","0.0-20.0"
"BART_07","BART","{""explodeRounds"":36}","{""status"":""safe"",""rounds"":12,""roundMoney"":600,""totalMoney"":1700}","audio-button-response","14","53252","0.0-21.0"
"BART_08","BART","{""explodeRounds"":75}","{""status"":""safe"",""rounds"":18,""roundMoney"":900,""totalMoney"":2600}","audio-button-response","15","67350","0.0-22.0"
"BART_09","BART","{""explodeRounds"":88}","{""status"":""safe"",""rounds"":0,""roundMoney"":0,""totalMoney"":2600}","audio-button-response","16","68306","0.0-23.0"
"BART_10","BART","{""explodeRounds"":49}","{""status"":""safe"",""rounds"":14,""roundMoney"":700,""totalMoney"":3300}","audio-button-response","17","79216","0.0-24.0"
"BART_11","BART","{""explodeRounds"":40}","{""status"":""safe"",""rounds"":32,""roundMoney"":1600,""totalMoney"":4900}","audio-button-response","18","101930","0.0-25.0"
"BART_12","BART","{""explodeRounds"":18}","{""status"":""safe"",""rounds"":2,""roundMoney"":100,""totalMoney"":5000}","audio-button-response","19","104459","0.0-26.0"
"BART_13","BART","{""explodeRounds"":70}","{""status"":""safe"",""rounds"":17,""roundMoney"":850,""totalMoney"":5850}","audio-button-response","20","120818","0.0-27.0"
"BART_14","BART","{""explodeRounds"":1}","{""status"":""explode"",""rounds"":1,""roundMoney"":0,""totalMoney"":5850}","audio-button-response","21","121976","0.0-28.0"
"BART_15","BART","{""explodeRounds"":44}","{""status"":""safe"",""rounds"":32,""roundMoney"":1600,""totalMoney"":7450}","audio-button-response","22","147750","0.0-29.0"
"BART_16","BART","{""explodeRounds"":96}","{""status"":""safe"",""rounds"":25,""roundMoney"":1250,""totalMoney"":8700}","audio-button-response","23","169002","0.0-30.0"
"BART_17","BART","{""explodeRounds"":122}","{""status"":""safe"",""rounds"":6,""roundMoney"":300,""totalMoney"":9000}","audio-button-response","24","174420","0.0-31.0"
"BART_18","BART","{""explodeRounds"":66}","{""status"":""safe"",""rounds"":1,""roundMoney"":50,""totalMoney"":9050}","audio-button-response","25","176419","0.0-32.0"
"BART_19","BART","{""explodeRounds"":14}","{""status"":""safe"",""rounds"":0,""roundMoney"":0,""totalMoney"":9050}","audio-button-response","26","177362","0.0-33.0"
"BART_20","BART","{""explodeRounds"":53}","{""status"":""safe"",""rounds"":14,""roundMoney"":700,""totalMoney"":9750}","audio-button-response","27","187810","0.0-34.0"
"BART_21","BART","{""explodeRounds"":109}","{""status"":""safe"",""rounds"":26,""roundMoney"":1300,""totalMoney"":11050}","audio-button-response","28","209928","0.0-35.0"
"BART_22","BART","{""explodeRounds"":57}","{""status"":""safe"",""rounds"":12,""roundMoney"":600,""totalMoney"":11650}","audio-button-response","29","220205","0.0-36.0"
"BART_23","BART","{""explodeRounds"":101}","{""status"":""safe"",""rounds"":5,""roundMoney"":250,""totalMoney"":11900}","audio-button-response","30","225760","0.0-37.0"
"BART_24","BART","{""explodeRounds"":23}","{""status"":""safe"",""rounds"":7,""roundMoney"":350,""totalMoney"":12250}","audio-button-response","31","231933","0.0-38.0"
"BART_25","BART","{""explodeRounds"":114}","{""status"":""safe"",""rounds"":12,""roundMoney"":600,""totalMoney"":12850}","audio-button-response","32","240894","0.0-39.0"
"BART_26","BART","{""explodeRounds"":92}","{""status"":""safe"",""rounds"":10,""roundMoney"":500,""totalMoney"":13350}","audio-button-response","33","248567","0.0-40.0"
"BART_27","BART","{""explodeRounds"":5}","{""status"":""explode"",""rounds"":5,""roundMoney"":0,""totalMoney"":13350}","audio-button-response","34","252441","0.0-41.0"
"BART_28","BART","{""explodeRounds"":10}","{""status"":""safe"",""rounds"":0,""roundMoney"":0,""totalMoney"":13350}","audio-button-response","35","253385","0.0-42.0"
"BART_29","BART","{""explodeRounds"":118}","{""status"":""safe"",""rounds"":3,""roundMoney"":150,""totalMoney"":13500}","audio-button-response","36","256431","0.0-43.0"
"BART_30","BART","{""explodeRounds"":105}","{""status"":""safe"",""rounds"":7,""roundMoney"":350,""totalMoney"":13850}","audio-button-response","37","263148","0.0-44.0"
