"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed"
"[{""page_index"":0,""viewing_time"":337},{""page_index"":1,""viewing_time"":516},{""page_index"":2,""viewing_time"":492}]","1346","Instructions_03","INFCONS","instructions","821","642180","0.0-804.0","",""
"","444.5","INFCONS_12","INFCONS","html-button-response","822","642627","0.0-805.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Problemas respiratorios del recién nacido</b></p>Se da en 115 de 1000 partos vaginales y en 120 de 1000 partos por cesarea<BR><BR>","0"
"","347.30000000074506","INFCONS_13","INFCONS","html-button-response","823","642976","0.0-806.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Lesión en el cerebro del bebe por falta de oxígeno</b></p>Se da en 2 de 1000 partos vaginales y en 2 de 1000 partos por cesarea<BR><BR>","0"
"","382.9000000022352","INFCONS_14","INFCONS","html-button-response","824","643360","0.0-807.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Hospitalización en cuidados intensivos neonatales</b></p>Se da en 63 de 1000 partos vaginales y en 139 de 1000 partos por cesarea<BR><BR>","0"
"","415","INFCONS_15","INFCONS","html-button-response","825","643777","0.0-808.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Dificultades para inicio temprano de lactancia materna</b></p>Se da en 227 de 1000 partos vaginales y en 311 de 1000 partos por cesarea<BR><BR>","0"
"[{""page_index"":0,""viewing_time"":472}]","472","Instructions_04","INFCONS","instructions","826","644250","0.0-809.0","",""
"","448.3999999985099","INFCONS_16","INFCONS","html-button-response","827","644702","0.0-810.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Complicaciones de la anestesia</b></p>Se da en 3 de 1000 partos vaginales y en 4 de 1000 partos por cesarea<BR><BR>","0"
"","359.19999999925494","INFCONS_17","INFCONS","html-button-response","828","645063","0.0-811.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Paro cardíaco</b></p>Se da en 0.3 de 1000 partos vaginales y en 1.9 de 1000 partos por cesarea<BR><BR>","0"
"","409.8999999985099","INFCONS_18","INFCONS","html-button-response","829","645475","0.0-812.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Histerectomía (extracción del útero)</b></p>Se da en 0.2 de 1000 partos vaginales y en 0.6 de 1000 partos por cesarea<BR><BR>","0"
"","425.69999999925494","INFCONS_19","INFCONS","html-button-response","830","645903","0.0-813.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Infección de la herida</b></p>Se da en 9 de 1000 partos vaginales y en 15 de 1000 partos por cesarea<BR><BR>","0"
"","465.19999999925494","INFCONS_20","INFCONS","html-button-response","831","646370","0.0-814.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Lesión de la vagina</b></p>Se da en 5.6 de 1000 partos vaginales y en 0 de 1000 partos por cesarea<BR><BR>","0"
"","393.69999999925494","INFCONS_21","INFCONS","html-button-response","832","646766","0.0-815.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Hospitalización de la madre en cuidados intensivos</b></p>Se da en 12 de 1000 partos vaginales y en 44 de 1000 partos por cesarea<BR><BR>","0"
"","324.6000000014901","INFCONS_22","INFCONS","html-button-response","833","647093","0.0-816.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Depresión post parto</b></p>Se da en 176 de 1000 partos vaginales y en 230 de 1000 partos por cesarea<BR><BR>","0"
