"trialid","procedure","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id"
"BART_01","BART","{""explodeRounds"":18}","{""status"":""explode"",""rounds"":18,""roundMoney"":0,""totalMoney"":0}","audio-button-response","8","34269","0.0-15.0"
"BART_02","BART","{""explodeRounds"":14}","{""status"":""safe"",""rounds"":0,""roundMoney"":0,""totalMoney"":0}","audio-button-response","9","35529","0.0-16.0"
"BART_03","BART","{""explodeRounds"":88}","{""status"":""safe"",""rounds"":3,""roundMoney"":150,""totalMoney"":150}","audio-button-response","10","39145","0.0-17.0"
"BART_04","BART","{""explodeRounds"":57}","{""status"":""safe"",""rounds"":1,""roundMoney"":50,""totalMoney"":200}","audio-button-response","11","40861","0.0-18.0"
"BART_05","BART","{""explodeRounds"":62}","{""status"":""safe"",""rounds"":8,""roundMoney"":400,""totalMoney"":600}","audio-button-response","12","47220","0.0-19.0"
"BART_06","BART","{""explodeRounds"":109}","{""status"":""safe"",""rounds"":6,""roundMoney"":300,""totalMoney"":900}","audio-button-response","13","53058","0.0-20.0"
"BART_07","BART","{""explodeRounds"":10}","{""status"":""safe"",""rounds"":2,""roundMoney"":100,""totalMoney"":1000}","audio-button-response","14","55126","0.0-21.0"
"BART_08","BART","{""explodeRounds"":66}","{""status"":""safe"",""rounds"":10,""roundMoney"":500,""totalMoney"":1500}","audio-button-response","15","62792","0.0-22.0"
"BART_09","BART","{""explodeRounds"":128}","{""status"":""safe"",""rounds"":9,""roundMoney"":450,""totalMoney"":1950}","audio-button-response","16","70314","0.0-23.0"
"BART_10","BART","{""explodeRounds"":118}","{""status"":""safe"",""rounds"":34,""roundMoney"":1700,""totalMoney"":3650}","audio-button-response","17","94888","0.0-24.0"
"BART_11","BART","{""explodeRounds"":101}","{""status"":""safe"",""rounds"":3,""roundMoney"":150,""totalMoney"":3800}","audio-button-response","18","98001","0.0-25.0"
"BART_12","BART","{""explodeRounds"":31}","{""status"":""safe"",""rounds"":0,""roundMoney"":0,""totalMoney"":3800}","audio-button-response","19","99014","0.0-26.0"
"BART_13","BART","{""explodeRounds"":79}","{""status"":""safe"",""rounds"":23,""roundMoney"":1150,""totalMoney"":4950}","audio-button-response","20","117654","0.0-27.0"
"BART_14","BART","{""explodeRounds"":1}","{""status"":""explode"",""rounds"":1,""roundMoney"":0,""totalMoney"":4950}","audio-button-response","21","118759","0.0-28.0"
"BART_15","BART","{""explodeRounds"":96}","{""status"":""safe"",""rounds"":5,""roundMoney"":250,""totalMoney"":5200}","audio-button-response","22","123246","0.0-29.0"
"BART_16","BART","{""explodeRounds"":92}","{""status"":""safe"",""rounds"":10,""roundMoney"":500,""totalMoney"":5700}","audio-button-response","23","131860","0.0-30.0"
"BART_17","BART","{""explodeRounds"":23}","{""status"":""safe"",""rounds"":3,""roundMoney"":150,""totalMoney"":5850}","audio-button-response","24","135235","0.0-31.0"
"BART_18","BART","{""explodeRounds"":122}","{""status"":""safe"",""rounds"":8,""roundMoney"":400,""totalMoney"":6250}","audio-button-response","25","142172","0.0-32.0"
"BART_19","BART","{""explodeRounds"":75}","{""status"":""safe"",""rounds"":5,""roundMoney"":250,""totalMoney"":6500}","audio-button-response","26","147810","0.0-33.0"
"BART_20","BART","{""explodeRounds"":27}","{""status"":""safe"",""rounds"":0,""roundMoney"":0,""totalMoney"":6500}","audio-button-response","27","148799","0.0-34.0"
"BART_21","BART","{""explodeRounds"":105}","{""status"":""safe"",""rounds"":10,""roundMoney"":500,""totalMoney"":7000}","audio-button-response","28","157153","0.0-35.0"
"BART_22","BART","{""explodeRounds"":36}","{""status"":""safe"",""rounds"":12,""roundMoney"":600,""totalMoney"":7600}","audio-button-response","29","166359","0.0-36.0"
"BART_23","BART","{""explodeRounds"":44}","{""status"":""safe"",""rounds"":5,""roundMoney"":250,""totalMoney"":7850}","audio-button-response","30","170808","0.0-37.0"
"BART_24","BART","{""explodeRounds"":53}","{""status"":""safe"",""rounds"":34,""roundMoney"":1700,""totalMoney"":9550}","audio-button-response","31","198296","0.0-38.0"
"BART_25","BART","{""explodeRounds"":83}","{""status"":""safe"",""rounds"":4,""roundMoney"":200,""totalMoney"":9750}","audio-button-response","32","203103","0.0-39.0"
"BART_26","BART","{""explodeRounds"":40}","{""status"":""safe"",""rounds"":15,""roundMoney"":750,""totalMoney"":10500}","audio-button-response","33","217031","0.0-40.0"
"BART_27","BART","{""explodeRounds"":114}","{""status"":""safe"",""rounds"":14,""roundMoney"":700,""totalMoney"":11200}","audio-button-response","34","228521","0.0-41.0"
"BART_28","BART","{""explodeRounds"":70}","{""status"":""safe"",""rounds"":2,""roundMoney"":100,""totalMoney"":11300}","audio-button-response","35","230724","0.0-42.0"
"BART_29","BART","{""explodeRounds"":5}","{""status"":""explode"",""rounds"":5,""roundMoney"":0,""totalMoney"":11300}","audio-button-response","36","234205","0.0-43.0"
"BART_30","BART","{""explodeRounds"":49}","{""status"":""safe"",""rounds"":6,""roundMoney"":300,""totalMoney"":11600}","audio-button-response","37","239758","0.0-44.0"
