"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":243}]","244","Instructions","ERQ","instructions","162","94779","0.0-174.0","","",""
"","352.0749999997788","ERQ_01","ERQ","html-slider-response","163","95132","0.0-175.0","<div class='justified'>1. Cuando quiero sentir una emoción más positiva (como la alegría o la diversión), cambio lo que estoy pensando.</div></br>","50","1"
"","361.51500000050873","ERQ_02","ERQ","html-slider-response","164","95494","0.0-176.0","<div class='justified'>2. Mantengo mis emociones para mí mismo.</div></br>","50","1"
"","348.65999999965425","ERQ_03","ERQ","html-slider-response","165","95844","0.0-177.0","<div class='justified'>3. Cuando quiero sentir una emoción menos negativa (como tristeza o enojo), cambio lo que estoy pensando.</div></br>","50","1"
"","340.03500000016356","ERQ_04","ERQ","html-slider-response","166","96185","0.0-178.0","<div class='justified'>4. Cuando siento emociones positivas, tengo cuidado de no expresarlas.</div></br>","50","1"
"","363.18500000015774","ERQ_05","ERQ","html-slider-response","167","96549","0.0-179.0","<div class='justified'>5. Cuando me enfrento a una situación estresante, me hago pensar en ello de una manera que me ayuda a mantener la calma.</div></br>","50","1"
"","341.04499999921245","ERQ_06","ERQ","html-slider-response","168","96891","0.0-180.0","<div class='justified'>6. Controlo mis emociones al no expresarlas.</div></br>","50","1"
"","313.29999999978463","ERQ_07","ERQ","html-slider-response","169","97205","0.0-181.0","<div class='justified'>7. Cuando quiero sentir una emoción más positiva, cambio la forma en que estoy pensando en la situación.</div></br>","50","1"
"","347.74999999989814","ERQ_08","ERQ","html-slider-response","170","97554","0.0-182.0","<div class='justified'>8. Controlo mis emociones cambiando la forma en que pienso acerca de la situación en la que estoy.</div></br>","50","1"
"","349.90500000002794","ERQ_09","ERQ","html-slider-response","171","97905","0.0-183.0","<div class='justified'>9. Cuando estoy sintiendo emociones negativas, me aseguro de no expresarlas.</div></br>","50","1"
"","346.34499999991385","ERQ_10","ERQ","html-slider-response","172","98252","0.0-184.0","<div class='justified'>10. Si quiero sentir una emoción menos negativa, cambio la forma en que pienso en la situación.</div></br>","50","1"
