"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":620}]","620","Instructions_01","REI40","instructions","666","749768","0.0-631.0","","",""
"","537.1000000014901","REI40_08","REI40","html-slider-response","667","750308","0.0-632.0","<div class='justified'>Me gusta confiar en mis primeras impresiones.</div></br>","50","1"
"","648.3999999985099","REI40_32","REI40","html-slider-response","668","750958","0.0-633.0","<div class='justified'>Disfruto pensando en términos abstractos.</div></br>","50","1"
"","612.1999999992549","REI40_39","REI40","html-slider-response","669","751573","0.0-634.0","<div class='justified'>La intuición puede ser una forma útil para resolver problemas.</div></br>","50","1"
"","525","REI40_20","REI40","html-slider-response","670","752100","0.0-635.0","<div class='justified'>Frecuentemente sigo mi instinto cuando decido qué hacer.</div></br>","50","1"
"","675.8000000007451","REI40_18","REI40","html-slider-response","671","752777","0.0-636.0","<div class='justified'>Disfruto de los desafíos intelectuales.</div></br>","50","1"
"","637.3000000007451","REI40_07","REI40","html-slider-response","672","753417","0.0-637.0","<div class='justified'>Pensar no es para mi una actividad agradable.</div></br>","50","1"
"","499","REI40_29","REI40","html-slider-response","673","753918","0.0-638.0","<div class='justified'>No tengo muy buena intuición.</div></br>","50","1"
"","555.3999999985099","REI40_37","REI40","html-slider-response","674","754476","0.0-639.0","<div class='justified'>Casi nunca me equivoco cuando escucho mis sentimientos más profundos para encontrar una respuesta.</div></br>","50","1"
"","793.3000000007451","REI40_28","REI40","html-slider-response","675","755274","0.0-640.0","<div class='justified'>No me gusta tener que pensar mucho.</div></br>","50","1"
"","563.1000000014901","REI40_14","REI40","html-slider-response","676","755840","0.0-641.0","<div class='justified'>Usualmente tengo razones claras y explicables para mis decisiones.</div></br>","50","1"
"","686.8999999985099","REI40_33","REI40","html-slider-response","677","756529","0.0-642.0","<div class='justified'>Generalmente mis intuiciones me sirven para resolver mis problemas.</div></br>","50","1"
"","564.6000000014901","REI40_09","REI40","html-slider-response","678","757096","0.0-643.0","<div class='justified'>No soy una persona que piense de manera muy analítica.</div></br>","50","1"
"","536.3000000007451","REI40_31","REI40","html-slider-response","679","757635","0.0-644.0","<div class='justified'>Creo que hay veces en que uno debería confiar en su intuición.</div></br>","50","1"
"","755.1000000014901","REI40_12","REI40","html-slider-response","680","758393","0.0-645.0","<div class='justified'>Creo que es una tontería tomar decisiones basadas en los sentimientos.</div></br>","50","1"
"","743.2000000029802","REI40_02","REI40","html-slider-response","681","759141","0.0-646.0","<div class='justified'>Si me basara en mis corazonadas, me equivocaría seguido.</div></br>","50","1"
"","607.5999999977648","REI40_40","REI40","html-slider-response","682","759750","0.0-647.0","<div class='justified'>Me gustaría mucho aprender nuevas formas de pensar.</div></br>","50","1"
"","962.3999999985099","REI40_24","REI40","html-slider-response","683","760715","0.0-648.0","<div class='justified'>Trato de evitar situaciones que requieren pensar en profundidad sobre algo.</div></br>","50","1"
"","814.5","REI40_16","REI40","html-slider-response","684","761535","0.0-649.0","<div class='justified'>No quisiera depender de alguien que se describa a sí mismo como intuitivo.</div></br>","50","1"
"","533.3999999985099","REI40_36","REI40","html-slider-response","685","762071","0.0-650.0","<div class='justified'>Pensar mucho y por un tiempo prolongado sobre algo me da poca satisfacción.</div></br>","50","1"
