"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","condition_within","slider_start","response"
"[{""page_index"":0,""viewing_time"":483},{""page_index"":1,""viewing_time"":312}]","795","Instructions_01","HRPVBpost","instructions","738","584794","0.0-771.0","","","","",""
"[{""page_index"":0,""viewing_time"":330}]","330","Instructions_02","HRPVBpost","instructions","739","585126","0.0-772.0","","","","",""
"","351.5","HRPVBpost_02_00","HRPVBpost","html-button-response","740","585479","0.0-773.0-0.0","Lesión en el cerebro del bebe por falta de oxígeno","0","Lesión en el cerebro del bebe por falta de oxígeno","",""
"","718.3000000007451","HRPVBpost_02_01","HRPVBpost","html-slider-response","741","586199","0.0-773.0-1.0","cesarea","","Lesión en el cerebro del bebe por falta de oxígeno; cesarea","50","48.3"
"","572.6999999992549","HRPVBpost_02_02","HRPVBpost","html-slider-response","742","586774","0.0-773.0-2.0","vaginal","","Lesión en el cerebro del bebe por falta de oxígeno; vaginal","50","50.8"
"","369","HRPVBpost_03_00","HRPVBpost","html-button-response","743","587144","0.0-773.0-0.1","Hospitalización en cuidados intensivos neonatales","0","Hospitalización en cuidados intensivos neonatales","",""
"","676.8000000007451","HRPVBpost_03_01","HRPVBpost","html-slider-response","744","587823","0.0-773.0-1.1","cesarea","","Hospitalización en cuidados intensivos neonatales; cesarea","50","52.9"
"","639.3999999985099","HRPVBpost_03_02","HRPVBpost","html-slider-response","745","588466","0.0-773.0-2.1","vaginal","","Hospitalización en cuidados intensivos neonatales; vaginal","50","50.3"
"","306.0999999977648","HRPVBpost_01_00","HRPVBpost","html-button-response","746","588774","0.0-773.0-0.2","Problemas respiratorios del recién nacido","0","Problemas respiratorios del recién nacido","",""
"","592.7999999970198","HRPVBpost_01_02","HRPVBpost","html-slider-response","747","589369","0.0-773.0-1.2","vaginal","","Problemas respiratorios del recién nacido; vaginal","50","48.2"
"","634.8999999985099","HRPVBpost_01_01","HRPVBpost","html-slider-response","748","590007","0.0-773.0-2.2","cesarea","","Problemas respiratorios del recién nacido; cesarea","50","45.8"
"","338.30000000074506","HRPVBpost_04_00","HRPVBpost","html-button-response","749","590347","0.0-773.0-0.3","Dificultades para inicio temprano de lactancia materna","0","Dificultades para inicio temprano de lactancia materna","",""
