"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","condition_within","slider_start","response"
"[{""page_index"":0,""viewing_time"":287},{""page_index"":1,""viewing_time"":285}]","573","Instructions","HRPVBpost","instructions","295","169685","0.0-278.0","","","","",""
"[{""page_index"":0,""viewing_time"":262}]","262","Instructions_02","HRPVBpost","instructions","296","169948","0.0-279.0","","","","",""
"","269.38999999992666","HRPVBpost_06_00","HRPVBpost","html-button-response","297","170219","0.0-280.0-0.0","Paro cardíaco","0","Paro cardíaco","",""
"","416.92499999998836","HRPVBpost_06_01","HRPVBpost","html-slider-response","298","170638","0.0-280.0-1.0","cesarea","","Paro cardíaco; cesarea","50","53.1"
"","418.0849999997881","HRPVBpost_06_02","HRPVBpost","html-slider-response","299","171057","0.0-280.0-2.0","vaginal","","Paro cardíaco; vaginal","50","45.4"
"","251.95000000030268","HRPVBpost_07_00","HRPVBpost","html-button-response","300","171310","0.0-280.0-0.1","Histerectomía (extracción del útero)","0","Histerectomía (extracción del útero)","",""
"","407.68000000025495","HRPVBpost_07_01","HRPVBpost","html-slider-response","301","171719","0.0-280.0-1.1","cesarea","","Histerectomía (extracción del útero); cesarea","50","52.4"
"","389.8500000000349","HRPVBpost_07_02","HRPVBpost","html-slider-response","302","172110","0.0-280.0-2.1","vaginal","","Histerectomía (extracción del útero); vaginal","50","52.3"
"","255.83999999979278","HRPVBpost_10_00","HRPVBpost","html-button-response","303","172367","0.0-280.0-0.2","Hospitalización de la madre en cuidados intensivos","0","Hospitalización de la madre en cuidados intensivos","",""
"","375","HRPVBpost_10_01","HRPVBpost","html-slider-response","304","172743","0.0-280.0-1.2","cesarea","","Hospitalización de la madre en cuidados intensivos; cesarea","50","50.8"
"","391.08999999961816","HRPVBpost_10_02","HRPVBpost","html-slider-response","305","173135","0.0-280.0-2.2","vaginal","","Hospitalización de la madre en cuidados intensivos; vaginal","50","47.8"
"","245.1199999995879","HRPVBpost_11_00","HRPVBpost","html-button-response","306","173381","0.0-280.0-0.3","Depresión post parto","0","Depresión post parto","",""
"","398.9350000001723","HRPVBpost_11_02","HRPVBpost","html-slider-response","307","173782","0.0-280.0-1.3","vaginal","","Depresión post parto; vaginal","50","53.4"
"","406.20500000022","HRPVBpost_11_01","HRPVBpost","html-slider-response","308","174189","0.0-280.0-2.3","cesarea","","Depresión post parto; cesarea","50","45.3"
"","252.77499999993597","HRPVBpost_09_00","HRPVBpost","html-button-response","309","174443","0.0-280.0-0.4","Lesión de la vagina","0","Lesión de la vagina","",""
"","390.6750000001048","HRPVBpost_09_02","HRPVBpost","html-slider-response","310","174835","0.0-280.0-1.4","vaginal","","Lesión de la vagina; vaginal","50","50.1"
"","404.8499999998894","HRPVBpost_09_01","HRPVBpost","html-slider-response","311","175241","0.0-280.0-2.4","cesarea","","Lesión de la vagina; cesarea","50","54.6"
"","241.21999999988475","HRPVBpost_05_00","HRPVBpost","html-button-response","312","175484","0.0-280.0-0.5","Complicaciones de la anestesia","0","Complicaciones de la anestesia","",""
"","392.15499999999884","HRPVBpost_05_02","HRPVBpost","html-slider-response","313","175877","0.0-280.0-1.5","vaginal","","Complicaciones de la anestesia; vaginal","50","46.5"
"","375.35499999966123","HRPVBpost_05_01","HRPVBpost","html-slider-response","314","176254","0.0-280.0-2.5","cesarea","","Complicaciones de la anestesia; cesarea","50","51.8"
"","252.05999999979394","HRPVBpost_08_00","HRPVBpost","html-button-response","315","176507","0.0-280.0-0.6","Infección de la herida","0","Infección de la herida","",""
"","390.9450000000943","HRPVBpost_08_01","HRPVBpost","html-slider-response","316","176899","0.0-280.0-1.6","cesarea","","Infección de la herida; cesarea","50","52.7"
"","385.63999999995576","HRPVBpost_08_02","HRPVBpost","html-slider-response","317","177286","0.0-280.0-2.6","vaginal","","Infección de la herida; vaginal","50","46.2"
"[{""page_index"":0,""viewing_time"":250}]","251","Instructions_01","HRPVBpost","instructions","318","177538","0.0-281.0","","","","",""
"","233.7699999998149","HRPVBpost_02_00","HRPVBpost","html-button-response","319","177772","0.0-282.0-0.0","Lesión en el cerebro del bebe por falta de oxígeno","0","Lesión en el cerebro del bebe por falta de oxígeno","",""
"","391.20000000004075","HRPVBpost_02_01","HRPVBpost","html-slider-response","320","178165","0.0-282.0-1.0","cesarea","","Lesión en el cerebro del bebe por falta de oxígeno; cesarea","50","50.7"
"","385.6700000001001","HRPVBpost_02_02","HRPVBpost","html-slider-response","321","178551","0.0-282.0-2.0","vaginal","","Lesión en el cerebro del bebe por falta de oxígeno; vaginal","50","45"
"","255.37500000017462","HRPVBpost_03_00","HRPVBpost","html-button-response","322","178808","0.0-282.0-0.1","Hospitalización en cuidados intensivos neonatales","0","Hospitalización en cuidados intensivos neonatales","",""
"","380.9000000001106","HRPVBpost_03_02","HRPVBpost","html-slider-response","323","179190","0.0-282.0-1.1","vaginal","","Hospitalización en cuidados intensivos neonatales; vaginal","50","48.3"
"","457.7550000003539","HRPVBpost_03_01","HRPVBpost","html-slider-response","324","179649","0.0-282.0-2.1","cesarea","","Hospitalización en cuidados intensivos neonatales; cesarea","50","49.8"
"","260.5250000001397","HRPVBpost_01_00","HRPVBpost","html-button-response","325","179910","0.0-282.0-0.2","Problemas respiratorios del recién nacido","0","Problemas respiratorios del recién nacido","",""
"","418.40999999974156","HRPVBpost_01_02","HRPVBpost","html-slider-response","326","180330","0.0-282.0-1.2","vaginal","","Problemas respiratorios del recién nacido; vaginal","50","50.3"
"","417.55999999985215","HRPVBpost_01_01","HRPVBpost","html-slider-response","327","180749","0.0-282.0-2.2","cesarea","","Problemas respiratorios del recién nacido; cesarea","50","51.8"
"","264.3449999995937","HRPVBpost_04_00","HRPVBpost","html-button-response","328","181014","0.0-282.0-0.3","Dificultades para inicio temprano de lactancia materna","0","Dificultades para inicio temprano de lactancia materna","",""
"","442.2850000000908","HRPVBpost_04_02","HRPVBpost","html-slider-response","329","181458","0.0-282.0-1.3","vaginal","","Dificultades para inicio temprano de lactancia materna; vaginal","50","45.3"
"","412.1799999998184","HRPVBpost_04_01","HRPVBpost","html-slider-response","330","181872","0.0-282.0-2.3","cesarea","","Dificultades para inicio temprano de lactancia materna; cesarea","50","50.7"
