"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":321}]","321","Instructions","PBS","instructions","517","274630","0.0-475.0","",""
"","842","PBS_001","PBS","survey-multi-choice-vertical","518","275475","0.0-476.0","{""Q0"":""El alma sigue existiendo aunque el cuerpo pueda morir.""}","{""Q0"":"" 2 Moderadamente en desacuerdo""}"
"","819","PBS_002","PBS","survey-multi-choice-vertical","519","276297","0.0-477.0","{""Q0"":""Algunos individuos pueden levitar (levantar) objetos a través de fuerzas mentales.""}","{""Q0"":"" 5 Un poco de acuerdo""}"
"","820","PBS_003","PBS","survey-multi-choice-vertical","520","277120","0.0-478.0","{""Q0"":""La magia negra realmente existe.""}","{""Q0"":"" 4 No sé / No tengo certeza""}"
"","825","PBS_004","PBS","survey-multi-choice-vertical","521","277949","0.0-479.0","{""Q0"":""Los gatos negros traen mala suerte.""}","{""Q0"":"" 7 Muy de acuerdo""}"
"","818","PBS_005","PBS","survey-multi-choice-vertical","522","278772","0.0-480.0","{""Q0"":""Tu mente o alma puede salir del cuerpo y viajar (proyección astral).""}","{""Q0"":"" 5 Un poco de acuerdo""}"
"","885","PBS_006","PBS","survey-multi-choice-vertical","523","279661","0.0-481.0","{""Q0"":""El abominable hombre de las nieves, o pie grande del Tíbet, existe.""}","{""Q0"":"" 7 Muy de acuerdo""}"
"","795","PBS_007","PBS","survey-multi-choice-vertical","524","280460","0.0-482.0","{""Q0"":""La astrología es una forma precisa de predecir el futuro.""}","{""Q0"":"" 2 Moderadamente en desacuerdo""}"
"","818","PBS_008","PBS","survey-multi-choice-vertical","525","281281","0.0-483.0","{""Q0"":""Existe el diablo.""}","{""Q0"":"" 7 Muy de acuerdo""}"
"","841","PBS_009","PBS","survey-multi-choice-vertical","526","282126","0.0-484.0","{""Q0"":""La telekinesis, mover objetos a través de poderes psíquicos, existe.""}","{""Q0"":"" 3 Un poco en desacuerdo""}"
"","777","PBS_010","PBS","survey-multi-choice-vertical","527","282905","0.0-485.0","{""Q0"":""Las brujas existen.""}","{""Q0"":"" 7 Muy de acuerdo""}"
"","819","PBS_011","PBS","survey-multi-choice-vertical","528","283727","0.0-486.0","{""Q0"":""Si quiebras un espejo, tendrás mala suerte.""}","{""Q0"":"" 3 Un poco en desacuerdo""}"
"","809","PBS_012","PBS","survey-multi-choice-vertical","529","284539","0.0-487.0","{""Q0"":""Durante estados alterados, como el sueño o los trances, el espíritu puede salir del cuerpo.""}","{""Q0"":"" 7 Muy de acuerdo""}"
"","801","PBS_013","PBS","survey-multi-choice-vertical","530","285343","0.0-488.0","{""Q0"":""El monstruo del lago Ness en Escocia, existe.""}","{""Q0"":"" 7 Muy de acuerdo""}"
"","819","PBS_014","PBS","survey-multi-choice-vertical","531","286166","0.0-489.0","{""Q0"":""El horóscopo dice el futuro de las personas de forma precisa.""}","{""Q0"":"" 7 Muy de acuerdo""}"
"","824","PBS_015","PBS","survey-multi-choice-vertical","532","286992","0.0-490.0","{""Q0"":""Creo en Dios.""}","{""Q0"":"" 1 Muy en desacuerdo""}"
"","808","PBS_016","PBS","survey-multi-choice-vertical","533","287804","0.0-491.0","{""Q0"":""Los pensamientos de una persona pueden influir en el movimiento de un objeto físico.""}","{""Q0"":"" 2 Moderadamente en desacuerdo""}"
"","865","PBS_017","PBS","survey-multi-choice-vertical","534","288671","0.0-492.0","{""Q0"":""A través del uso de pócimas y conjuros, es posible lanzar hechizos sobre las personas.""}","{""Q0"":"" 7 Muy de acuerdo""}"
"","843","PBS_018","PBS","survey-multi-choice-vertical","535","289518","0.0-493.0","{""Q0"":""El número “13” es de mala suerte.""}","{""Q0"":"" 5 Un poco de acuerdo""}"
"","844","PBS_019","PBS","survey-multi-choice-vertical","536","290366","0.0-494.0","{""Q0"":""La reencarnación existe.""}","{""Q0"":"" 3 Un poco en desacuerdo""}"
"","802","PBS_020","PBS","survey-multi-choice-vertical","537","291172","0.0-495.0","{""Q0"":""Hay vida en otros planetas.""}","{""Q0"":"" 5 Un poco de acuerdo""}"
"","810","PBS_021","PBS","survey-multi-choice-vertical","538","291986","0.0-496.0","{""Q0"":""Algunos psíquicos pueden predecir el futuro de forma precisa.""}","{""Q0"":"" 6 Moderadamente de acuerdo""}"
"","826","PBS_022","PBS","survey-multi-choice-vertical","539","292816","0.0-497.0","{""Q0"":""Existe un Cielo y un Infierno.""}","{""Q0"":"" 4 No sé / No tengo certeza""}"
"","851","PBS_023","PBS","survey-multi-choice-vertical","540","293670","0.0-498.0","{""Q0"":""Leer la mente no es posible.""}","{""Q0"":"" 5 Un poco de acuerdo""}"
"","844","PBS_024","PBS","survey-multi-choice-vertical","541","294518","0.0-499.0","{""Q0"":""Hay casos reales de brujería.""}","{""Q0"":"" 7 Muy de acuerdo""}"
"","797","PBS_025","PBS","survey-multi-choice-vertical","542","295317","0.0-500.0","{""Q0"":""Es posible comunicarse con los muertos.""}","{""Q0"":"" 1 Muy en desacuerdo""}"
"","831","PBS_026","PBS","survey-multi-choice-vertical","543","296151","0.0-501.0","{""Q0"":""Algunas personas tienen la inexplicable habilidad de predecir el futuro.""}","{""Q0"":"" 1 Muy en desacuerdo""}"
