"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed"
"[{""page_index"":0,""viewing_time"":392},{""page_index"":1,""viewing_time"":469},{""page_index"":2,""viewing_time"":500}]","1362","Instructions_05","INFCONS","instructions","404","566543","0.0-358.0","",""
"","465.3999999985099","INFCONS_25","INFCONS","html-button-response","405","567011","0.0-359.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Hospitalización en cuidados intensivos neonatales</b></p><BR><BR>","0"
"","395.29999999701977","INFCONS_23","INFCONS","html-button-response","406","567409","0.0-360.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Problemas respiratorios del recién nacido</b></p><BR><BR>","0"
"","443.3999999985099","INFCONS_24","INFCONS","html-button-response","407","567854","0.0-361.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Lesión en el cerebro del bebe por falta de oxígeno</b></p><BR><BR>","0"
"","512.1000000014901","INFCONS_26","INFCONS","html-button-response","408","568368","0.0-362.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Dificultades para inicio temprano de lactancia materna</b></p><BR><BR>","0"
"[{""page_index"":0,""viewing_time"":484}]","484","Instructions_06","INFCONS","instructions","409","568853","0.0-363.0","",""
"","413.9000000022352","INFCONS_32","INFCONS","html-button-response","410","569269","0.0-364.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Hospitalización de la madre en cuidados intensivos</b></p><BR><BR>","0"
"","329.30000000074506","INFCONS_27","INFCONS","html-button-response","411","569600","0.0-365.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Complicaciones de la anestesia</b></p><BR><BR>","0"
"","464.3999999985099","INFCONS_29","INFCONS","html-button-response","412","570066","0.0-366.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Histerectomía (extracción del útero)</b></p><BR><BR>","0"
"","471.6000000014901","INFCONS_33","INFCONS","html-button-response","413","570540","0.0-367.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Depresión post parto</b></p><BR><BR>","0"
"","452.6000000014901","INFCONS_30","INFCONS","html-button-response","414","570996","0.0-368.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Infección de la herida</b></p><BR><BR>","0"
"","417.30000000074506","INFCONS_28","INFCONS","html-button-response","415","571416","0.0-369.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Paro cardíaco</b></p><BR><BR>","0"
"","464.30000000074506","INFCONS_31","INFCONS","html-button-response","416","571882","0.0-370.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Lesión de la vagina</b></p><BR><BR>","0"
