"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","condition_within","slider_start","response"
"[{""page_index"":0,""viewing_time"":428}]","428","Instructions_01","HRPVB","instructions","702","566486","0.0-764.0","","","","",""
"[{""page_index"":0,""viewing_time"":447}]","447","Instructions_02","HRPVB","instructions","703","566935","0.0-765.0","","","","",""
"","391.1000000014901","HRPVB_02_00","HRPVB","html-button-response","704","567328","0.0-766.0-0.0","Lesión en el cerebro del bebe por falta de oxígeno","0","Lesión en el cerebro del bebe por falta de oxígeno","",""
"","555.8000000007451","HRPVB_02_01","HRPVB","html-slider-response","705","567887","0.0-766.0-1.0","cesarea","","Lesión en el cerebro del bebe por falta de oxígeno; cesarea","50","50.8"
"","672.6000000014901","HRPVB_02_02","HRPVB","html-slider-response","706","568562","0.0-766.0-2.0","vaginal","","Lesión en el cerebro del bebe por falta de oxígeno; vaginal","50","54.6"
"","427.3999999985099","HRPVB_01_00","HRPVB","html-button-response","707","568991","0.0-766.0-0.1","Problemas respiratorios del recién nacido","0","Problemas respiratorios del recién nacido","",""
"","503.30000000074506","HRPVB_01_02","HRPVB","html-slider-response","708","569497","0.0-766.0-1.1","vaginal","","Problemas respiratorios del recién nacido; vaginal","50","50.3"
"","593","HRPVB_01_01","HRPVB","html-slider-response","709","570092","0.0-766.0-2.1","cesarea","","Problemas respiratorios del recién nacido; cesarea","50","51.2"
"","398.6000000014901","HRPVB_04_00","HRPVB","html-button-response","710","570495","0.0-766.0-0.2","Dificultades para inicio temprano de lactancia materna","0","Dificultades para inicio temprano de lactancia materna","",""
"","588.3000000007451","HRPVB_04_02","HRPVB","html-slider-response","711","571086","0.0-766.0-1.2","vaginal","","Dificultades para inicio temprano de lactancia materna; vaginal","50","45.8"
"","594.5999999977648","HRPVB_04_01","HRPVB","html-slider-response","712","571683","0.0-766.0-2.2","cesarea","","Dificultades para inicio temprano de lactancia materna; cesarea","50","47.7"
"","441.4000000022352","HRPVB_03_00","HRPVB","html-button-response","713","572127","0.0-766.0-0.3","Hospitalización en cuidados intensivos neonatales","0","Hospitalización en cuidados intensivos neonatales","",""
