"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","condition_within","slider_start","response"
"[{""page_index"":0,""viewing_time"":256},{""page_index"":1,""viewing_time"":255}]","511","Instructions","HRPVBpost","instructions","264","132557","0.0-245.0","","","","",""
"[{""page_index"":0,""viewing_time"":244}]","245","Instructions_01","HRPVBpost","instructions","265","132802","0.0-246.0","","","","",""
"","226.85000000000582","HRPVBpost_03_00","HRPVBpost","html-button-response","266","133030","0.0-247.0-0.0","Hospitalización en cuidados intensivos neonatales","0","Hospitalización en cuidados intensivos neonatales","",""
"","372.4149999998335","HRPVBpost_03_02","HRPVBpost","html-slider-response","267","133403","0.0-247.0-1.0","vaginal","","Hospitalización en cuidados intensivos neonatales; vaginal","50","45.8"
"","377.7099999997299","HRPVBpost_03_01","HRPVBpost","html-slider-response","268","133782","0.0-247.0-2.0","cesarea","","Hospitalización en cuidados intensivos neonatales; cesarea","50","52.4"
"","229.89500000039698","HRPVBpost_01_00","HRPVBpost","html-button-response","269","134013","0.0-247.0-0.1","Problemas respiratorios del recién nacido","0","Problemas respiratorios del recién nacido","",""
"","368.5049999994517","HRPVBpost_01_02","HRPVBpost","html-slider-response","270","134383","0.0-247.0-1.1","vaginal","","Problemas respiratorios del recién nacido; vaginal","50","47.8"
"","354.2950000001001","HRPVBpost_01_01","HRPVBpost","html-slider-response","271","134739","0.0-247.0-2.1","cesarea","","Problemas respiratorios del recién nacido; cesarea","50","49.2"
"","235.7750000001106","HRPVBpost_04_00","HRPVBpost","html-button-response","272","134975","0.0-247.0-0.2","Dificultades para inicio temprano de lactancia materna","0","Dificultades para inicio temprano de lactancia materna","",""
"","378.3499999999767","HRPVBpost_04_01","HRPVBpost","html-slider-response","273","135355","0.0-247.0-1.2","cesarea","","Dificultades para inicio temprano de lactancia materna; cesarea","50","47.4"
"","372.5199999998731","HRPVBpost_04_02","HRPVBpost","html-slider-response","274","135729","0.0-247.0-2.2","vaginal","","Dificultades para inicio temprano de lactancia materna; vaginal","50","45.8"
"","218.41499999936786","HRPVBpost_02_00","HRPVBpost","html-button-response","275","135948","0.0-247.0-0.3","Lesión en el cerebro del bebe por falta de oxígeno","0","Lesión en el cerebro del bebe por falta de oxígeno","",""
"","344.4500000005064","HRPVBpost_02_02","HRPVBpost","html-slider-response","276","136294","0.0-247.0-1.3","vaginal","","Lesión en el cerebro del bebe por falta de oxígeno; vaginal","50","50.3"
"","356.9050000005518","HRPVBpost_02_01","HRPVBpost","html-slider-response","277","136652","0.0-247.0-2.3","cesarea","","Lesión en el cerebro del bebe por falta de oxígeno; cesarea","50","47.9"
"[{""page_index"":0,""viewing_time"":237}]","237","Instructions_02","HRPVBpost","instructions","278","136889","0.0-248.0","","","","",""
"","230.1149999993795","HRPVBpost_10_00","HRPVBpost","html-button-response","279","137120","0.0-249.0-0.0","Hospitalización de la madre en cuidados intensivos","0","Hospitalización de la madre en cuidados intensivos","",""
"","369.8100000001432","HRPVBpost_10_02","HRPVBpost","html-slider-response","280","137491","0.0-249.0-1.0","vaginal","","Hospitalización de la madre en cuidados intensivos; vaginal","50","54.2"
"","366.21999999988475","HRPVBpost_10_01","HRPVBpost","html-slider-response","281","137858","0.0-249.0-2.0","cesarea","","Hospitalización de la madre en cuidados intensivos; cesarea","50","52.4"
"","231.11999999947147","HRPVBpost_07_00","HRPVBpost","html-button-response","282","138090","0.0-249.0-0.1","Histerectomía (extracción del útero)","0","Histerectomía (extracción del útero)","",""
"","363.2599999991653","HRPVBpost_07_02","HRPVBpost","html-slider-response","283","138455","0.0-249.0-1.1","vaginal","","Histerectomía (extracción del útero); vaginal","50","50.1"
"","368.51499999919906","HRPVBpost_07_01","HRPVBpost","html-slider-response","284","138825","0.0-249.0-2.1","cesarea","","Histerectomía (extracción del útero); cesarea","50","50.6"
"","334.370000000461","HRPVBpost_05_00","HRPVBpost","html-button-response","285","139160","0.0-249.0-0.2","Complicaciones de la anestesia","0","Complicaciones de la anestesia","",""
