"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":448}]","449","Instructions_01","SBS","instructions","778","863523","0.0-747.0","","",""
"","587.2000000029802","SBS_01","SBS","html-slider-response","779","864113","0.0-748.0","<div class='justified'>1. Existe un Dios todopoderoso, omnisciente y amoroso.</div></br>","50","-4"
"","612.1000000014901","SBS_02","SBS","html-slider-response","780","864727","0.0-749.0","<div class='justified'>2. Existe un ser espiritual espiritual maligno, a quien podríamos llamar el Diablo.</div></br>","50","-4"
"","752.3000000007451","SBS_03","SBS","html-slider-response","781","865483","0.0-750.0","<div class='justified'>3. Existen buenos seres espirituales personales, a quienes podríamos llamar ángeles.</div></br>","50","-4"
"","525.6000000014901","SBS_04","SBS","html-slider-response","782","866011","0.0-751.0","<div class='justified'>4. Existen seres espirituales personales malvados, a quienes podríamos llamar demonios.</div></br>","50","-4"
"","529.8999999985099","SBS_05","SBS","html-slider-response","783","866542","0.0-752.0","<div class='justified'>5. Los seres humanos tienen almas inmateriales e inmortales.</div></br>","50","-4"
"","663","SBS_06","SBS","html-slider-response","784","867208","0.0-753.0","<div class='justified'>6. Hay un reino espiritual además del físico.</div></br>","50","-4"
"","521.6999999992549","SBS_07","SBS","html-slider-response","785","867734","0.0-754.0","<div class='justified'>7. Algunas personas irán al cielo cuando mueran.</div></br>","50","-4"
"","491","SBS_08","SBS","html-slider-response","786","868227","0.0-755.0","<div class='justified'>8. Algunas personas irán al infierno cuando mueran.</div></br>","50","-4"
"","636.4000000022352","SBS_09","SBS","html-slider-response","787","868865","0.0-756.0","<div class='justified'>9. Los milagros, eventos divinamente causados que no tienen una explicación natural, pueden suceder y lo hacen.</div></br>","50","-4"
"","588.1000000014901","SBS_10","SBS","html-slider-response","788","869456","0.0-757.0","<div class='justified'>10. Hay individuos que son mensajeros de Dios y / o pueden prever el futuro.</div></br>","50","-4"
