"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed"
"[{""page_index"":0,""viewing_time"":371},{""page_index"":1,""viewing_time"":516},{""page_index"":2,""viewing_time"":563}]","1451","Instructions_05","INFCONS","instructions","403","538806","0.0-358.0","",""
"","426","INFCONS_24","INFCONS","html-button-response","404","539236","0.0-359.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Lesión en el cerebro del bebe por falta de oxígeno</b></p><BR><BR>","0"
"","381.1000000014901","INFCONS_23","INFCONS","html-button-response","405","539619","0.0-360.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Problemas respiratorios del recién nacido</b></p><BR><BR>","0"
"","349.1000000014901","INFCONS_26","INFCONS","html-button-response","406","539970","0.0-361.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Dificultades para inicio temprano de lactancia materna</b></p><BR><BR>","0"
"","538.8999999985099","INFCONS_25","INFCONS","html-button-response","407","540511","0.0-362.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Hospitalización en cuidados intensivos neonatales</b></p><BR><BR>","0"
"[{""page_index"":0,""viewing_time"":391}]","391","Instructions_06","INFCONS","instructions","408","540904","0.0-363.0","",""
"","375.79999999701977","INFCONS_27","INFCONS","html-button-response","409","541281","0.0-364.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Complicaciones de la anestesia</b></p><BR><BR>","0"
"","357.29999999701977","INFCONS_33","INFCONS","html-button-response","410","541640","0.0-365.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Depresión post parto</b></p><BR><BR>","0"
"","443.69999999925494","INFCONS_32","INFCONS","html-button-response","411","542086","0.0-366.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Hospitalización de la madre en cuidados intensivos</b></p><BR><BR>","0"
"","496.5","INFCONS_28","INFCONS","html-button-response","412","542584","0.0-367.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Paro cardíaco</b></p><BR><BR>","0"
"","433.5","INFCONS_29","INFCONS","html-button-response","413","543020","0.0-368.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Histerectomía (extracción del útero)</b></p><BR><BR>","0"
"","362","INFCONS_30","INFCONS","html-button-response","414","543383","0.0-369.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Infección de la herida</b></p><BR><BR>","0"
"","405.5","INFCONS_31","INFCONS","html-button-response","415","543790","0.0-370.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Lesión de la vagina</b></p><BR><BR>","0"
