"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed"
"[{""page_index"":0,""viewing_time"":421},{""page_index"":1,""viewing_time"":680},{""page_index"":2,""viewing_time"":362}]","1463","Instructions_03","INFCONS","instructions","401","611011","0.0-358.0","",""
"","349.79999999701977","INFCONS_13","INFCONS","html-button-response","402","611363","0.0-359.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Lesión en el cerebro del bebe por falta de oxígeno</b></p>Se da en 2 de 1000 partos vaginales y en 2 de 1000 partos por cesarea<BR><BR>","0"
"","410.79999999701977","INFCONS_15","INFCONS","html-button-response","403","611775","0.0-360.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Dificultades para inicio temprano de lactancia materna</b></p>Se da en 227 de 1000 partos vaginales y en 311 de 1000 partos por cesarea<BR><BR>","0"
"","447","INFCONS_12","INFCONS","html-button-response","404","612226","0.0-361.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Problemas respiratorios del recién nacido</b></p>Se da en 115 de 1000 partos vaginales y en 120 de 1000 partos por cesarea<BR><BR>","0"
"","451.0999999977648","INFCONS_14","INFCONS","html-button-response","405","612679","0.0-362.0","<p><u><p><u>Riesgos para el <B>bebé</B></u></p><BR></u></p><p><b>Hospitalización en cuidados intensivos neonatales</b></p>Se da en 63 de 1000 partos vaginales y en 139 de 1000 partos por cesarea<BR><BR>","0"
"[{""page_index"":0,""viewing_time"":335}]","335","Instructions_04","INFCONS","instructions","406","613016","0.0-363.0","",""
"","387.69999999925494","INFCONS_18","INFCONS","html-button-response","407","613405","0.0-364.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Histerectomía (extracción del útero)</b></p>Se da en 0.2 de 1000 partos vaginales y en 0.6 de 1000 partos por cesarea<BR><BR>","0"
"","471.4000000022352","INFCONS_22","INFCONS","html-button-response","408","613878","0.0-365.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Depresión post parto</b></p>Se da en 176 de 1000 partos vaginales y en 230 de 1000 partos por cesarea<BR><BR>","0"
"","505.9000000022352","INFCONS_19","INFCONS","html-button-response","409","614388","0.0-366.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Infección de la herida</b></p>Se da en 9 de 1000 partos vaginales y en 15 de 1000 partos por cesarea<BR><BR>","0"
"","402.1000000014901","INFCONS_17","INFCONS","html-button-response","410","614797","0.0-367.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Paro cardíaco</b></p>Se da en 0.3 de 1000 partos vaginales y en 1.9 de 1000 partos por cesarea<BR><BR>","0"
"","405.8999999985099","INFCONS_16","INFCONS","html-button-response","411","615204","0.0-368.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Complicaciones de la anestesia</b></p>Se da en 3 de 1000 partos vaginales y en 4 de 1000 partos por cesarea<BR><BR>","0"
"","438.0999999977648","INFCONS_21","INFCONS","html-button-response","412","615644","0.0-369.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Hospitalización de la madre en cuidados intensivos</b></p>Se da en 12 de 1000 partos vaginales y en 44 de 1000 partos por cesarea<BR><BR>","0"
"","524.7999999970198","INFCONS_20","INFCONS","html-button-response","413","616172","0.0-370.0","<p><u><p><u>Riesgos para la <B>madre</B></u></p><BR></u></p><p><b>Lesión de la vagina</b></p>Se da en 5.6 de 1000 partos vaginales y en 0 de 1000 partos por cesarea<BR><BR>","0"
