"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":413}]","413","Instructions_01","PWb","instructions","434","369457","0.0-477.0","","",""
"","551.3000000007451","PWb_01","PWb","html-slider-response","435","370011","0.0-478.0","<div class='justified'>1.- Cuando repaso la historia de mi vida estoy contento/a con cómo han resultado las cosas.</div></br>","3","1"
"","494.29999999701977","PWb_02","PWb","html-slider-response","436","370507","0.0-479.0","<div class='justified'>2.- A menudo me siento solo/a porque tengo pocos amigos íntimos con quien compartir mis preocupaciones.</div></br>","3","1"
"","714.5","PWb_03","PWb","html-slider-response","437","371223","0.0-480.0","<div class='justified'>3.- No tengo miedo de expresar mis opiniones, incluso cuando son opuestas a las opiniones de la mayoría de la gente.</div></br>","3","2"
"","507.5999999977648","PWb_04","PWb","html-slider-response","438","371733","0.0-481.0","<div class='justified'>4.- Me preocupa cómo otra gente evalúa las elecciones que he hecho en mi vida.</div></br>","3","3"
"","559.5999999977648","PWb_05","PWb","html-slider-response","439","372294","0.0-482.0","<div class='justified'>5.- Me resulta difícil dirigir mi vida hacia un camino que me satisfaga.</div></br>","3","1"
"","712.3000000007451","PWb_06","PWb","html-slider-response","440","373008","0.0-483.0","<div class='justified'>6.- Disfruto haciendo planes para el futuro y trabajar para hacerlos realidad.</div></br>","3","1"
"","594.7999999970198","PWb_07","PWb","html-slider-response","441","373605","0.0-484.0","<div class='justified'>7.- En general, me siento seguro/a y positivo/a conmigo mismo/a.</div></br>","3","4"
"","561.4000000022352","PWb_08","PWb","html-slider-response","442","374169","0.0-485.0","<div class='justified'>8.- No tengo muchas personas que quieran escucharme cuando necesito hablar.</div></br>","3","3"
"","722","PWb_09","PWb","html-slider-response","443","374894","0.0-486.0","<div class='justified'>9.- Tiendo a preocuparme sobre lo que otra gente piensa de mí.</div></br>","3","5"
"","523.8999999985099","PWb_10","PWb","html-slider-response","444","375420","0.0-487.0","<div class='justified'>10.- Me juzgo por lo que yo creo que es importante, no por los valores que otros piensan que son importantes.</div></br>","3","4"
"","541.8999999985099","PWb_11","PWb","html-slider-response","445","375964","0.0-488.0","<div class='justified'>11.- He sido capaz de construir un hogar y un modo de vida a mi gusto.</div></br>","3","2"
