"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":275}]","275","Instructions","PWb","instructions","561","283675","0.0-521.0","","",""
"","440.63000000006286","PWb_01","PWb","html-slider-response","562","284118","0.0-522.0","<div class='justified'>1.- Cuando repaso la historia de mi vida estoy contento/a con cómo han resultado las cosas.</div></br>","50","1"
"","380.73999999958323","PWb_02","PWb","html-slider-response","563","284500","0.0-523.0","<div class='justified'>2.- A menudo me siento solo/a porque tengo pocos amigos íntimos con quien compartir mis preocupaciones.</div></br>","50","1"
"","402.0449999998091","PWb_03","PWb","html-slider-response","564","284903","0.0-524.0","<div class='justified'>3.- No tengo miedo de expresar mis opiniones, incluso cuando son opuestas a las opiniones de la mayoría de la gente.</div></br>","50","1"
"","392.6099999998696","PWb_04","PWb","html-slider-response","565","285297","0.0-525.0","<div class='justified'>4.- Me preocupa cómo otra gente evalúa las elecciones que he hecho en mi vida.</div></br>","50","1"
"","390.5299999996205","PWb_05","PWb","html-slider-response","566","285689","0.0-526.0","<div class='justified'>5.- Me resulta difícil dirigir mi vida hacia un camino que me satisfaga.</div></br>","50","1"
"","382.9349999996484","PWb_06","PWb","html-slider-response","567","286073","0.0-527.0","<div class='justified'>6.- Disfruto haciendo planes para el futuro y trabajar para hacerlos realidad.</div></br>","50","1"
"","369.7650000003632","PWb_07","PWb","html-slider-response","568","286444","0.0-528.0","<div class='justified'>7.- En general, me siento seguro/a y positivo/a conmigo mismo/a.</div></br>","50","1"
"","378.85499999992317","PWb_08","PWb","html-slider-response","569","286824","0.0-529.0","<div class='justified'>8.- No tengo muchas personas que quieran escucharme cuando necesito hablar.</div></br>","50","1"
"","384.9000000000233","PWb_09","PWb","html-slider-response","570","287210","0.0-530.0","<div class='justified'>9.- Tiendo a preocuparme sobre lo que otra gente piensa de mí.</div></br>","50","1"
"","379.6850000008126","PWb_10","PWb","html-slider-response","571","287591","0.0-531.0","<div class='justified'>10.- Me juzgo por lo que yo creo que es importante, no por los valores que otros piensan que son importantes.</div></br>","50","1"
"","394.51000000012573","PWb_11","PWb","html-slider-response","572","287987","0.0-532.0","<div class='justified'>11.- He sido capaz de construir un hogar y un modo de vida a mi gusto.</div></br>","50","1"
"","386.18999999924563","PWb_12","PWb","html-slider-response","573","288375","0.0-533.0","<div class='justified'>12.- Soy una persona activa al realizar los proyectos que propuse para mí mismo/a.</div></br>","50","1"
"","389.47999999980675","PWb_13","PWb","html-slider-response","574","288766","0.0-534.0","<div class='justified'>13.- Si tuviera oportunidad, hay muchas cosas de mi mismo/a que cambiaría.</div></br>","50","1"
"","375.4899999994668","PWb_14","PWb","html-slider-response","575","289143","0.0-535.0","<div class='justified'>14.- Siento que mis amistades me aportan muchas cosas.</div></br>","50","1"
"","360.74499999999534","PWb_15","PWb","html-slider-response","576","289505","0.0-536.0","<div class='justified'>15.- Tiendo a estar influenciado/a por la gente con fuertes convicciones.</div></br>","50","1"
"","381.7349999999278","PWb_16","PWb","html-slider-response","577","289888","0.0-537.0","<div class='justified'>16.- En general, siento que soy responsable de la situación en la que vivo.</div></br>","50","1"
"","368.41500000085216","PWb_17","PWb","html-slider-response","578","290258","0.0-538.0","<div class='justified'>17.- Me siento bien cuando pienso en lo que he hecho en el pasado y lo que espero hacer en el futuro.</div></br>","50","1"
"","361.89999999990687","PWb_18","PWb","html-slider-response","579","290621","0.0-539.0","<div class='justified'>18.- Mis objetivos en la vida han sido más una fuente de satisfacción que de frustración para mí.</div></br>","50","1"
"","372.4249999995809","PWb_19","PWb","html-slider-response","580","290995","0.0-540.0","<div class='justified'>19.- Me gusta la mayor parte de los aspectos de mi personalidad.</div></br>","50","1"
"","360.2449999998207","PWb_20","PWb","html-slider-response","581","291356","0.0-541.0","<div class='justified'>20.- Me parece que la mayoría de las personas tienen más amigos que yo.</div></br>","50","1"
"","358.5899999997928","PWb_21","PWb","html-slider-response","582","291716","0.0-542.0","<div class='justified'>21.- Tengo confianza en mis opiniones incluso si son contrarias al consenso general.</div></br>","50","1"
"","374.9399999997113","PWb_22","PWb","html-slider-response","583","292092","0.0-543.0","<div class='justified'>22.- Las demandas de la vida diaria a menudo me deprimen.</div></br>","50","1"
"","377.7749999999651","PWb_23","PWb","html-slider-response","584","292471","0.0-544.0","<div class='justified'>23.- Tengo clara la dirección y el objetivo de mi vida.</div></br>","50","1"
"","373.5500000002212","PWb_24","PWb","html-slider-response","585","292846","0.0-545.0","<div class='justified'>24.- En general, con el tiempo siento que sigo aprendiendo más sobre mí mismo/a.</div></br>","50","1"
"","372.8000000001048","PWb_25","PWb","html-slider-response","586","293220","0.0-546.0","<div class='justified'>25.- En muchos aspectos, me siento decepcionado/a de mis logros en la vida.</div></br>","50","1"
"","404.4650000005495","PWb_26","PWb","html-slider-response","587","293626","0.0-547.0","<div class='justified'>26.- No he experimentado muchas relaciones cercanas y de confianza.</div></br>","50","1"
"","375.70999999932246","PWb_27","PWb","html-slider-response","588","294003","0.0-548.0","<div class='justified'>27.- Es difícil para mí expresar mis propias opiniones en asuntos polémicos.</div></br>","50","1"
"","366.61000000004424","PWb_28","PWb","html-slider-response","589","294371","0.0-549.0","<div class='justified'>28.- Soy bastante bueno/a manejando muchas de mis responsabilidades en la vida diaria.</div></br>","50","1"
"","377.815000000759","PWb_29","PWb","html-slider-response","590","294750","0.0-550.0","<div class='justified'>29.- No tengo claro qué es lo que intento conseguir en la vida.</div></br>","50","1"
"","378.2150000006077","PWb_30","PWb","html-slider-response","591","295130","0.0-551.0","<div class='justified'>30.- Hace mucho tiempo que dejé de intentar hacer grandes mejoras o cambios en mi vida.</div></br>","50","1"
"","377.90500000026077","PWb_31","PWb","html-slider-response","592","295509","0.0-552.0","<div class='justified'>31.- En su mayor parte, me siento orgulloso/a de quien soy y la vida que llevo.</div></br>","50","1"
"","395.97499999945285","PWb_32","PWb","html-slider-response","593","295907","0.0-553.0","<div class='justified'>32.- Sé que puedo confiar en mis amigos, y ellos saben que pueden confiar en mí.</div></br>","50","1"
"","406.5599999994738","PWb_33","PWb","html-slider-response","594","296315","0.0-554.0","<div class='justified'>33.- A menudo cambio mis decisiones si mis amigos o mi familia están en desacuerdo.</div></br>","50","1"
"","387.8549999999814","PWb_34","PWb","html-slider-response","595","296704","0.0-555.0","<div class='justified'>34.- No quiero intentar nuevas formas de hacer las cosas; mi vida está bien como está.</div></br>","50","1"
"","369.6300000001211","PWb_35","PWb","html-slider-response","596","297075","0.0-556.0","<div class='justified'>35.- Pienso que es importante tener nuevas experiencias que desafíen lo que uno piensa sobre si mismo/a y sobre el mundo.</div></br>","50","1"
"","374.9400000006426","PWb_36","PWb","html-slider-response","597","297451","0.0-557.0","<div class='justified'>36.- Cuando pienso en ello, realmente con los años no he mejorado mucho como persona.</div></br>","50","1"
"","370.35000000015134","PWb_37","PWb","html-slider-response","598","297823","0.0-558.0","<div class='justified'>37.- Tengo la sensación de que con el tiempo me he desarrollado mucho como persona.</div></br>","50","1"
"","359.74999999959255","PWb_38","PWb","html-slider-response","599","298184","0.0-559.0","<div class='justified'>38.- Para mí, la vida ha sido un proceso continuo de estudio, cambio y crecimiento.</div></br>","50","1"
"","360.160000000149","PWb_39","PWb","html-slider-response","600","298545","0.0-560.0","<div class='justified'>39.- Si me sintiera infeliz con mi situación de vida daría los pasos más eficaces para cambiarla</div></br>","50","1"
