"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":270}]","270","Instructions","PBS","instructions","485","228382","0.0-442.0","",""
"","754","PBS_001","PBS","survey-multi-choice-vertical","486","229141","0.0-443.0","{""Q0"":""El alma sigue existiendo aunque el cuerpo pueda morir.""}","{""Q0"":"" 1 Muy en desacuerdo""}"
"","753","PBS_002","PBS","survey-multi-choice-vertical","487","229899","0.0-444.0","{""Q0"":""Algunos individuos pueden levitar (levantar) objetos a través de fuerzas mentales.""}","{""Q0"":"" 5 Un poco de acuerdo""}"
"","704","PBS_003","PBS","survey-multi-choice-vertical","488","230609","0.0-445.0","{""Q0"":""La magia negra realmente existe.""}","{""Q0"":"" 1 Muy en desacuerdo""}"
"","734","PBS_004","PBS","survey-multi-choice-vertical","489","231349","0.0-446.0","{""Q0"":""Los gatos negros traen mala suerte.""}","{""Q0"":"" 7 Muy de acuerdo""}"
"","848","PBS_005","PBS","survey-multi-choice-vertical","490","232202","0.0-447.0","{""Q0"":""Tu mente o alma puede salir del cuerpo y viajar (proyección astral).""}","{""Q0"":"" 2 Moderadamente en desacuerdo""}"
"","702","PBS_006","PBS","survey-multi-choice-vertical","491","232910","0.0-448.0","{""Q0"":""El abominable hombre de las nieves, o pie grande del Tíbet, existe.""}","{""Q0"":"" 2 Moderadamente en desacuerdo""}"
"","717","PBS_007","PBS","survey-multi-choice-vertical","492","233632","0.0-449.0","{""Q0"":""La astrología es una forma precisa de predecir el futuro.""}","{""Q0"":"" 5 Un poco de acuerdo""}"
"","714","PBS_008","PBS","survey-multi-choice-vertical","493","234351","0.0-450.0","{""Q0"":""Existe el diablo.""}","{""Q0"":"" 4 No sé / No tengo certeza""}"
"","709","PBS_009","PBS","survey-multi-choice-vertical","494","235066","0.0-451.0","{""Q0"":""La telekinesis, mover objetos a través de poderes psíquicos, existe.""}","{""Q0"":"" 2 Moderadamente en desacuerdo""}"
"","687","PBS_010","PBS","survey-multi-choice-vertical","495","235759","0.0-452.0","{""Q0"":""Las brujas existen.""}","{""Q0"":"" 7 Muy de acuerdo""}"
"","701","PBS_011","PBS","survey-multi-choice-vertical","496","236465","0.0-453.0","{""Q0"":""Si quiebras un espejo, tendrás mala suerte.""}","{""Q0"":"" 2 Moderadamente en desacuerdo""}"
"","734","PBS_012","PBS","survey-multi-choice-vertical","497","237205","0.0-454.0","{""Q0"":""Durante estados alterados, como el sueño o los trances, el espíritu puede salir del cuerpo.""}","{""Q0"":"" 1 Muy en desacuerdo""}"
"","713","PBS_013","PBS","survey-multi-choice-vertical","498","237924","0.0-455.0","{""Q0"":""El monstruo del lago Ness en Escocia, existe.""}","{""Q0"":"" 5 Un poco de acuerdo""}"
"","707","PBS_014","PBS","survey-multi-choice-vertical","499","238637","0.0-456.0","{""Q0"":""El horóscopo dice el futuro de las personas de forma precisa.""}","{""Q0"":"" 2 Moderadamente en desacuerdo""}"
"","716","PBS_015","PBS","survey-multi-choice-vertical","500","239358","0.0-457.0","{""Q0"":""Creo en Dios.""}","{""Q0"":"" 7 Muy de acuerdo""}"
"","658","PBS_016","PBS","survey-multi-choice-vertical","501","240022","0.0-458.0","{""Q0"":""Los pensamientos de una persona pueden influir en el movimiento de un objeto físico.""}","{""Q0"":"" 5 Un poco de acuerdo""}"
"","700","PBS_017","PBS","survey-multi-choice-vertical","502","240727","0.0-459.0","{""Q0"":""A través del uso de pócimas y conjuros, es posible lanzar hechizos sobre las personas.""}","{""Q0"":"" 5 Un poco de acuerdo""}"
"","697","PBS_018","PBS","survey-multi-choice-vertical","503","241431","0.0-460.0","{""Q0"":""El número “13” es de mala suerte.""}","{""Q0"":"" 1 Muy en desacuerdo""}"
"","683","PBS_019","PBS","survey-multi-choice-vertical","504","242119","0.0-461.0","{""Q0"":""La reencarnación existe.""}","{""Q0"":"" 6 Moderadamente de acuerdo""}"
"","716","PBS_020","PBS","survey-multi-choice-vertical","505","242844","0.0-462.0","{""Q0"":""Hay vida en otros planetas.""}","{""Q0"":"" 5 Un poco de acuerdo""}"
"","708","PBS_021","PBS","survey-multi-choice-vertical","506","243558","0.0-463.0","{""Q0"":""Algunos psíquicos pueden predecir el futuro de forma precisa.""}","{""Q0"":"" 3 Un poco en desacuerdo""}"
"","696","PBS_022","PBS","survey-multi-choice-vertical","507","244261","0.0-464.0","{""Q0"":""Existe un Cielo y un Infierno.""}","{""Q0"":"" 5 Un poco de acuerdo""}"
"","682","PBS_023","PBS","survey-multi-choice-vertical","508","244951","0.0-465.0","{""Q0"":""Leer la mente no es posible.""}","{""Q0"":"" 1 Muy en desacuerdo""}"
"","711","PBS_024","PBS","survey-multi-choice-vertical","509","245669","0.0-466.0","{""Q0"":""Hay casos reales de brujería.""}","{""Q0"":"" 2 Moderadamente en desacuerdo""}"
"","688","PBS_025","PBS","survey-multi-choice-vertical","510","246362","0.0-467.0","{""Q0"":""Es posible comunicarse con los muertos.""}","{""Q0"":"" 5 Un poco de acuerdo""}"
"","685","PBS_026","PBS","survey-multi-choice-vertical","511","247052","0.0-468.0","{""Q0"":""Algunas personas tienen la inexplicable habilidad de predecir el futuro.""}","{""Q0"":"" 7 Muy de acuerdo""}"
