"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":229}]","229","Instructions","IEC","instructions","296","130058","0.0-247.0","",""
"","705","IEC_01","IEC","survey-multi-choice-vertical","297","130766","0.0-248.0","{""Q0"":""1. El que yo llegue a ser un líder depende principalmente de mis habilidades.""}","{""Q0"":"" Moderadamente de acuerdo.""}"
"","634","IEC_02","IEC","survey-multi-choice-vertical","298","131406","0.0-249.0","{""Q0"":""2. Mi vida ha sido influenciada en gran medida por eventos inesperados.""}","{""Q0"":"" Moderadamente de acuerdo.""}"
"","652","IEC_03","IEC","survey-multi-choice-vertical","299","132063","0.0-250.0","{""Q0"":""3. Yo siento que lo que pasa en mi vida está muy determinado por la gente que tiene poder (padres, jefes, políticos)""}","{""Q0"":"" Moderadamente de acuerdo.""}"
"","643","IEC_04","IEC","survey-multi-choice-vertical","300","132710","0.0-251.0","{""Q0"":""4. El hecho de tener un accidente cuando voy manejando, depende principalmente de mi mismo.""}","{""Q0"":"" Ligeramente de acuerdo.""}"
"","693","IEC_05","IEC","survey-multi-choice-vertical","301","133408","0.0-252.0","{""Q0"":""5. Cuando hago planes, estoy casi seguro de que lo llevaré a cabo.""}","{""Q0"":"" Moderadamente en desacuerdo.""}"
"","642","IEC_06","IEC","survey-multi-choice-vertical","302","134054","0.0-253.0","{""Q0"":""6. Ciertamente, a veces no puedo evitar tener mala suerte con mis asuntos personales.""}","{""Q0"":"" Moderadamente en desacuerdo.""}"
"","640","IEC_07","IEC","survey-multi-choice-vertical","303","134698","0.0-254.0","{""Q0"":""7. Como yo tengo buena suerte, siempre las cosas me salen bien.""}","{""Q0"":"" Completamente en desacuerdo.""}"
"","634","IEC_08","IEC","survey-multi-choice-vertical","304","135336","0.0-255.0","{""Q0"":""8. A pesar de estar bien capacitado, no conseguiré un buen empleo a menos que alguien influyente me ayude.""}","{""Q0"":"" Completamente en desacuerdo.""}"
"","619","IEC_09","IEC","survey-multi-choice-vertical","305","135960","0.0-256.0","{""Q0"":""9. La cantidad de amigos que tengo está determinada por mi propia simpatía.""}","{""Q0"":"" Moderadamente en desacuerdo.""}"
"","605","IEC_10","IEC","survey-multi-choice-vertical","306","136568","0.0-257.0","{""Q0"":""10. He descubierto que si algo va a suceder, ello sucederá independientemente de lo que yo haga.""}","{""Q0"":"" Moderadamente de acuerdo.""}"
"","675","IEC_11","IEC","survey-multi-choice-vertical","307","137247","0.0-258.0","{""Q0"":""11. Yo creo que los ricos y políticos controlan mi vida de muchas maneras diferentes.""}","{""Q0"":"" Completamente en desacuerdo.""}"
"","654","IEC_12","IEC","survey-multi-choice-vertical","308","137905","0.0-259.0","{""Q0"":""12. Si tengo un accidente automovilístico ello se debe a mi mala suerte.""}","{""Q0"":"" Ligeramente en desacuerdo.""}"
"","649","IEC_13","IEC","survey-multi-choice-vertical","309","138559","0.0-260.0","{""Q0"":""13. La gente como yo tiene muy poca oportunidad de defender sus intereses personales cuando esos intereses entran en conflicto con los grupos poderosos (ricos, políticos).""}","{""Q0"":"" Completamente de acuerdo.""}"
"","636","IEC_14","IEC","survey-multi-choice-vertical","310","139200","0.0-261.0","{""Q0"":""14. No siempre es apropiado para mí planear muy por adelantado porque de todas maneras muchas cosas resultan ser asunto de buena o mala suerte.""}","{""Q0"":"" Completamente en desacuerdo.""}"
"","653","IEC_15","IEC","survey-multi-choice-vertical","311","139856","0.0-262.0","{""Q0"":""15. En este país, para uno lograr lo que quiere necesariamente tiene que halagar a alguien.""}","{""Q0"":"" Moderadamente de acuerdo.""}"
"","688","IEC_16","IEC","survey-multi-choice-vertical","312","140549","0.0-263.0","{""Q0"":""16. El que yo llegue a ser un líder dependerá de la suerte que yo tenga.""}","{""Q0"":"" Ligeramente de acuerdo.""}"
"","656","IEC_17","IEC","survey-multi-choice-vertical","313","141208","0.0-264.0","{""Q0"":""17. Yo siento que la gente que tiene algún poder sobre mí (padres, familiares, jefes), trata de decidir lo que sucederá en mi vida.""}","{""Q0"":"" Ligeramente de acuerdo.""}"
"","644","IEC_18","IEC","survey-multi-choice-vertical","314","141856","0.0-265.0","{""Q0"":""18. En la mayoría de los casos yo puedo decidir lo que sucederá en mi vida.""}","{""Q0"":"" Ligeramente en desacuerdo.""}"
"","663","IEC_19","IEC","survey-multi-choice-vertical","315","142524","0.0-266.0","{""Q0"":""19. Normalmente soy capaz de defender mis intereses personales.""}","{""Q0"":"" Moderadamente en desacuerdo.""}"
"","661","IEC_20","IEC","survey-multi-choice-vertical","316","143188","0.0-267.0","{""Q0"":""20. Si tengo un accidente cuando voy manejando, toda la culpa es del otro conductor.""}","{""Q0"":"" Completamente en desacuerdo.""}"
"","630","IEC_21","IEC","survey-multi-choice-vertical","317","143823","0.0-268.0","{""Q0"":""21. Cuando logro lo que quiero es porque he trabajado mucho en ello.""}","{""Q0"":"" Ligeramente de acuerdo.""}"
"","645","IEC_22","IEC","survey-multi-choice-vertical","318","144472","0.0-269.0","{""Q0"":""22. Cuando quiero que mis planes me salgan bien, los preparo de manera que le den en el gusto a la gente que tiene influencia sobre mi (padres, jefes, etc.).""}","{""Q0"":"" Completamente de acuerdo.""}"
"","738","IEC_23","IEC","survey-multi-choice-vertical","319","145214","0.0-270.0","{""Q0"":""23. Mi vida está determinada por mis propias acciones.""}","{""Q0"":"" Completamente de acuerdo.""}"
"","624","IEC_24","IEC","survey-multi-choice-vertical","320","145841","0.0-271.0","{""Q0"":""24. Tener pocos o muchos amigos depende del destino de cada uno.""}","{""Q0"":"" Completamente en desacuerdo.""}"
