"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","condition_within","slider_start","response"
"[{""page_index"":0,""viewing_time"":427}]","427","Instructions_01","HRPVB","instructions","704","566969","0.0-764.0","","","","",""
"[{""page_index"":0,""viewing_time"":435}]","436","Instructions_02","HRPVB","instructions","705","567406","0.0-765.0","","","","",""
"","391.19999999925494","HRPVB_03_00","HRPVB","html-button-response","706","567805","0.0-766.0-0.0","Hospitalización en cuidados intensivos neonatales","0","Hospitalización en cuidados intensivos neonatales","",""
"","516.6999999992549","HRPVB_03_01","HRPVB","html-slider-response","707","568325","0.0-766.0-1.0","cesarea","","Hospitalización en cuidados intensivos neonatales; cesarea","50","54.6"
"","637.5","HRPVB_03_02","HRPVB","html-slider-response","708","568966","0.0-766.0-2.0","vaginal","","Hospitalización en cuidados intensivos neonatales; vaginal","50","52.9"
"","392.79999999701977","HRPVB_01_00","HRPVB","html-button-response","709","569360","0.0-766.0-0.1","Problemas respiratorios del recién nacido","0","Problemas respiratorios del recién nacido","",""
"","542.3000000007451","HRPVB_01_02","HRPVB","html-slider-response","710","569906","0.0-766.0-1.1","vaginal","","Problemas respiratorios del recién nacido; vaginal","50","51.2"
"","560.4000000022352","HRPVB_01_01","HRPVB","html-slider-response","711","570469","0.0-766.0-2.1","cesarea","","Problemas respiratorios del recién nacido; cesarea","50","48.2"
"","433.6000000014901","HRPVB_04_00","HRPVB","html-button-response","712","570905","0.0-766.0-0.2","Dificultades para inicio temprano de lactancia materna","0","Dificultades para inicio temprano de lactancia materna","",""
"","619.3000000007451","HRPVB_04_01","HRPVB","html-slider-response","713","571527","0.0-766.0-1.2","cesarea","","Dificultades para inicio temprano de lactancia materna; cesarea","50","47.7"
"","515.7000000029802","HRPVB_04_02","HRPVB","html-slider-response","714","572045","0.0-766.0-2.2","vaginal","","Dificultades para inicio temprano de lactancia materna; vaginal","50","46.8"
"","402.19999999925494","HRPVB_02_00","HRPVB","html-button-response","715","572451","0.0-766.0-0.3","Lesión en el cerebro del bebe por falta de oxígeno","0","Lesión en el cerebro del bebe por falta de oxígeno","",""
"","639.3000000007451","HRPVB_02_01","HRPVB","html-slider-response","716","573094","0.0-766.0-1.3","cesarea","","Lesión en el cerebro del bebe por falta de oxígeno; cesarea","50","47.7"
"","543.1999999992549","HRPVB_02_02","HRPVB","html-slider-response","717","573640","0.0-766.0-2.3","vaginal","","Lesión en el cerebro del bebe por falta de oxígeno; vaginal","50","50.3"
"[{""page_index"":0,""viewing_time"":373}]","374","Instructions_02","HRPVB","instructions","718","574015","0.0-767.0","","","","",""
"","448.0999999977648","HRPVB_09_00","HRPVB","html-button-response","719","574466","0.0-768.0-0.0","Lesión de la vagina","0","Lesión de la vagina","",""
"","618.4000000022352","HRPVB_09_02","HRPVB","html-slider-response","720","575086","0.0-768.0-1.0","vaginal","","Lesión de la vagina; vaginal","50","54.6"
"","518.3000000007451","HRPVB_09_01","HRPVB","html-slider-response","721","575606","0.0-768.0-2.0","cesarea","","Lesión de la vagina; cesarea","50","52.9"
"","513.9000000022352","HRPVB_06_00","HRPVB","html-button-response","722","576122","0.0-768.0-0.1","Paro cardíaco","0","Paro cardíaco","",""
"","588","HRPVB_06_01","HRPVB","html-slider-response","723","576713","0.0-768.0-1.1","cesarea","","Paro cardíaco; cesarea","50","51.2"
"","556.3000000007451","HRPVB_06_02","HRPVB","html-slider-response","724","577271","0.0-768.0-2.1","vaginal","","Paro cardíaco; vaginal","50","48.2"
"","456.0999999977648","HRPVB_08_00","HRPVB","html-button-response","725","577730","0.0-768.0-0.2","Infección de la herida","0","Infección de la herida","",""
"","713.6999999992549","HRPVB_08_01","HRPVB","html-slider-response","726","578446","0.0-768.0-1.2","cesarea","","Infección de la herida; cesarea","50","47.7"
