"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":411}]","411","Instructions_01","SBS","instructions","586","472420","0.0-638.0","","",""
"","648.6999999992549","SBS_01","SBS","html-slider-response","587","473072","0.0-639.0","<div class='justified'>1. Existe un Dios todopoderoso, omnisciente y amoroso.</div></br>","0","-3"
"","526.2999999970198","SBS_02","SBS","html-slider-response","588","473601","0.0-640.0","<div class='justified'>2. Existe un ser espiritual espiritual maligno, a quien podríamos llamar el Diablo.</div></br>","0","3"
"","702.8999999985099","SBS_03","SBS","html-slider-response","589","474306","0.0-641.0","<div class='justified'>3. Existen buenos seres espirituales personales, a quienes podríamos llamar ángeles.</div></br>","0","3"
"","596.1999999992549","SBS_04","SBS","html-slider-response","590","474904","0.0-642.0","<div class='justified'>4. Existen seres espirituales personales malvados, a quienes podríamos llamar demonios.</div></br>","0","-4"
"","492.79999999701977","SBS_05","SBS","html-slider-response","591","475398","0.0-643.0","<div class='justified'>5. Los seres humanos tienen almas inmateriales e inmortales.</div></br>","0","1"
"","656.3000000007451","SBS_06","SBS","html-slider-response","592","476057","0.0-644.0","<div class='justified'>6. Hay un reino espiritual además del físico.</div></br>","0","3"
"","586","SBS_07","SBS","html-slider-response","593","476645","0.0-645.0","<div class='justified'>7. Algunas personas irán al cielo cuando mueran.</div></br>","0","-4"
"","512.9000000022352","SBS_08","SBS","html-slider-response","594","477160","0.0-646.0","<div class='justified'>8. Algunas personas irán al infierno cuando mueran.</div></br>","0","4"
"","722.8000000007451","SBS_09","SBS","html-slider-response","595","477885","0.0-647.0","<div class='justified'>9. Los milagros, eventos divinamente causados que no tienen una explicación natural, pueden suceder y lo hacen.</div></br>","0","3"
"","904.3000000007451","SBS_10","SBS","html-slider-response","596","478792","0.0-648.0","<div class='justified'>10. Hay individuos que son mensajeros de Dios y / o pueden prever el futuro.</div></br>","0","-2"
