"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":271}]","271","Instructions","SCSORF","instructions","722","352566","0.0-685.0","",""
"","595","SCSORF_01","SCSORF","survey-multi-choice-vertical","723","353164","0.0-686.0","{""Q0"":""1. Mi fe religiosa es extremadamente importante para mí.""}","{""Q0"":"" De acuerdo""}"
"","579","SCSORF_02","SCSORF","survey-multi-choice-vertical","724","353749","0.0-687.0","{""Q0"":""2. Rezo a diario.""}","{""Q0"":"" En desacuerdo""}"
"","557","SCSORF_03","SCSORF","survey-multi-choice-vertical","725","354310","0.0-688.0","{""Q0"":""3. Considero mi fe una fuente de inspiración""}","{""Q0"":"" En desacuerdo""}"
"","557","SCSORF_04","SCSORF","survey-multi-choice-vertical","726","354871","0.0-689.0","{""Q0"":""4. Considero que mi fe le otorga significado y propósito a mi vida.""}","{""Q0"":"" En desacuerdo""}"
"","517","SCSORF_05","SCSORF","survey-multi-choice-vertical","727","355393","0.0-690.0","{""Q0"":""5. Me considero activo/a en mi fe o iglesia.""}","{""Q0"":"" En desacuerdo""}"
"","549","SCSORF_06","SCSORF","survey-multi-choice-vertical","728","355945","0.0-691.0","{""Q0"":""6. Mi fe es una parte importante de quien soy como persona.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","526","SCSORF_07","SCSORF","survey-multi-choice-vertical","729","356477","0.0-692.0","{""Q0"":""7. Mi relación con Dios es extremadamente importante para mí.""}","{""Q0"":"" En desacuerdo""}"
"","516","SCSORF_08","SCSORF","survey-multi-choice-vertical","730","356996","0.0-693.0","{""Q0"":""8. Disfruto estando alrededor de otras personas que comparten mi fe.""}","{""Q0"":"" Fuertemente de acuerdo""}"
"","550","SCSORF_09","SCSORF","survey-multi-choice-vertical","731","357550","0.0-694.0","{""Q0"":""9. Veo mi fe como una fuente de comodidad.""}","{""Q0"":"" De acuerdo""}"
"","561","SCSORF_10","SCSORF","survey-multi-choice-vertical","732","358117","0.0-695.0","{""Q0"":""10. Mi fe impacta muchas de mis decisiones.""}","{""Q0"":"" En desacuerdo""}"
