"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":385}]","385","Instructions_01","IRI","instructions","282","252424","0.0-312.0","","",""
"","506.8999999985099","IRI_01","IRI","html-slider-response","283","252932","0.0-313.0","<div class='justified'>1.- Con cierta frecuencia sueño despierto y fantaseo sobre cosas que podrían pasarme.</div></br>","2","0"
"","660.8000000007451","IRI_02","IRI","html-slider-response","284","253594","0.0-314.0","<div class='justified'>2.- A menudo tengo sentimientos de compasión y preocupación hacia gente menos afortunada que yo.</div></br>","2","0"
"","539.8999999985099","IRI_03","IRI","html-slider-response","285","254137","0.0-315.0","<div class='justified'>3.- A veces encuentro difícil ver las cosas desde el punto de vista de otros.</div></br>","2","1"
"","479.19999999925494","IRI_04","IRI","html-slider-response","286","254618","0.0-316.0","<div class='justified'>4.- A veces no me dan mucha lástima otras personas cuando tienen problemas.</div></br>","2","2"
"","685.8000000007451","IRI_05","IRI","html-slider-response","287","255305","0.0-317.0","<div class='justified'>5.- Realmente me siento “metido/a” en los sentimientos de los personajes de una novela.</div></br>","2","0"
"","606.3000000007451","IRI_06","IRI","html-slider-response","288","255913","0.0-318.0","<div class='justified'>6.- En situaciones de emergencia, me siento aprensivo e incómodo.</div></br>","2","0"
"","536.6000000014901","IRI_07","IRI","html-slider-response","289","256451","0.0-319.0","<div class='justified'>7.- Generalmente soy objetivo cuando veo una película o una obra de teatro y no me suelo “meter” completamente en ella.</div></br>","2","3"
"","623.8000000007451","IRI_08","IRI","html-slider-response","290","257077","0.0-320.0","<div class='justified'>8.- En un desacuerdo con otros, trato de ver las cosas desde el punto de vista de los demás antes de tomar una decisión.</div></br>","2","2"
"","537.9000000022352","IRI_09","IRI","html-slider-response","291","257618","0.0-321.0","<div class='justified'>9.- Cuando veo que se aprovechan de alguien, siento necesidad de protegerle.</div></br>","2","4"
"","476.20000000298023","IRI_10","IRI","html-slider-response","292","258095","0.0-322.0","<div class='justified'>10.- A veces me siento indefenso/a cuando estoy en medio de una situación muy emotiva.</div></br>","2","3"
"","601.1000000014901","IRI_11","IRI","html-slider-response","293","258698","0.0-323.0","<div class='justified'>11.- A veces intento comprender mejor a mis amigos imaginando cómo ven las cosas desde su perspectiva.</div></br>","2","1"
"","594.2000000029802","IRI_12","IRI","html-slider-response","294","259294","0.0-324.0","<div class='justified'>12.- Es raro que yo me “meta” mucho en un buen libro o en una película.</div></br>","2","0"
"","530","IRI_13","IRI","html-slider-response","295","259825","0.0-325.0","<div class='justified'>13.- Cuando veo que alguien se hace daño, tiendo a permanecer tranquilo.</div></br>","2","3"
"","659.5999999977648","IRI_14","IRI","html-slider-response","296","260487","0.0-326.0","<div class='justified'>14.- Las desgracias de otros no suelen angustiarme mucho.</div></br>","2","4"
"","595.8000000007451","IRI_15","IRI","html-slider-response","297","261084","0.0-327.0","<div class='justified'>15.- Si estoy seguro/a que tengo la razón en algo, no pierdo mucho tiempo escuchando los argumentos de otras personas.</div></br>","2","0"
"","478.4000000022352","IRI_16","IRI","html-slider-response","298","261565","0.0-328.0","<div class='justified'>16.- Después de ver una obra de teatro o una película, me siento como si fuese uno de los protagonistas.</div></br>","2","2"
"","578.8999999985099","IRI_17","IRI","html-slider-response","299","262145","0.0-329.0","<div class='justified'>17.- Me asusta estar en una situación emocional tensa.</div></br>","2","3"
"","586.8999999985099","IRI_18","IRI","html-slider-response","300","262734","0.0-330.0","<div class='justified'>18.- Cuando veo que alguien está siendo tratado injustamente, no suelo sentir mucha pena por él.</div></br>","2","0"
"","505.1000000014901","IRI_19","IRI","html-slider-response","301","263240","0.0-331.0","<div class='justified'>19.- Generalmente soy bastante efectivo afrontando emergencias.</div></br>","2","0"
"","555.3000000007451","IRI_20","IRI","html-slider-response","302","263797","0.0-332.0","<div class='justified'>20.- A menudo me conmueven las cosas que veo que pasan.</div></br>","2","2"
"","605.8000000007451","IRI_21","IRI","html-slider-response","303","264406","0.0-333.0","<div class='justified'>21.- Creo que todas las cuestiones se pueden ver desde dos perspectivas e intento considerar ambas.</div></br>","2","1"
"","529.7999999970198","IRI_22","IRI","html-slider-response","304","264937","0.0-334.0","<div class='justified'>22.- Me describiría como una persona bastante sensible.</div></br>","2","0"
"","611.5","IRI_23","IRI","html-slider-response","305","265551","0.0-335.0","<div class='justified'>23.- Cuando veo una buena película, puedo ponerme muy fácilmente en el lugar del protagonista.</div></br>","2","2"
"","601.8000000007451","IRI_24","IRI","html-slider-response","306","266154","0.0-336.0","<div class='justified'>24.- Tiendo a perder el control en las emergencias.</div></br>","2","3"
"","490.6000000014901","IRI_25","IRI","html-slider-response","307","266647","0.0-337.0","<div class=""justified"">25.- Cuando estoy molesto con alguien, generalmente trato de ""ponerme en su pellejo"" durante un tiempo.</div></br>","2","2"
"","573.6000000014901","IRI_26","IRI","html-slider-response","308","267222","0.0-338.0","<div class='justified'>26.- Cuando estoy leyendo una novela o historia interesante, imagino cómo me sentiría si me estuviera pasando lo que ocurre en la historia.</div></br>","2","4"
"","614.6999999992549","IRI_27","IRI","html-slider-response","309","267839","0.0-339.0","<div class='justified'>27.- Cuando veo a alguien en una emergencia que necesita ayuda, pierdo el control.</div></br>","2","3"
"","490.1000000014901","IRI_28","IRI","html-slider-response","310","268333","0.0-340.0","<div class='justified'>28.- Antes de criticar a alguien, intento imaginar cómo me sentiría yo si estuviera en su lugar.</div></br>","2","2"
