"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":364}]","364","Instructions","SBS","instructions","749","421727","0.0-715.0","","",""
"","531.0350000003818","SBS_01","SBS","html-slider-response","750","422260","0.0-716.0","<div class='justified'>1. Existe un Dios todopoderoso, omnisciente y amoroso.</div></br>","50","-4"
"","469.99499999993714","SBS_02","SBS","html-slider-response","751","422733","0.0-717.0","<div class='justified'>2. Existe un ser espiritual espiritual maligno, a quien podríamos llamar el Diablo.</div></br>","50","-4"
"","438.7600000000093","SBS_03","SBS","html-slider-response","752","423173","0.0-718.0","<div class='justified'>3. Existen buenos seres espirituales personales, a quienes podríamos llamar ángeles.</div></br>","50","-4"
"","455.0750000003027","SBS_04","SBS","html-slider-response","753","423630","0.0-719.0","<div class='justified'>4. Existen seres espirituales personales malvados, a quienes podríamos llamar demonios.</div></br>","50","-4"
"","449.0649999997695","SBS_05","SBS","html-slider-response","754","424081","0.0-720.0","<div class='justified'>5. Los seres humanos tienen almas inmateriales e inmortales.</div></br>","50","-4"
"","479.7149999999674","SBS_06","SBS","html-slider-response","755","424562","0.0-721.0","<div class='justified'>6. Hay un reino espiritual además del físico.</div></br>","50","-4"
"","458.64500000019325","SBS_07","SBS","html-slider-response","756","425022","0.0-722.0","<div class='justified'>7. Algunas personas irán al cielo cuando mueran.</div></br>","50","-4"
"","460.230000000156","SBS_08","SBS","html-slider-response","757","425484","0.0-723.0","<div class='justified'>8. Algunas personas irán al infierno cuando mueran.</div></br>","50","-4"
"","496.2949999999255","SBS_09","SBS","html-slider-response","758","425981","0.0-724.0","<div class='justified'>9. Los milagros, eventos divinamente causados que no tienen una explicación natural, pueden suceder y lo hacen.</div></br>","50","-4"
"","484.21000000007916","SBS_10","SBS","html-slider-response","759","426467","0.0-725.0","<div class='justified'>10. Hay individuos que son mensajeros de Dios y / o pueden prever el futuro.</div></br>","50","-4"
