"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","condition_within","slider_start","response"
"[{""page_index"":0,""viewing_time"":792},{""page_index"":1,""viewing_time"":378}]","1170","Instructions_01","HRPVBpost","instructions","326","510250","0.0-310.0","","","","",""
"[{""page_index"":0,""viewing_time"":317}]","317","Instructions_02","HRPVBpost","instructions","327","510567","0.0-311.0","","","","",""
"","363.19999999925494","HRPVBpost_07_00","HRPVBpost","html-button-response","328","510933","0.0-312.0-0.0","Histerectomía (extracción del útero)","0","Histerectomía (extracción del útero)","",""
"","744.0999999977648","HRPVBpost_07_02","HRPVBpost","html-slider-response","329","511681","0.0-312.0-1.0","vaginal","","Histerectomía (extracción del útero); vaginal","50","47.3"
"","556","HRPVBpost_07_01","HRPVBpost","html-slider-response","330","512240","0.0-312.0-2.0","cesarea","","Histerectomía (extracción del útero); cesarea","50","46.5"
"","344.5999999977648","HRPVBpost_11_00","HRPVBpost","html-button-response","331","512586","0.0-312.0-0.1","Depresión post parto","0","Depresión post parto","",""
"","561.8999999985099","HRPVBpost_11_01","HRPVBpost","html-slider-response","332","513150","0.0-312.0-1.1","cesarea","","Depresión post parto; cesarea","50","45"
"","656.8000000007451","HRPVBpost_11_02","HRPVBpost","html-slider-response","333","513810","0.0-312.0-2.1","vaginal","","Depresión post parto; vaginal","50","45.7"
"","310.5999999977648","HRPVBpost_09_00","HRPVBpost","html-button-response","334","514122","0.0-312.0-0.2","Lesión de la vagina","0","Lesión de la vagina","",""
"","499","HRPVBpost_09_02","HRPVBpost","html-slider-response","335","514623","0.0-312.0-1.2","vaginal","","Lesión de la vagina; vaginal","50","52.7"
"","631.1000000014901","HRPVBpost_09_01","HRPVBpost","html-slider-response","336","515256","0.0-312.0-2.2","cesarea","","Lesión de la vagina; cesarea","50","46.4"
"","407.5","HRPVBpost_05_00","HRPVBpost","html-button-response","337","515667","0.0-312.0-0.3","Complicaciones de la anestesia","0","Complicaciones de la anestesia","",""
"","529.3999999985099","HRPVBpost_05_02","HRPVBpost","html-slider-response","338","516198","0.0-312.0-1.3","vaginal","","Complicaciones de la anestesia; vaginal","50","49.4"
"","547","HRPVBpost_05_01","HRPVBpost","html-slider-response","339","516747","0.0-312.0-2.3","cesarea","","Complicaciones de la anestesia; cesarea","50","52.6"
"","440.5","HRPVBpost_08_00","HRPVBpost","html-button-response","340","517190","0.0-312.0-0.4","Infección de la herida","0","Infección de la herida","",""
"","632.8000000007451","HRPVBpost_08_02","HRPVBpost","html-slider-response","341","517824","0.0-312.0-1.4","vaginal","","Infección de la herida; vaginal","50","47.9"
"","604.5","HRPVBpost_08_01","HRPVBpost","html-slider-response","342","518432","0.0-312.0-2.4","cesarea","","Infección de la herida; cesarea","50","51.1"
"","357.0999999977648","HRPVBpost_10_00","HRPVBpost","html-button-response","343","518791","0.0-312.0-0.5","Hospitalización de la madre en cuidados intensivos","0","Hospitalización de la madre en cuidados intensivos","",""
"","712.6000000014901","HRPVBpost_10_02","HRPVBpost","html-slider-response","344","519505","0.0-312.0-1.5","vaginal","","Hospitalización de la madre en cuidados intensivos; vaginal","50","53.9"
"","539.1000000014901","HRPVBpost_10_01","HRPVBpost","html-slider-response","345","520047","0.0-312.0-2.5","cesarea","","Hospitalización de la madre en cuidados intensivos; cesarea","50","45.8"
"","334.69999999925494","HRPVBpost_06_00","HRPVBpost","html-button-response","346","520383","0.0-312.0-0.6","Paro cardíaco","0","Paro cardíaco","",""
"","658.6999999992549","HRPVBpost_06_01","HRPVBpost","html-slider-response","347","521043","0.0-312.0-1.6","cesarea","","Paro cardíaco; cesarea","50","51"
"","598.5","HRPVBpost_06_02","HRPVBpost","html-slider-response","348","521643","0.0-312.0-2.6","vaginal","","Paro cardíaco; vaginal","50","51.3"
"[{""page_index"":0,""viewing_time"":335}]","335","Instructions_02","HRPVBpost","instructions","349","521980","0.0-313.0","","","","",""
"","313","HRPVBpost_02_00","HRPVBpost","html-button-response","350","522294","0.0-314.0-0.0","Lesión en el cerebro del bebe por falta de oxígeno","0","Lesión en el cerebro del bebe por falta de oxígeno","",""
"","697.6000000014901","HRPVBpost_02_02","HRPVBpost","html-slider-response","351","522996","0.0-314.0-1.0","vaginal","","Lesión en el cerebro del bebe por falta de oxígeno; vaginal","50","54.1"
"","630.8000000007451","HRPVBpost_02_01","HRPVBpost","html-slider-response","352","523631","0.0-314.0-2.0","cesarea","","Lesión en el cerebro del bebe por falta de oxígeno; cesarea","50","48.7"
"","342.6000000014901","HRPVBpost_04_00","HRPVBpost","html-button-response","353","523975","0.0-314.0-0.1","Dificultades para inicio temprano de lactancia materna","0","Dificultades para inicio temprano de lactancia materna","",""
"","559.2999999970198","HRPVBpost_04_01","HRPVBpost","html-slider-response","354","524536","0.0-314.0-1.1","cesarea","","Dificultades para inicio temprano de lactancia materna; cesarea","50","49.4"
"","738.2999999970198","HRPVBpost_04_02","HRPVBpost","html-slider-response","355","525280","0.0-314.0-2.1","vaginal","","Dificultades para inicio temprano de lactancia materna; vaginal","50","49"
"","343.70000000298023","HRPVBpost_01_00","HRPVBpost","html-button-response","356","525625","0.0-314.0-0.2","Problemas respiratorios del recién nacido","0","Problemas respiratorios del recién nacido","",""
"","525.4000000022352","HRPVBpost_01_01","HRPVBpost","html-slider-response","357","526152","0.0-314.0-1.2","cesarea","","Problemas respiratorios del recién nacido; cesarea","50","51.9"
"","725.5999999977648","HRPVBpost_01_02","HRPVBpost","html-slider-response","358","526879","0.0-314.0-2.2","vaginal","","Problemas respiratorios del recién nacido; vaginal","50","52.5"
"","436.80000000074506","HRPVBpost_03_00","HRPVBpost","html-button-response","359","527318","0.0-314.0-0.3","Hospitalización en cuidados intensivos neonatales","0","Hospitalización en cuidados intensivos neonatales","",""
