"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","question_order","slider_start"
"[{""page_index"":0,""viewing_time"":330}]","330","Instructions_01","COVIDCONTROL","instructions","51","54310","0.0-65.0","","","",""
"","1603.5","COVIDCONTROL_01","COVIDCONTROL","survey-multi-select","52","55917","0.0-66.0","{""Q0"":""Quién más vive en su casa además de usted actualmente? (puede marcar más de una alternativa)""}","{""Q0"":[""&nbsp;Hermano/a(s)/otro familiar menor de 60 años""]}","[0]",""
"","1096","COVIDCONTROL_02","COVIDCONTROL","survey-multi-choice-vertical","53","57016","0.0-67.0","{""Q0"":""Si tuviera que elegir aquella situación que más lo(a) representa durante la pandemia del COVID-19, ¿cuál sería?""}","{""Q0"":"" Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.""}","",""
"","958","COVIDCONTROL_03","COVIDCONTROL","survey-multi-choice-vertical","54","57977","0.0-68.0","{""Q0"":""De forma general, ¿cómo describiría su estado de salud en este último tiempo? Usted diría que es:""}","{""Q0"":"" Ni bueno ni malo""}","",""
"","1516.199999999255","COVIDCONTROL_04","COVIDCONTROL","survey-multi-select","55","59497","0.0-69.0","{""Q0"":""A su alrededor, ¿ha habido diagnósticos de COVID-19? (Marque todas las alternativas que se ajusten a su realidad)""}","{""Q0"":[""&nbsp;No""]}","[0]",""
"","1102","COVIDCONTROL_05","COVIDCONTROL","survey-multi-choice-vertical","56","60602","0.0-70.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Infectarse con COVID-19""}","{""Q0"":"" Muy bajo riesgo""}","",""
"","884","COVIDCONTROL_06","COVIDCONTROL","survey-multi-choice-vertical","57","61488","0.0-71.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Muy alto riesgo""}","",""
"","1209","COVIDCONTROL_07","COVIDCONTROL","survey-multi-choice-vertical","58","62700","0.0-72.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Morir de COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}","",""
"","979","COVIDCONTROL_08","COVIDCONTROL","survey-multi-choice-vertical","59","63683","0.0-73.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Infectarse con COVID-19""}","{""Q0"":"" Muy alto riesgo""}","",""
"","1076","COVIDCONTROL_09","COVIDCONTROL","survey-multi-choice-vertical","60","64762","0.0-74.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Alto riesgo""}","",""
"","1109","COVIDCONTROL_10","COVIDCONTROL","survey-multi-choice-vertical","61","65873","0.0-75.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Morir de COVID-19""}","{""Q0"":"" Muy alto riesgo""}","",""
"","963","COVIDCONTROL_11","COVIDCONTROL","survey-multi-choice-vertical","62","66839","0.0-76.0","{""Q0"":""Cuando compara la situación financiera de su hogar antes y después de la pandemia por COVID-19, ¿considera que ahora es mejor, peor o que se ha mantenido igual que antes?""}","{""Q0"":"" Mejor""}","",""
"","1166","COVIDCONTROL_12","COVIDCONTROL","survey-multi-choice-vertical","63","68009","0.0-77.0","{""Q0"":""¿Cuál de las siguientes frases describe mejor su situación laboral durante la pandemia por COVID-19?""}","{""Q0"":"" No lo sé / Prefiero no responder""}","",""
"","587.7999999970198","COVIDCONTROL_13","COVIDCONTROL","html-slider-response","64","68600","0.0-78.0","<div class=""justified"">¿En qué medida considera que las consecuencias de la pandemia han afectado su calidad de vida?</div></br>","2","","5"
