"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","condition_within","slider_start","response"
"[{""page_index"":0,""viewing_time"":303}]","303","Instructions","HRPVB","instructions","258","156122","0.0-272.0","","","","",""
"[{""page_index"":0,""viewing_time"":267}]","267","Instructions_02","HRPVB","instructions","259","156389","0.0-273.0","","","","",""
"","294.6049999995739","HRPVB_08_00","HRPVB","html-button-response","260","156685","0.0-274.0-0.0","Infección de la herida","0","Infección de la herida","",""
"","585.4349999999395","HRPVB_08_01","HRPVB","html-slider-response","261","157273","0.0-274.0-1.0","cesarea","","Infección de la herida; cesarea","50","45.4"
"","456.61000000016065","HRPVB_08_02","HRPVB","html-slider-response","262","157731","0.0-274.0-2.0","vaginal","","Infección de la herida; vaginal","50","54"
"","263.2349999998987","HRPVB_11_00","HRPVB","html-button-response","263","157996","0.0-274.0-0.1","Depresión post parto","0","Depresión post parto","",""
"","445.83499999999185","HRPVB_11_02","HRPVB","html-slider-response","264","158444","0.0-274.0-1.1","vaginal","","Depresión post parto; vaginal","50","53.1"
"","517.1649999997462","HRPVB_11_01","HRPVB","html-slider-response","265","158964","0.0-274.0-2.1","cesarea","","Depresión post parto; cesarea","50","49.6"
"","256.66499999989173","HRPVB_07_00","HRPVB","html-button-response","266","159223","0.0-274.0-0.2","Histerectomía (extracción del útero)","0","Histerectomía (extracción del útero)","",""
"","387.1699999999546","HRPVB_07_02","HRPVB","html-slider-response","267","159611","0.0-274.0-1.2","vaginal","","Histerectomía (extracción del útero); vaginal","50","50.1"
"","397.1150000002235","HRPVB_07_01","HRPVB","html-slider-response","268","160009","0.0-274.0-2.2","cesarea","","Histerectomía (extracción del útero); cesarea","50","52.4"
"","284.6150000000198","HRPVB_10_00","HRPVB","html-button-response","269","160295","0.0-274.0-0.3","Hospitalización de la madre en cuidados intensivos","0","Hospitalización de la madre en cuidados intensivos","",""
"","476.384999999922","HRPVB_10_02","HRPVB","html-slider-response","270","160773","0.0-274.0-1.3","vaginal","","Hospitalización de la madre en cuidados intensivos; vaginal","50","51.6"
"","406.48999999987427","HRPVB_10_01","HRPVB","html-slider-response","271","161180","0.0-274.0-2.3","cesarea","","Hospitalización de la madre en cuidados intensivos; cesarea","50","46.4"
"","246.65499999991152","HRPVB_06_00","HRPVB","html-button-response","272","161428","0.0-274.0-0.4","Paro cardíaco","0","Paro cardíaco","",""
"","427.6449999997567","HRPVB_06_01","HRPVB","html-slider-response","273","161857","0.0-274.0-1.4","cesarea","","Paro cardíaco; cesarea","50","52.7"
"","390.9350000003469","HRPVB_06_02","HRPVB","html-slider-response","274","162249","0.0-274.0-2.4","vaginal","","Paro cardíaco; vaginal","50","50.3"
"","225.09999999965657","HRPVB_09_00","HRPVB","html-button-response","275","162475","0.0-274.0-0.5","Lesión de la vagina","0","Lesión de la vagina","",""
"","385.9900000002235","HRPVB_09_01","HRPVB","html-slider-response","276","162862","0.0-274.0-1.5","cesarea","","Lesión de la vagina; cesarea","50","48"
"","388.70500000027823","HRPVB_09_02","HRPVB","html-slider-response","277","163253","0.0-274.0-2.5","vaginal","","Lesión de la vagina; vaginal","50","54.8"
"","258.820000000007","HRPVB_05_00","HRPVB","html-button-response","278","163513","0.0-274.0-0.6","Complicaciones de la anestesia","0","Complicaciones de la anestesia","",""
"","435.0750000003027","HRPVB_05_01","HRPVB","html-slider-response","279","163949","0.0-274.0-1.6","cesarea","","Complicaciones de la anestesia; cesarea","50","46.3"
"","411.85499999983585","HRPVB_05_02","HRPVB","html-slider-response","280","164363","0.0-274.0-2.6","vaginal","","Complicaciones de la anestesia; vaginal","50","45.8"
"[{""page_index"":0,""viewing_time"":255}]","255","Instructions_01","HRPVB","instructions","281","164618","0.0-275.0","","","","",""
"","274.97500000026776","HRPVB_01_00","HRPVB","html-button-response","282","164895","0.0-276.0-0.0","Problemas respiratorios del recién nacido","0","Problemas respiratorios del recién nacido","",""
"","413.45000000001164","HRPVB_01_02","HRPVB","html-slider-response","283","165310","0.0-276.0-1.0","vaginal","","Problemas respiratorios del recién nacido; vaginal","50","53.7"
"","391.20000000001164","HRPVB_01_01","HRPVB","html-slider-response","284","165702","0.0-276.0-2.0","cesarea","","Problemas respiratorios del recién nacido; cesarea","50","47.7"
"","238.0749999997497","HRPVB_03_00","HRPVB","html-button-response","285","165941","0.0-276.0-0.1","Hospitalización en cuidados intensivos neonatales","0","Hospitalización en cuidados intensivos neonatales","",""
"","433.5550000000803","HRPVB_03_02","HRPVB","html-slider-response","286","166376","0.0-276.0-1.1","vaginal","","Hospitalización en cuidados intensivos neonatales; vaginal","50","53.6"
"","410.400000000227","HRPVB_03_01","HRPVB","html-slider-response","287","166787","0.0-276.0-2.1","cesarea","","Hospitalización en cuidados intensivos neonatales; cesarea","50","52.8"
"","253.06999999974505","HRPVB_04_00","HRPVB","html-button-response","288","167041","0.0-276.0-0.2","Dificultades para inicio temprano de lactancia materna","0","Dificultades para inicio temprano de lactancia materna","",""
"","432.1799999997893","HRPVB_04_02","HRPVB","html-slider-response","289","167475","0.0-276.0-1.2","vaginal","","Dificultades para inicio temprano de lactancia materna; vaginal","50","51.8"
"","444.0899999999383","HRPVB_04_01","HRPVB","html-slider-response","290","167920","0.0-276.0-2.2","cesarea","","Dificultades para inicio temprano de lactancia materna; cesarea","50","47.5"
"","280.085000000312","HRPVB_02_00","HRPVB","html-button-response","291","168201","0.0-276.0-0.3","Lesión en el cerebro del bebe por falta de oxígeno","0","Lesión en el cerebro del bebe por falta de oxígeno","",""
"","473.654999999766","HRPVB_02_02","HRPVB","html-slider-response","292","168676","0.0-276.0-1.3","vaginal","","Lesión en el cerebro del bebe por falta de oxígeno; vaginal","50","48.1"
"","430.6049999995739","HRPVB_02_01","HRPVB","html-slider-response","293","169108","0.0-276.0-2.3","cesarea","","Lesión en el cerebro del bebe por falta de oxígeno; cesarea","50","45.1"
