"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","question_order","slider_start"
"[{""page_index"":0,""viewing_time"":377}]","378","Instructions_01","COVIDCONTROL","instructions","51","56763","0.0-65.0","","","",""
"","1299.6000000014901","COVIDCONTROL_01","COVIDCONTROL","survey-multi-select","52","58068","0.0-66.0","{""Q0"":""Quién más vive en su casa además de usted actualmente? (puede marcar más de una alternativa)""}","{""Q0"":[""&nbsp;Hijo/a(s)""]}","[0]",""
"","1051","COVIDCONTROL_02","COVIDCONTROL","survey-multi-choice-vertical","53","59122","0.0-67.0","{""Q0"":""Si tuviera que elegir aquella situación que más lo(a) representa durante la pandemia del COVID-19, ¿cuál sería?""}","{""Q0"":"" Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo""}","",""
"","955","COVIDCONTROL_03","COVIDCONTROL","survey-multi-choice-vertical","54","60082","0.0-68.0","{""Q0"":""De forma general, ¿cómo describiría su estado de salud en este último tiempo? Usted diría que es:""}","{""Q0"":"" Bueno""}","",""
"","1624.800000000745","COVIDCONTROL_04","COVIDCONTROL","survey-multi-select","55","61711","0.0-69.0","{""Q0"":""A su alrededor, ¿ha habido diagnósticos de COVID-19? (Marque todas las alternativas que se ajusten a su realidad)""}","{""Q0"":[""&nbsp;Yo tengo/tuve COVID-19""]}","[0]",""
"","1086","COVIDCONTROL_05","COVIDCONTROL","survey-multi-choice-vertical","56","62800","0.0-70.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Infectarse con COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}","",""
"","903","COVIDCONTROL_06","COVIDCONTROL","survey-multi-choice-vertical","57","63708","0.0-71.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Muy bajo riesgo""}","",""
"","1141","COVIDCONTROL_07","COVIDCONTROL","survey-multi-choice-vertical","58","64852","0.0-72.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Morir de COVID-19""}","{""Q0"":"" Muy bajo riesgo""}","",""
"","1085","COVIDCONTROL_08","COVIDCONTROL","survey-multi-choice-vertical","59","65942","0.0-73.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Infectarse con COVID-19""}","{""Q0"":"" Muy alto riesgo""}","",""
"","1072","COVIDCONTROL_09","COVIDCONTROL","survey-multi-choice-vertical","60","67022","0.0-74.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}","",""
"","1252","COVIDCONTROL_10","COVIDCONTROL","survey-multi-choice-vertical","61","68278","0.0-75.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Morir de COVID-19""}","{""Q0"":"" Muy alto riesgo""}","",""
"","944","COVIDCONTROL_11","COVIDCONTROL","survey-multi-choice-vertical","62","69226","0.0-76.0","{""Q0"":""Cuando compara la situación financiera de su hogar antes y después de la pandemia por COVID-19, ¿considera que ahora es mejor, peor o que se ha mantenido igual que antes?""}","{""Q0"":"" No lo sé / Prefiero no responder""}","",""
"","1075","COVIDCONTROL_12","COVIDCONTROL","survey-multi-choice-vertical","63","70304","0.0-77.0","{""Q0"":""¿Cuál de las siguientes frases describe mejor su situación laboral durante la pandemia por COVID-19?""}","{""Q0"":"" No lo sé / Prefiero no responder""}","",""
"","581.5","COVIDCONTROL_13","COVIDCONTROL","html-slider-response","64","70888","0.0-78.0","<div class=""justified"">¿En qué medida considera que las consecuencias de la pandemia han afectado su calidad de vida?</div></br>","1","","5"
