"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","condition_within","slider_start","response"
"[{""page_index"":0,""viewing_time"":393},{""page_index"":1,""viewing_time"":439}]","833","Instructions_01","HRPVBpost","instructions","739","584045","0.0-771.0","","","","",""
"[{""page_index"":0,""viewing_time"":359}]","360","Instructions_02","HRPVBpost","instructions","740","584406","0.0-772.0","","","","",""
"","369.5","HRPVBpost_04_00","HRPVBpost","html-button-response","741","584780","0.0-773.0-0.0","Dificultades para inicio temprano de lactancia materna","0","Dificultades para inicio temprano de lactancia materna","",""
"","538.1999999992549","HRPVBpost_04_02","HRPVBpost","html-slider-response","742","585321","0.0-773.0-1.0","vaginal","","Dificultades para inicio temprano de lactancia materna; vaginal","50","52.9"
"","629.4000000022352","HRPVBpost_04_01","HRPVBpost","html-slider-response","743","585953","0.0-773.0-2.0","cesarea","","Dificultades para inicio temprano de lactancia materna; cesarea","50","50.3"
"","437","HRPVBpost_02_00","HRPVBpost","html-button-response","744","586392","0.0-773.0-0.1","Lesión en el cerebro del bebe por falta de oxígeno","0","Lesión en el cerebro del bebe por falta de oxígeno","",""
"","494.1000000014901","HRPVBpost_02_01","HRPVBpost","html-slider-response","745","586888","0.0-773.0-1.1","cesarea","","Lesión en el cerebro del bebe por falta de oxígeno; cesarea","50","48.2"
"","623","HRPVBpost_02_02","HRPVBpost","html-slider-response","746","587514","0.0-773.0-2.1","vaginal","","Lesión en el cerebro del bebe por falta de oxígeno; vaginal","50","45.8"
"","421","HRPVBpost_03_00","HRPVBpost","html-button-response","747","587937","0.0-773.0-0.2","Hospitalización en cuidados intensivos neonatales","0","Hospitalización en cuidados intensivos neonatales","",""
"","605.1999999992549","HRPVBpost_03_02","HRPVBpost","html-slider-response","748","588544","0.0-773.0-1.2","vaginal","","Hospitalización en cuidados intensivos neonatales; vaginal","50","46.8"
"","638.3000000007451","HRPVBpost_03_01","HRPVBpost","html-slider-response","749","589185","0.0-773.0-2.2","cesarea","","Hospitalización en cuidados intensivos neonatales; cesarea","50","54.2"
"","457","HRPVBpost_01_00","HRPVBpost","html-button-response","750","589644","0.0-773.0-0.3","Problemas respiratorios del recién nacido","0","Problemas respiratorios del recién nacido","",""
"","633.2000000029802","HRPVBpost_01_02","HRPVBpost","html-slider-response","751","590282","0.0-773.0-1.3","vaginal","","Problemas respiratorios del recién nacido; vaginal","50","50.3"
"","539","HRPVBpost_01_01","HRPVBpost","html-slider-response","752","590823","0.0-773.0-2.3","cesarea","","Problemas respiratorios del recién nacido; cesarea","50","48.1"
"[{""page_index"":0,""viewing_time"":413}]","413","Instructions_02","HRPVBpost","instructions","753","591237","0.0-774.0","","","","",""
"","358.69999999925494","HRPVBpost_05_00","HRPVBpost","html-button-response","754","591599","0.0-775.0-0.0","Complicaciones de la anestesia","0","Complicaciones de la anestesia","",""
"","538.3000000007451","HRPVBpost_05_01","HRPVBpost","html-slider-response","755","592139","0.0-775.0-1.0","cesarea","","Complicaciones de la anestesia; cesarea","50","52.9"
"","650.1999999992549","HRPVBpost_05_02","HRPVBpost","html-slider-response","756","592792","0.0-775.0-2.0","vaginal","","Complicaciones de la anestesia; vaginal","50","50.3"
"","457.69999999925494","HRPVBpost_10_00","HRPVBpost","html-button-response","757","593252","0.0-775.0-0.1","Hospitalización de la madre en cuidados intensivos","0","Hospitalización de la madre en cuidados intensivos","",""
"","591.6999999992549","HRPVBpost_10_02","HRPVBpost","html-slider-response","758","593847","0.0-775.0-1.1","vaginal","","Hospitalización de la madre en cuidados intensivos; vaginal","50","48.2"
"","553.1000000014901","HRPVBpost_10_01","HRPVBpost","html-slider-response","759","594403","0.0-775.0-2.1","cesarea","","Hospitalización de la madre en cuidados intensivos; cesarea","50","45.8"
"","438.5999999977648","HRPVBpost_08_00","HRPVBpost","html-button-response","760","594844","0.0-775.0-0.2","Infección de la herida","0","Infección de la herida","",""
"","603.6999999992549","HRPVBpost_08_02","HRPVBpost","html-slider-response","761","595450","0.0-775.0-1.2","vaginal","","Infección de la herida; vaginal","50","46.8"
"","596.1999999992549","HRPVBpost_08_01","HRPVBpost","html-slider-response","762","596050","0.0-775.0-2.2","cesarea","","Infección de la herida; cesarea","50","54.2"
"","475.4000000022352","HRPVBpost_09_00","HRPVBpost","html-button-response","763","596527","0.0-775.0-0.3","Lesión de la vagina","0","Lesión de la vagina","",""
"","671.8000000007451","HRPVBpost_09_01","HRPVBpost","html-slider-response","764","597204","0.0-775.0-1.3","cesarea","","Lesión de la vagina; cesarea","50","50.3"
"","553.6999999992549","HRPVBpost_09_02","HRPVBpost","html-slider-response","765","597760","0.0-775.0-2.3","vaginal","","Lesión de la vagina; vaginal","50","48.1"
"","349.80000000074506","HRPVBpost_07_00","HRPVBpost","html-button-response","766","598113","0.0-775.0-0.4","Histerectomía (extracción del útero)","0","Histerectomía (extracción del útero)","",""
"","680.3999999985099","HRPVBpost_07_01","HRPVBpost","html-slider-response","767","598797","0.0-775.0-1.4","cesarea","","Histerectomía (extracción del útero); cesarea","50","49.9"
"","560.6000000014901","HRPVBpost_07_02","HRPVBpost","html-slider-response","768","599363","0.0-775.0-2.4","vaginal","","Histerectomía (extracción del útero); vaginal","50","49.8"
"","383.5999999977648","HRPVBpost_11_00","HRPVBpost","html-button-response","769","599749","0.0-775.0-0.5","Depresión post parto","0","Depresión post parto","",""
