"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":225}]","225","Instructions","ERQ","instructions","155","77575","0.0-167.0","","",""
"","407.3150000003807","ERQ_01","ERQ","html-slider-response","156","77983","0.0-168.0","<div class='justified'>1. Cuando quiero sentir una emoción más positiva (como la alegría o la diversión), cambio lo que estoy pensando.</div></br>","50","1"
"","356.2499999998254","ERQ_02","ERQ","html-slider-response","157","78340","0.0-169.0","<div class='justified'>2. Mantengo mis emociones para mí mismo.</div></br>","50","1"
"","352.314999999624","ERQ_03","ERQ","html-slider-response","158","78694","0.0-170.0","<div class='justified'>3. Cuando quiero sentir una emoción menos negativa (como tristeza o enojo), cambio lo que estoy pensando.</div></br>","50","1"
"","337.4949999997625","ERQ_04","ERQ","html-slider-response","159","79032","0.0-171.0","<div class='justified'>4. Cuando siento emociones positivas, tengo cuidado de no expresarlas.</div></br>","50","1"
"","335.6850000000122","ERQ_05","ERQ","html-slider-response","160","79369","0.0-172.0","<div class='justified'>5. Cuando me enfrento a una situación estresante, me hago pensar en ello de una manera que me ayuda a mantener la calma.</div></br>","50","1"
"","342.8399999997928","ERQ_06","ERQ","html-slider-response","161","79713","0.0-173.0","<div class='justified'>6. Controlo mis emociones al no expresarlas.</div></br>","50","1"
"","351.315000000337","ERQ_07","ERQ","html-slider-response","162","80065","0.0-174.0","<div class='justified'>7. Cuando quiero sentir una emoción más positiva, cambio la forma en que estoy pensando en la situación.</div></br>","50","1"
"","344.86000000016065","ERQ_08","ERQ","html-slider-response","163","80411","0.0-175.0","<div class='justified'>8. Controlo mis emociones cambiando la forma en que pienso acerca de la situación en la que estoy.</div></br>","50","1"
"","352.324999999837","ERQ_09","ERQ","html-slider-response","164","80764","0.0-176.0","<div class='justified'>9. Cuando estoy sintiendo emociones negativas, me aseguro de no expresarlas.</div></br>","50","1"
"","334.6750000000611","ERQ_10","ERQ","html-slider-response","165","81100","0.0-177.0","<div class='justified'>10. Si quiero sentir una emoción menos negativa, cambio la forma en que pienso en la situación.</div></br>","50","1"
