"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":488}]","489","Instructions_01","PWb","instructions","626","752258","0.0-590.0","","",""
"","647.8000000007451","PWb_01","PWb","html-slider-response","627","752907","0.0-591.0","<div class='justified'>1.- Cuando repaso la historia de mi vida estoy contento/a con cómo han resultado las cosas.</div></br>","50","1"
"","472.79999999701977","PWb_02","PWb","html-slider-response","628","753382","0.0-592.0","<div class='justified'>2.- A menudo me siento solo/a porque tengo pocos amigos íntimos con quien compartir mis preocupaciones.</div></br>","50","1"
"","651.8999999985099","PWb_03","PWb","html-slider-response","629","754037","0.0-593.0","<div class='justified'>3.- No tengo miedo de expresar mis opiniones, incluso cuando son opuestas a las opiniones de la mayoría de la gente.</div></br>","50","1"
"","786.9000000022352","PWb_04","PWb","html-slider-response","630","754827","0.0-594.0","<div class='justified'>4.- Me preocupa cómo otra gente evalúa las elecciones que he hecho en mi vida.</div></br>","50","1"
"","605.4000000022352","PWb_05","PWb","html-slider-response","631","755434","0.0-595.0","<div class='justified'>5.- Me resulta difícil dirigir mi vida hacia un camino que me satisfaga.</div></br>","50","1"
"","653.6999999992549","PWb_06","PWb","html-slider-response","632","756089","0.0-596.0","<div class='justified'>6.- Disfruto haciendo planes para el futuro y trabajar para hacerlos realidad.</div></br>","50","1"
"","606.3000000007451","PWb_07","PWb","html-slider-response","633","756697","0.0-597.0","<div class='justified'>7.- En general, me siento seguro/a y positivo/a conmigo mismo/a.</div></br>","50","1"
"","556","PWb_08","PWb","html-slider-response","634","757255","0.0-598.0","<div class='justified'>8.- No tengo muchas personas que quieran escucharme cuando necesito hablar.</div></br>","50","1"
"","858.5","PWb_09","PWb","html-slider-response","635","758116","0.0-599.0","<div class='justified'>9.- Tiendo a preocuparme sobre lo que otra gente piensa de mí.</div></br>","50","1"
"","684.8000000007451","PWb_10","PWb","html-slider-response","636","758803","0.0-600.0","<div class='justified'>10.- Me juzgo por lo que yo creo que es importante, no por los valores que otros piensan que son importantes.</div></br>","50","1"
"","783.6999999992549","PWb_11","PWb","html-slider-response","637","759589","0.0-601.0","<div class='justified'>11.- He sido capaz de construir un hogar y un modo de vida a mi gusto.</div></br>","50","1"
"","946.8999999985099","PWb_12","PWb","html-slider-response","638","760540","0.0-602.0","<div class='justified'>12.- Soy una persona activa al realizar los proyectos que propuse para mí mismo/a.</div></br>","50","1"
"","652.6999999992549","PWb_13","PWb","html-slider-response","639","761196","0.0-603.0","<div class='justified'>13.- Si tuviera oportunidad, hay muchas cosas de mi mismo/a que cambiaría.</div></br>","50","1"
"","537","PWb_14","PWb","html-slider-response","640","761735","0.0-604.0","<div class='justified'>14.- Siento que mis amistades me aportan muchas cosas.</div></br>","50","1"
"","712.1999999992549","PWb_15","PWb","html-slider-response","641","762450","0.0-605.0","<div class='justified'>15.- Tiendo a estar influenciado/a por la gente con fuertes convicciones.</div></br>","50","1"
