"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","condition_within","slider_start","response"
"[{""page_index"":0,""viewing_time"":494},{""page_index"":1,""viewing_time"":393}]","888","Instructions_01","HRPVBpost","instructions","326","496985","0.0-310.0","","","","",""
"[{""page_index"":0,""viewing_time"":381}]","382","Instructions_02","HRPVBpost","instructions","327","497367","0.0-311.0","","","","",""
"","362","HRPVBpost_04_00","HRPVBpost","html-button-response","328","497731","0.0-312.0-0.0","Dificultades para inicio temprano de lactancia materna","0","Dificultades para inicio temprano de lactancia materna","",""
"","751.6000000014901","HRPVBpost_04_01","HRPVBpost","html-slider-response","329","498486","0.0-312.0-1.0","cesarea","","Dificultades para inicio temprano de lactancia materna; cesarea","50","50.4"
"","622.6999999992549","HRPVBpost_04_02","HRPVBpost","html-slider-response","330","499112","0.0-312.0-2.0","vaginal","","Dificultades para inicio temprano de lactancia materna; vaginal","50","45.6"
"","316.80000000074506","HRPVBpost_01_00","HRPVBpost","html-button-response","331","499431","0.0-312.0-0.1","Problemas respiratorios del recién nacido","0","Problemas respiratorios del recién nacido","",""
"","676.3000000007451","HRPVBpost_01_02","HRPVBpost","html-slider-response","332","500109","0.0-312.0-1.1","vaginal","","Problemas respiratorios del recién nacido; vaginal","50","52.9"
"","677.6000000014901","HRPVBpost_01_01","HRPVBpost","html-slider-response","333","500789","0.0-312.0-2.1","cesarea","","Problemas respiratorios del recién nacido; cesarea","50","47.2"
"","321.30000000074506","HRPVBpost_03_00","HRPVBpost","html-button-response","334","501112","0.0-312.0-0.2","Hospitalización en cuidados intensivos neonatales","0","Hospitalización en cuidados intensivos neonatales","",""
"","562.3999999985099","HRPVBpost_03_01","HRPVBpost","html-slider-response","335","501676","0.0-312.0-1.2","cesarea","","Hospitalización en cuidados intensivos neonatales; cesarea","50","53.8"
"","745.6999999992549","HRPVBpost_03_02","HRPVBpost","html-slider-response","336","502423","0.0-312.0-2.2","vaginal","","Hospitalización en cuidados intensivos neonatales; vaginal","50","48.2"
"","333","HRPVBpost_02_00","HRPVBpost","html-button-response","337","502758","0.0-312.0-0.3","Lesión en el cerebro del bebe por falta de oxígeno","0","Lesión en el cerebro del bebe por falta de oxígeno","",""
"","581.8999999985099","HRPVBpost_02_01","HRPVBpost","html-slider-response","338","503342","0.0-312.0-1.3","cesarea","","Lesión en el cerebro del bebe por falta de oxígeno; cesarea","50","54.5"
"","617.8000000007451","HRPVBpost_02_02","HRPVBpost","html-slider-response","339","503962","0.0-312.0-2.3","vaginal","","Lesión en el cerebro del bebe por falta de oxígeno; vaginal","50","48.5"
"[{""page_index"":0,""viewing_time"":448}]","449","Instructions_02","HRPVBpost","instructions","340","504412","0.0-313.0","","","","",""
"","310.4000000022352","HRPVBpost_05_00","HRPVBpost","html-button-response","341","504724","0.0-314.0-0.0","Complicaciones de la anestesia","0","Complicaciones de la anestesia","",""
"","566.6000000014901","HRPVBpost_05_02","HRPVBpost","html-slider-response","342","505293","0.0-314.0-1.0","vaginal","","Complicaciones de la anestesia; vaginal","50","45.8"
"","641.8000000007451","HRPVBpost_05_01","HRPVBpost","html-slider-response","343","505937","0.0-314.0-2.0","cesarea","","Complicaciones de la anestesia; cesarea","50","52.9"
"","364.19999999925494","HRPVBpost_11_00","HRPVBpost","html-button-response","344","506303","0.0-314.0-0.1","Depresión post parto","0","Depresión post parto","",""
"","599.5","HRPVBpost_11_01","HRPVBpost","html-slider-response","345","506906","0.0-314.0-1.1","cesarea","","Depresión post parto; cesarea","50","52.9"
"","524.1999999992549","HRPVBpost_11_02","HRPVBpost","html-slider-response","346","507433","0.0-314.0-2.1","vaginal","","Depresión post parto; vaginal","50","53"
"","464.69999999925494","HRPVBpost_08_00","HRPVBpost","html-button-response","347","507900","0.0-314.0-0.2","Infección de la herida","0","Infección de la herida","",""
"","653.1000000014901","HRPVBpost_08_02","HRPVBpost","html-slider-response","348","508556","0.0-314.0-1.2","vaginal","","Infección de la herida; vaginal","50","53.5"
"","536.8000000007451","HRPVBpost_08_01","HRPVBpost","html-slider-response","349","509096","0.0-314.0-2.2","cesarea","","Infección de la herida; cesarea","50","49.8"
"","400","HRPVBpost_09_00","HRPVBpost","html-button-response","350","509497","0.0-314.0-0.3","Lesión de la vagina","0","Lesión de la vagina","",""
"","859.8999999985099","HRPVBpost_09_02","HRPVBpost","html-slider-response","351","510360","0.0-314.0-1.3","vaginal","","Lesión de la vagina; vaginal","50","46.6"
"","564.1000000014901","HRPVBpost_09_01","HRPVBpost","html-slider-response","352","510926","0.0-314.0-2.3","cesarea","","Lesión de la vagina; cesarea","50","48.6"
"","310.30000000074506","HRPVBpost_06_00","HRPVBpost","html-button-response","353","511238","0.0-314.0-0.4","Paro cardíaco","0","Paro cardíaco","",""
"","735","HRPVBpost_06_02","HRPVBpost","html-slider-response","354","511975","0.0-314.0-1.4","vaginal","","Paro cardíaco; vaginal","50","46"
"","643.6000000014901","HRPVBpost_06_01","HRPVBpost","html-slider-response","355","512622","0.0-314.0-2.4","cesarea","","Paro cardíaco; cesarea","50","55"
"","319","HRPVBpost_10_00","HRPVBpost","html-button-response","356","512943","0.0-314.0-0.5","Hospitalización de la madre en cuidados intensivos","0","Hospitalización de la madre en cuidados intensivos","",""
"","627.5","HRPVBpost_10_01","HRPVBpost","html-slider-response","357","513572","0.0-314.0-1.5","cesarea","","Hospitalización de la madre en cuidados intensivos; cesarea","50","48.5"
"","721","HRPVBpost_10_02","HRPVBpost","html-slider-response","358","514296","0.0-314.0-2.5","vaginal","","Hospitalización de la madre en cuidados intensivos; vaginal","50","54.7"
"","645.8999999985099","HRPVBpost_07_00","HRPVBpost","html-button-response","359","514944","0.0-314.0-0.6","Histerectomía (extracción del útero)","0","Histerectomía (extracción del útero)","",""
"","669.1999999992549","HRPVBpost_07_02","HRPVBpost","html-slider-response","360","515616","0.0-314.0-1.6","vaginal","","Histerectomía (extracción del útero); vaginal","50","48.4"
"","663.6000000014901","HRPVBpost_07_01","HRPVBpost","html-slider-response","361","516282","0.0-314.0-2.6","cesarea","","Histerectomía (extracción del útero); cesarea","50","54.6"
