"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","slider_start","response"
"[{""page_index"":0,""viewing_time"":310}]","310","Instructions","OTRASRELIG","instructions","506","270013","0.0-461.0","","",""
"","475.0899999999092","OTRASRELIG_01","OTRASRELIG","html-slider-response","507","270491","0.0-462.0","<div class=""justified"">¿Qué tan importante considera que es Dios en su vida? </div></br>","50","1"
"","461","OTRASRELIG_02","OTRASRELIG","survey-multi-choice-vertical","508","270955","0.0-463.0","{""Q0"":""¿Cree usted en Dios?""}","","{""Q0"":"" Sí""}"
"","472","OTRASRELIG_03","OTRASRELIG","survey-multi-choice-vertical","509","271429","0.0-464.0","{""Q0"":""¿Cree usted en la vida después de la muerte?""}","","{""Q0"":"" Sí""}"
"","454","OTRASRELIG_04","OTRASRELIG","survey-multi-choice-vertical","510","271884","0.0-465.0","{""Q0"":""¿Cree usted en el Infierno?""}","","{""Q0"":"" No""}"
"","455","OTRASRELIG_05","OTRASRELIG","survey-multi-choice-vertical","511","272340","0.0-466.0","{""Q0"":""¿Cree usted en el Cielo?""}","","{""Q0"":"" Sí""}"
"","679","OTRASRELIG_06","OTRASRELIG","survey-multi-choice-vertical","512","273021","0.0-467.0","{""Q0"":""Fui criado(a)""}","","{""Q0"":"" Religioso(a), de otra afiliación.""}"
"","458","OTRASRELIG_07","OTRASRELIG","survey-text","513","273482","0.0-468.0-0.0","{""Q0"":""¿Cuál es su religión?""}","","{""Q0"":""l54uwx8gqWJwA3sA78agE5QsHN6C7w8m1p5GF""}"
"","674","OTRASRELIG_08","OTRASRELIG","survey-multi-choice-vertical","514","274159","0.0-469.0","{""Q0"":""¿Cuál de los siguientes corresponde a su preferencia y/o afiliación religiosa?""}","","{""Q0"":"" Otro""}"
"","445","OTRASRELIG_09","OTRASRELIG","survey-text","515","274606","0.0-470.0-0.0","{""Q0"":""¿Cuál es su preferencia y/o afiliación religiosa?""}","","{""Q0"":""8SJ37Dc""}"
"","738","OTRASRELIG_10","OTRASRELIG","survey-multi-choice-vertical","516","275346","0.0-471.0","{""Q0"":""¿Su familia y/o amigos pertenecen a su mismo grupo religioso?""}","","{""Q0"":"" Solo algunos""}"
"","853","OTRASRELIG_11","OTRASRELIG","survey-multi-choice-vertical","517","276204","0.0-472.0","{""Q0"":""Sin considerar matrimonios y funerales, y sin considerar el periodo de pandemia, ¿qué tan seguido asiste a servicios religiosos?""}","","{""Q0"":"" Nunca, o practicamente nunca""}"
