"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","slider_start"
"[{""page_index"":0,""viewing_time"":537}]","538","Instructions_01","ITC","instructions","454","644734","0.0-412.0","","",""
"","620","ITC_01","ITC","survey-multi-choice-vertical","455","645357","0.0-413.0","{""Q0"":""1. ¿Qué opción preferirías?""}","{""Q0"":"" $3400000 este mes""}",""
"","749","ITC_02","ITC","survey-multi-choice-vertical","456","646112","0.0-414.0","{""Q0"":""2. ¿Qué opción preferirías?""}","{""Q0"":"" $140000 el próximo mes""}",""
"","793","ITC_03","ITC","survey-multi-choice-vertical","457","646910","0.0-415.0","{""Q0"":""3. ¿Qué opción preferirías?""}","{""Q0"":"" $100000 ahora""}",""
"","693","ITC_04","ITC","survey-multi-choice-vertical","458","647606","0.0-416.0","{""Q0"":""4. ¿Qué opción preferirías?""}","{""Q0"":"" $100000 en 10 años""}",""
"","867","ITC_05","ITC","survey-multi-choice-vertical","459","648476","0.0-417.0","{""Q0"":""5. ¿Qué opción preferirías?""}","{""Q0"":"" $40000 inmediatamente""}",""
"","961","ITC_06","ITC","survey-multi-choice-vertical","460","649439","0.0-418.0","{""Q0"":""6. ¿Qué opción preferirías?""}","{""Q0"":"" $20000 cada año durante 7 años""}",""
"","1178","ITC_07","ITC","survey-multi-choice-vertical","461","650624","0.0-419.0","{""Q0"":""7. ¿Qué opción preferirías?""}","{""Q0"":"" $400000""}",""
"","833","ITC_08","ITC","survey-multi-choice-vertical","462","651464","0.0-420.0","{""Q0"":""8. ¿Qué opción preferirías?""}","{""Q0"":"" $100000 cada año durante 25 años""}",""
"","1017","ITC_09","ITC","survey-multi-choice-vertical","463","652483","0.0-421.0","{""Q0"":""9. ¿Qué opción preferirías?""}","{""Q0"":"" Un masaje de 30 mins. en dos semanas""}",""
"","905","ITC_10","ITC","survey-multi-choice-vertical","464","653392","0.0-422.0","{""Q0"":""10. ¿Qué opción preferirías?""}","{""Q0"":"" Perder $1000000 este año""}",""
"","706","ITC_11","ITC","survey-multi-choice-vertical","465","654102","0.0-423.0","{""Q0"":""11. ¿Qué opción preferirías?""}","{""Q0"":"" Sacarte un diente hoy""}",""
"","840.1999999992549","ITC_12","ITC","html-slider-response","466","654949","0.0-424.0","<div class='justified'>12. ¿Cuán impulsivo eres?</div></br>","-4","50"
"","578","ITC_13","ITC","html-slider-response","467","655530","0.0-425.0","<div class='justified'>13. ¿Cuánto tiempo tiendes a procastinar (perder el tiempo cuando tienes que hacer algo importante?</div></br>","-4","50"
"","554.3000000007451","ITC_14","ITC","html-slider-response","468","656087","0.0-426.0","<div class='justified'>14. ¿Cuánto piensas en tu futuro?</div></br>","-4","50"
"","1016","ITC_15","ITC","survey-multi-choice-vertical","469","657108","0.0-427.0","{""Q0"":""15. Te has encontrado una billetera en cuyo interior hay una suma grande de dinero y la identificación del dueño. ¿Qué crees que harías?""}","{""Q0"":"" Devuelves la billetera sin dejar que el dueño sepa quien eres""}",""
"","761","ITC_16","ITC","survey-multi-choice-vertical","470","657873","0.0-428.0","{""Q0"":""16. Un(a) niño(a) andando en triciclo pasa por tu casa aparentando estar perdido.  ¿Qué crees que harías?""}","{""Q0"":"" Ingnoras al niño(a) para evitar potenciales malos entendidos y problemas""}",""
"","1128","ITC_17","ITC","survey-multi-choice-vertical","471","659007","0.0-429.0","{""Q0"":""17. ¿Qué sería más probable que hicieras un sábado por la tarde?""}","{""Q0"":"" Trabajar en un horario media jornada""}",""
"","1061","ITC_18","ITC","survey-multi-choice-vertical","472","660073","0.0-430.0","{""Q0"":""18. Un hombre que no habla español se te acerca en la calle apartentemente por necesita ayuda. ¿Qué crees que harías?""}","{""Q0"":"" Decides qué hacer en base a su apariencia""}",""
"","1354","ITC_19","ITC","survey-multi-choice-vertical","473","661433","0.0-431.0","{""Q0"":""19. La noche anterior a un importante examen un compañero te muestra una copia robada de la prueba.  ¿Qué crees que harías?""}","{""Q0"":"" Dejas una nota anónima informando al profesor que el examen fue robado""}",""
"","861","ITC_20","ITC","survey-multi-choice-vertical","474","662299","0.0-432.0","{""Q0"":""20. En una situación en la que podrías cooperar, pero preferirías no hacerlo:""}","{""Q0"":"" Coopero de todas formas si es útil para los demás""}",""
"","999","ITC_21","ITC","survey-multi-choice-vertical","475","663300","0.0-433.0","{""Q0"":""21. Un amigo(a) te pide prestado(a) una prenda de ropa.  ¿Qué crees que harías?""}","{""Q0"":"" Se la prestas si es que tú podrías pedirle a cambio algo en otra oportunidad""}",""
"","783","ITC_22","ITC","survey-multi-choice-vertical","476","664088","0.0-434.0","{""Q0"":""22. Un(a) compañero(a) de tu clase está teniendo un problema en su casa y en su rendimiento universitario . ¿Qué crees que harías?""}","{""Q0"":"" Dejas a la persona sola resolviendo sus propios problemas""}",""
"","957","ITC_23","ITC","survey-multi-choice-vertical","477","665048","0.0-435.0","{""Q0"":""23. Estás en el segundo piso de un edificio y notas a un hombre con problemas de equililbrio y apartentando estar en problemas. ¿Qué crees que harías?""}","{""Q0"":"" Llamas a la policia temiendo algún posible peligro""}",""
"","806","ITC_24","ITC","survey-multi-choice-vertical","478","665860","0.0-436.0","{""Q0"":""24. Estando solo(a) en tu casa, escuchas afuera a una mujer pidiendo ayuda. ¿Qué crees que harías?""}","{""Q0"":"" Por temor prefieres no hacer nada""}",""
"","920","ITC_25","ITC","survey-multi-choice-vertical","479","666785","0.0-437.0","{""Q0"":""25. Yendo hacia la universidad ve a una persona de tu mismo sexo y similar edad con problemas en su auto. ¿Qué crees que harías?""}","{""Q0"":"" Te detienes a ayudar aunque la persona sea un extraño""}",""
"","902","ITC_26","ITC","survey-multi-choice-vertical","480","667694","0.0-438.0","{""Q0"":""26. Cuando eres requerido(a) como voluntario(a) para una tarea en la que no recibirás pago. ¿Qué crees que harías?""}","{""Q0"":"" Te comprometes y ayudas si recibirás algún reconocimiento""}",""
"","1196","ITC_27","ITC","survey-multi-choice-vertical","481","668895","0.0-439.0","{""Q0"":""27. Una anciana parada en una esquina aparenta estar perdida. ¿Qué crees que harías?""}","{""Q0"":"" La dejas sola, temiendo que ella pueda pensar que eres un ladrón(a) si vas a ayudar""}",""
"","907","ITC_28","ITC","survey-multi-choice-vertical","482","669809","0.0-440.0","{""Q0"":""28. Un grupo de compañeros tuyos organizó un evento de llamado \""como todo lo que puedas\"" a beneficiencia de una institución de caridad. ¿Qué crees que harías?""}","{""Q0"":"" Compras la entrada sin intención de ir""}",""
"","957","ITC_29","ITC","survey-multi-choice-vertical","483","670770","0.0-441.0","{""Q0"":""29. Una persona \""hace dedo\"" tarde en la noche. Está lloviendo y hay pocos autos en el camino. ¿Qué crees que harías?""}","{""Q0"":"" Continúas manejando por seguridad""}",""
"","889","ITC_30","ITC","survey-multi-choice-vertical","484","671665","0.0-442.0","{""Q0"":""30. Estás en una sala de espera con otra persona. Si escuchas un grito en la sala de al lado y la otra persona no hace nada. ¿Qué crees que harías?""}","{""Q0"":"" Abandonas la sala de espera""}",""
