"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","condition_within","slider_start","response"
"[{""page_index"":0,""viewing_time"":363}]","363","Instructions","HRPVB","instructions","258","154315","0.0-272.0","","","","",""
"[{""page_index"":0,""viewing_time"":373}]","373","Instructions_02","HRPVB","instructions","259","154689","0.0-273.0","","","","",""
"","275.340000000142","HRPVB_07_00","HRPVB","html-button-response","260","154967","0.0-274.0-0.0","Histerectomía (extracción del útero)","0","Histerectomía (extracción del útero)","",""
"","465.8949999998149","HRPVB_07_02","HRPVB","html-slider-response","261","155434","0.0-274.0-1.0","vaginal","","Histerectomía (extracción del útero); vaginal","50","49.9"
"","445.16500000009546","HRPVB_07_01","HRPVB","html-slider-response","262","155882","0.0-274.0-2.0","cesarea","","Histerectomía (extracción del útero); cesarea","50","51.5"
"","260.64500000030966","HRPVB_09_00","HRPVB","html-button-response","263","156144","0.0-274.0-0.1","Lesión de la vagina","0","Lesión de la vagina","",""
"","438.8599999997532","HRPVB_09_02","HRPVB","html-slider-response","264","156584","0.0-274.0-1.1","vaginal","","Lesión de la vagina; vaginal","50","47.3"
"","562.6449999999604","HRPVB_09_01","HRPVB","html-slider-response","265","157148","0.0-274.0-2.1","cesarea","","Lesión de la vagina; cesarea","50","50.3"
"","264.01499999972293","HRPVB_05_00","HRPVB","html-button-response","266","157413","0.0-274.0-0.2","Complicaciones de la anestesia","0","Complicaciones de la anestesia","",""
"","421.72500000015134","HRPVB_05_01","HRPVB","html-slider-response","267","157836","0.0-274.0-1.2","cesarea","","Complicaciones de la anestesia; cesarea","50","48.3"
"","476.66500000012456","HRPVB_05_02","HRPVB","html-slider-response","268","158314","0.0-274.0-2.2","vaginal","","Complicaciones de la anestesia; vaginal","50","47.8"
"","306.1450000000186","HRPVB_10_00","HRPVB","html-button-response","269","158621","0.0-274.0-0.3","Hospitalización de la madre en cuidados intensivos","0","Hospitalización de la madre en cuidados intensivos","",""
"","408.2699999999022","HRPVB_10_01","HRPVB","html-slider-response","270","159031","0.0-274.0-1.3","cesarea","","Hospitalización de la madre en cuidados intensivos; cesarea","50","52.4"
"","420.22500000029686","HRPVB_10_02","HRPVB","html-slider-response","271","159453","0.0-274.0-2.3","vaginal","","Hospitalización de la madre en cuidados intensivos; vaginal","50","54"
"","316.1900000000023","HRPVB_11_00","HRPVB","html-button-response","272","159770","0.0-274.0-0.4","Depresión post parto","0","Depresión post parto","",""
"","511.4650000000547","HRPVB_11_01","HRPVB","html-slider-response","273","160283","0.0-274.0-1.4","cesarea","","Depresión post parto; cesarea","50","53"
"","423.1549999999406","HRPVB_11_02","HRPVB","html-slider-response","274","160708","0.0-274.0-2.4","vaginal","","Depresión post parto; vaginal","50","48.1"
"","261.53999999997905","HRPVB_08_00","HRPVB","html-button-response","275","160971","0.0-274.0-0.5","Infección de la herida","0","Infección de la herida","",""
"","397.37999999988824","HRPVB_08_01","HRPVB","html-slider-response","276","161370","0.0-274.0-1.5","cesarea","","Infección de la herida; cesarea","50","48.8"
"","410.35000000012224","HRPVB_08_02","HRPVB","html-slider-response","277","161782","0.0-274.0-2.5","vaginal","","Infección de la herida; vaginal","50","51.9"
"","260.85000000012224","HRPVB_06_00","HRPVB","html-button-response","278","162044","0.0-274.0-0.6","Paro cardíaco","0","Paro cardíaco","",""
"","411.67499999984284","HRPVB_06_01","HRPVB","html-slider-response","279","162457","0.0-274.0-1.6","cesarea","","Paro cardíaco; cesarea","50","49.3"
"","435.1300000003248","HRPVB_06_02","HRPVB","html-slider-response","280","162894","0.0-274.0-2.6","vaginal","","Paro cardíaco; vaginal","50","49.8"
"[{""page_index"":0,""viewing_time"":277}]","277","Instructions_01","HRPVB","instructions","281","163171","0.0-275.0","","","","",""
"","249.48500000027707","HRPVB_03_00","HRPVB","html-button-response","282","163422","0.0-276.0-0.0","Hospitalización en cuidados intensivos neonatales","0","Hospitalización en cuidados intensivos neonatales","",""
"","422.03999999992084","HRPVB_03_02","HRPVB","html-slider-response","283","163845","0.0-276.0-1.0","vaginal","","Hospitalización en cuidados intensivos neonatales; vaginal","50","52.7"
"","406.7399999999034","HRPVB_03_01","HRPVB","html-slider-response","284","164253","0.0-276.0-2.0","cesarea","","Hospitalización en cuidados intensivos neonatales; cesarea","50","52.4"
"","262.87500000034925","HRPVB_04_00","HRPVB","html-button-response","285","164517","0.0-276.0-0.1","Dificultades para inicio temprano de lactancia materna","0","Dificultades para inicio temprano de lactancia materna","",""
"","402.93000000019674","HRPVB_04_01","HRPVB","html-slider-response","286","164922","0.0-276.0-1.1","cesarea","","Dificultades para inicio temprano de lactancia materna; cesarea","50","54.7"
"","382.689999999915","HRPVB_04_02","HRPVB","html-slider-response","287","165306","0.0-276.0-2.1","vaginal","","Dificultades para inicio temprano de lactancia materna; vaginal","50","48.7"
"","240.2349999997532","HRPVB_01_00","HRPVB","html-button-response","288","165547","0.0-276.0-0.2","Problemas respiratorios del recién nacido","0","Problemas respiratorios del recién nacido","",""
"","403.44500000038533","HRPVB_01_02","HRPVB","html-slider-response","289","165951","0.0-276.0-1.2","vaginal","","Problemas respiratorios del recién nacido; vaginal","50","54.4"
"","389.7149999997928","HRPVB_01_01","HRPVB","html-slider-response","290","166342","0.0-276.0-2.2","cesarea","","Problemas respiratorios del recién nacido; cesarea","50","53.4"
"","237.96499999982188","HRPVB_02_00","HRPVB","html-button-response","291","166581","0.0-276.0-0.3","Lesión en el cerebro del bebe por falta de oxígeno","0","Lesión en el cerebro del bebe por falta de oxígeno","",""
"","426.76000000027125","HRPVB_02_01","HRPVB","html-slider-response","292","167009","0.0-276.0-1.3","cesarea","","Lesión en el cerebro del bebe por falta de oxígeno; cesarea","50","51.3"
"","404.0750000003609","HRPVB_02_02","HRPVB","html-slider-response","293","167415","0.0-276.0-2.3","vaginal","","Lesión en el cerebro del bebe por falta de oxígeno; vaginal","50","49.9"
