"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":328}]","328","Instructions","FDMQ","instructions","220","133779","0.0-234.0","",""
"","602","FDMQ_01","FDMQ","survey-multi-choice-vertical","221","134384","0.0-235.0","{""Q0"":""1. Me gusta considerar todas las alternativas.""}","{""Q0"":"" Es verdad para mi""}"
"","699","FDMQ_02","FDMQ","survey-multi-choice-vertical","222","135086","0.0-236.0","{""Q0"":""2. Intento encontrar las desventajas de cada alternativa.""}","{""Q0"":"" Es verdad para mi""}"
"","549","FDMQ_03","FDMQ","survey-multi-choice-vertical","223","135638","0.0-237.0","{""Q0"":""3. Tomo en consideración cuál sería la mejor manera de llevar adelante una decisión.""}","{""Q0"":"" No es verdad para mi""}"
"","607","FDMQ_04","FDMQ","survey-multi-choice-vertical","224","136248","0.0-238.0","{""Q0"":""4. Cuando tomo decisiones me gusta reunir mucha información.""}","{""Q0"":"" No es verdad para mi""}"
"","567","FDMQ_05","FDMQ","survey-multi-choice-vertical","225","136818","0.0-239.0","{""Q0"":""5. Intento ser claro en mis objetivos antes de elegir.""}","{""Q0"":"" Es verdad para mi""}"
"","566","FDMQ_06","FDMQ","survey-multi-choice-vertical","226","137385","0.0-240.0","{""Q0"":""6. Tomo muchas precauciones antes de elegir.""}","{""Q0"":"" Es verdad para mi""}"
"","560","FDMQ_07","FDMQ","survey-multi-choice-vertical","227","137947","0.0-241.0","{""Q0"":""7. Siempre que afronto una decisión difícil, me siento pesimista respecto a poder encontrar una buena solución.""}","{""Q0"":"" Es verdad para mi""}"
"","562","FDMQ_08","FDMQ","survey-multi-choice-vertical","228","138511","0.0-242.0","{""Q0"":""8. Me siento como si estuviera bajo una tremenda presión de tiempo cuando tomo decisiones.""}","{""Q0"":"" Es verdad para mi""}"
"","789","FDMQ_09","FDMQ","survey-multi-choice-vertical","229","139304","0.0-243.0","{""Q0"":""9. La posibilidad de que alguna cosa de poca importancia pudiera salir mal hace que cambie abruptamente mi preferencia.""}","{""Q0"":"" A veces es verdad""}"
"","496","FDMQ_10","FDMQ","survey-multi-choice-vertical","230","139801","0.0-244.0","{""Q0"":""10. No puedo pensar correctamente si tengo que tomar decisiones apresuradas.""}","{""Q0"":"" A veces es verdad""}"
"","631","FDMQ_11","FDMQ","survey-multi-choice-vertical","231","140435","0.0-245.0","{""Q0"":""11. Después de tomar una decisión, gasto cantidad de tiempo convenciéndome a mí mismo de que era correcta.""}","{""Q0"":"" Es verdad para mi""}"
"","505","FDMQ_12","FDMQ","survey-multi-choice-vertical","232","140944","0.0-246.0","{""Q0"":""12. Evito tomar decisiones.""}","{""Q0"":"" Es verdad para mi""}"
"","538","FDMQ_13","FDMQ","survey-multi-choice-vertical","233","141484","0.0-247.0","{""Q0"":""13. No tomo decisiones a menos que no tenga más remedio.""}","{""Q0"":"" A veces es verdad""}"
"","588","FDMQ_14","FDMQ","survey-multi-choice-vertical","234","142075","0.0-248.0","{""Q0"":""14. Prefiero dejarles a otros tomar las decisiones.""}","{""Q0"":"" No es verdad para mi""}"
"","529","FDMQ_15","FDMQ","survey-multi-choice-vertical","235","142607","0.0-249.0","{""Q0"":""15. No me gusta asumir la responsabilidad de tomar decisiones.""}","{""Q0"":"" Es verdad para mi""}"
"","494","FDMQ_16","FDMQ","survey-multi-choice-vertical","236","143104","0.0-250.0","{""Q0"":""16. Si una decisión puede ser tomada por otra persona o por mi, dejo que la otra persona la tome.""}","{""Q0"":"" No es verdad para mi""}"
"","511","FDMQ_17","FDMQ","survey-multi-choice-vertical","237","143616","0.0-251.0","{""Q0"":""17. Prefiero que las personas que están mejor informadas decidan por mí.""}","{""Q0"":"" A veces es verdad""}"
"","512","FDMQ_18","FDMQ","survey-multi-choice-vertical","238","144130","0.0-252.0","{""Q0"":""18. Pierdo cantidad de tiempo en cuestiones triviales de menor importancia antes de llegar a la decisión final.""}","{""Q0"":"" Es verdad para mi""}"
"","485","FDMQ_19","FDMQ","survey-multi-choice-vertical","239","144618","0.0-253.0","{""Q0"":""19. Incluso después de haber tomado una decisión, retraso ponerla en práctica.""}","{""Q0"":"" A veces es verdad""}"
"","503","FDMQ_20","FDMQ","survey-multi-choice-vertical","240","145124","0.0-254.0","{""Q0"":""20. Cuando tengo que tomar una decisión, espero mucho tiempo antes de empezar a pensar en ello.""}","{""Q0"":"" Es verdad para mi""}"
"","492","FDMQ_21","FDMQ","survey-multi-choice-vertical","241","145617","0.0-255.0","{""Q0"":""21. Retraso tomar decisiones hasta que es demasiado tarde.""}","{""Q0"":"" A veces es verdad""}"
"","513","FDMQ_22","FDMQ","survey-multi-choice-vertical","242","146132","0.0-256.0","{""Q0"":""22. Aplazo tomar decisiones.""}","{""Q0"":"" A veces es verdad""}"
