"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","slider_start"
"[{""page_index"":0,""viewing_time"":310}]","311","Instructions_01","ITC","instructions","456","574836","0.0-412.0","","",""
"","854","ITC_01","ITC","survey-multi-choice-vertical","457","575693","0.0-413.0","{""Q0"":""1. ¿Qué opción preferirías?""}","{""Q0"":"" $3400000 este mes""}",""
"","710","ITC_02","ITC","survey-multi-choice-vertical","458","576411","0.0-414.0","{""Q0"":""2. ¿Qué opción preferirías?""}","{""Q0"":"" $140000 el próximo mes""}",""
"","885","ITC_03","ITC","survey-multi-choice-vertical","459","577301","0.0-415.0","{""Q0"":""3. ¿Qué opción preferirías?""}","{""Q0"":"" $1100000 en 10 años""}",""
"","744","ITC_04","ITC","survey-multi-choice-vertical","460","578049","0.0-416.0","{""Q0"":""4. ¿Qué opción preferirías?""}","{""Q0"":"" $9000 ahora""}",""
"","752","ITC_05","ITC","survey-multi-choice-vertical","461","578804","0.0-417.0","{""Q0"":""5. ¿Qué opción preferirías?""}","{""Q0"":"" $1000000 en 10 años""}",""
"","832","ITC_06","ITC","survey-multi-choice-vertical","462","579640","0.0-418.0","{""Q0"":""6. ¿Qué opción preferirías?""}","{""Q0"":"" $100000 ahora""}",""
"","665","ITC_07","ITC","survey-multi-choice-vertical","463","580308","0.0-419.0","{""Q0"":""7. ¿Qué opción preferirías?""}","{""Q0"":"" $100000 cada año durante 10 años""}",""
"","781","ITC_08","ITC","survey-multi-choice-vertical","464","581092","0.0-420.0","{""Q0"":""8. ¿Qué opción preferirías?""}","{""Q0"":"" $1000000 ahora""}",""
"","820","ITC_09","ITC","survey-multi-choice-vertical","465","581915","0.0-421.0","{""Q0"":""9. ¿Qué opción preferirías?""}","{""Q0"":"" Un masaje de 45 mins. en algunos meses""}",""
"","660","ITC_10","ITC","survey-multi-choice-vertical","466","582578","0.0-422.0","{""Q0"":""10. ¿Qué opción preferirías?""}","{""Q0"":"" Perder $2000000 el próximo año""}",""
"","858","ITC_11","ITC","survey-multi-choice-vertical","467","583441","0.0-423.0","{""Q0"":""11. ¿Qué opción preferirías?""}","{""Q0"":"" Sacarte un diente hoy""}",""
"","575.8000000007451","ITC_12","ITC","html-slider-response","468","584019","0.0-424.0","<div class='justified'>12. ¿Cuán impulsivo eres?</div></br>","-4","50"
"","579.2000000029802","ITC_13","ITC","html-slider-response","469","584600","0.0-425.0","<div class='justified'>13. ¿Cuánto tiempo tiendes a procastinar (perder el tiempo cuando tienes que hacer algo importante?</div></br>","-4","50"
"","700.6000000014901","ITC_14","ITC","html-slider-response","470","585303","0.0-426.0","<div class='justified'>14. ¿Cuánto piensas en tu futuro?</div></br>","-4","50"
"","889","ITC_15","ITC","survey-multi-choice-vertical","471","586196","0.0-427.0","{""Q0"":""15. Te has encontrado una billetera en cuyo interior hay una suma grande de dinero y la identificación del dueño. ¿Qué crees que harías?""}","{""Q0"":"" Devuelves la billetera esperando recibir una recompensa""}",""
"","1030","ITC_16","ITC","survey-multi-choice-vertical","472","587230","0.0-428.0","{""Q0"":""16. Un(a) niño(a) andando en triciclo pasa por tu casa aparentando estar perdido.  ¿Qué crees que harías?""}","{""Q0"":"" Le preguntas al niño(a) donde vive y lo llevas a su casa""}",""
"","801","ITC_17","ITC","survey-multi-choice-vertical","473","588034","0.0-429.0","{""Q0"":""17. ¿Qué sería más probable que hicieras un sábado por la tarde?""}","{""Q0"":"" Ayudar a un amigo a limpiar su sótano""}",""
"","1365","ITC_18","ITC","survey-multi-choice-vertical","474","589403","0.0-430.0","{""Q0"":""18. Un hombre que no habla español se te acerca en la calle apartentemente por necesita ayuda. ¿Qué crees que harías?""}","{""Q0"":"" Haces como si no lo hubieras escuchado""}",""
"","746","ITC_19","ITC","survey-multi-choice-vertical","475","590154","0.0-431.0","{""Q0"":""19. La noche anterior a un importante examen un compañero te muestra una copia robada de la prueba.  ¿Qué crees que harías?""}","{""Q0"":"" Te niegas a ver el examen robado y no le dices nada al profesor""}",""
"","1015","ITC_20","ITC","survey-multi-choice-vertical","476","591173","0.0-432.0","{""Q0"":""20. En una situación en la que podrías cooperar, pero preferirías no hacerlo:""}","{""Q0"":"" Simplemente no lo hago""}",""
"","835","ITC_21","ITC","survey-multi-choice-vertical","477","592011","0.0-433.0","{""Q0"":""21. Un amigo(a) te pide prestado(a) una prenda de ropa.  ¿Qué crees que harías?""}","{""Q0"":"" Se la prestas si es que tú podrías pedirle a cambio algo en otra oportunidad""}",""
"","949","ITC_22","ITC","survey-multi-choice-vertical","478","592964","0.0-434.0","{""Q0"":""22. Un(a) compañero(a) de tu clase está teniendo un problema en su casa y en su rendimiento universitario . ¿Qué crees que harías?""}","{""Q0"":"" Le dices a la persona que no te moleste""}",""
"","798","ITC_23","ITC","survey-multi-choice-vertical","479","593766","0.0-435.0","{""Q0"":""23. Estás en el segundo piso de un edificio y notas a un hombre con problemas de equililbrio y apartentando estar en problemas. ¿Qué crees que harías?""}","{""Q0"":"" Llamas a la policia temiendo algún posible peligro""}",""
"","912","ITC_24","ITC","survey-multi-choice-vertical","480","594682","0.0-436.0","{""Q0"":""24. Estando solo(a) en tu casa, escuchas afuera a una mujer pidiendo ayuda. ¿Qué crees que harías?""}","{""Q0"":"" Llamas a la policia y vas con ellos a ver que pasa""}",""
"","808","ITC_25","ITC","survey-multi-choice-vertical","481","595494","0.0-437.0","{""Q0"":""25. Yendo hacia la universidad ve a una persona de tu mismo sexo y similar edad con problemas en su auto. ¿Qué crees que harías?""}","{""Q0"":"" Te detienes si la persona está en una de tus clases""}",""
"","940","ITC_26","ITC","survey-multi-choice-vertical","482","596437","0.0-438.0","{""Q0"":""26. Cuando eres requerido(a) como voluntario(a) para una tarea en la que no recibirás pago. ¿Qué crees que harías?""}","{""Q0"":"" Aceptas la tarea sin condiciones""}",""
"","864","ITC_27","ITC","survey-multi-choice-vertical","483","597307","0.0-439.0","{""Q0"":""27. Una anciana parada en una esquina aparenta estar perdida. ¿Qué crees que harías?""}","{""Q0"":"" La ayudas solo si está bien vestida""}",""
"","823","ITC_28","ITC","survey-multi-choice-vertical","484","598133","0.0-440.0","{""Q0"":""28. Un grupo de compañeros tuyos organizó un evento de llamado \""como todo lo que puedas\"" a beneficiencia de una institución de caridad. ¿Qué crees que harías?""}","{""Q0"":"" Compras la entrada y comes todo lo que puedas (como sugiere el nombre del evento)""}",""
"","996","ITC_29","ITC","survey-multi-choice-vertical","485","599134","0.0-441.0","{""Q0"":""29. Una persona \""hace dedo\"" tarde en la noche. Está lloviendo y hay pocos autos en el camino. ¿Qué crees que harías?""}","{""Q0"":"" Le ofreces llevarlo si la persona se ve como alguien con el que tú querrías conversar""}",""
